source_center,destination_center,time_bucket,evaluated_legs,median_carting_eta_min,median_ftl_eta_min,median_ftl_time_saving_min,median_break_even_ftl_premium,median_ftl_net_value,recommended_route_type,evidence_level
IND531001AAA,IND531116AAA,night,4,111.56793099610485,108.08221637727364,3.78883234119521,37.8883234119521,-462.1116765880479,Carting,low: one mode observed
IND303603AAB,IND302014AAB,night,1,215.3749385816192,211.58919650626103,3.785742075358172,37.85742075358172,-462.1425792464183,Carting,low: one mode observed
IND442001AAA,IND442101AAB,night,1,67.64662428422125,63.90149351391533,3.74513077030592,37.4513077030592,-462.54869229694077,Carting,low: one mode observed
IND507002AAA,IND508207AAB,night,1,234.03309490654019,230.2954787759725,3.7376161305676874,37.376161305676874,-462.6238386943231,Carting,unsupported: unseen corridor
IND341306AAA,IND302014AAA,morning,1,494.79921473548245,491.0642769231345,3.734937812347937,37.34937812347937,-462.65062187652063,Carting,low: one mode observed
IND305404AAA,IND305001AAC,morning,1,338.0559707739081,334.34530137599984,3.710669397908248,37.10669397908248,-462.8933060209175,Carting,unsupported: unseen corridor
IND423106AAA,IND423105AAA,night,2,82.0109222312623,78.3061913963316,3.704730834930693,37.04730834930693,-462.95269165069305,Carting,low: one mode observed
IND124103AAA,IND127021AAA,evening,3,116.80324164314891,113.46402723866868,3.6932822288589193,36.93282228858919,-463.0671777114108,Carting,low: one mode observed
IND413709AAA,IND423701AAB,night,1,110.85321200861459,107.16673277453462,3.686479234079968,36.86479234079968,-463.1352076592003,Carting,low: one mode observed
IND700065AAA,IND700026AAC,evening,2,132.96240989216977,129.28552976136606,3.67688013080371,36.7688013080371,-463.2311986919629,Carting,unsupported: unseen corridor
IND641062AAD,IND642001AAA,evening,1,263.59663628678874,259.92433003443654,3.6723062523522003,36.723062523522,-463.276937476478,Carting,unsupported: unseen corridor
IND431136AAC,IND431203AAA,evening,6,475.4005728322783,472.3419130744486,3.670334933537049,36.70334933537049,-463.2966506646295,Carting,low: one mode observed
IND342601AAA,IND342902A1B,morning,1,84.70932159967303,81.04610938274837,3.663212216924663,36.63212216924663,-463.3678778307534,Carting,low: one mode observed
IND505001AAB,IND505302AAB,evening,1,117.7708976114635,114.1202143901474,3.6506832213161005,36.506832213161005,-463.49316778683897,Carting,low: one mode observed
IND400701AAB,IND421302AAG,morning,3,232.5612793238865,230.5983133784375,3.639072458218692,36.39072458218692,-463.6092754178131,Carting,low: one mode observed
IND732204AAB,IND732123AAC,night,2,173.29740738697075,169.69053957556483,3.606867811405934,36.06867811405934,-463.93132188594063,Carting,unsupported: unseen corridor
IND712406AAA,IND712602AAA,morning,2,73.75548037700673,70.14873059811944,3.606749778887284,36.06749778887284,-463.93250221112714,Carting,low: one mode observed
IND591201AAA,IND586101AAB,night,1,274.8775120293044,271.2993799240051,3.5781321052992894,35.781321052992894,-464.2186789470071,Carting,unsupported: unseen corridor
IND208012AAA,IND209304AAA,night,5,360.21916607373964,365.0507371066277,3.564390159130994,35.64390159130994,-464.35609840869006,Carting,low: one mode observed
IND110044AAB,IND000000ACB,morning,6,194.19814855797634,190.04612262268483,3.543566689509248,35.43566689509248,-464.5643331049075,Carting,low: one mode observed
IND842003AAB,IND483225AAA,evening,1,167.6517183957767,164.12862886521918,3.523089530557513,35.23089530557513,-464.76910469442487,Carting,low: one mode observed
IND384205AAA,IND384355AAB,night,1,88.67863067300448,85.16992677446784,3.5087038985366377,35.08703898536638,-464.91296101463365,Carting,low: one mode observed
IND560048AAB,IND562132AAA,afternoon,1,168.36711448993753,164.8750285743964,3.4920859155411392,34.92085915541139,-465.0791408445886,Carting,low: one mode observed
IND273014AAB,IND273304AAA,evening,1,299.58839856848664,296.1017375257242,3.486661042762421,34.86661042762421,-465.1333895723758,Carting,unsupported: unseen corridor
IND721253AAC,IND721501AAC,morning,1,323.26540390819565,319.7913955470957,3.4740083610999477,34.74008361099948,-465.2599163890005,Carting,unsupported: unseen corridor
IND411014AAA,IND411043AAA,night,1,136.04261017351163,132.5722900647266,3.470320108785046,34.70320108785046,-465.29679891214954,Carting,low: one mode observed
IND505209AAA,IND504201AAA,night,1,67.3486799304646,63.895799434066305,3.4528804963982935,34.528804963982935,-465.4711950360171,Carting,low: one mode observed
IND713205AAB,IND722101AAC,night,1,192.81643633156676,189.37181703827244,3.4446192932943234,34.446192932943234,-465.55380706705677,Carting,low: one mode observed
IND271210AAA,IND271001AAA,night,3,400.18031583796534,400.74331699791077,3.435981466621172,34.35981466621172,-465.6401853337883,Carting,low: one mode observed
IND177101AAA,IND176001AAB,night,1,198.09977401757737,194.66628482772842,3.433489189848956,34.33489189848956,-465.66510810151044,Carting,unsupported: unseen corridor
IND574104AAA,IND574216AAA,night,1,97.56426111882604,94.14298080419546,3.421280314630579,34.21280314630579,-465.78719685369424,Carting,low: one mode observed
IND600044AAD,IND600056AAB,night,1,145.0387411421824,141.63249518457832,3.406245957604085,34.06245957604085,-465.93754042395915,Carting,low: one mode observed
IND713205AAB,IND722202AAA,night,1,117.1127110634077,113.743001128501,3.3697099349066946,33.697099349066946,-466.30290065093305,Carting,low: one mode observed
IND586101AAB,IND416404AAA,night,2,119.33793963927275,115.98107008156313,3.3568695577096292,33.56869557709629,-466.43130442290374,Carting,low: one mode observed
IND532222AAA,IND761200AAA,morning,3,137.70590228445144,134.3618218390893,3.3440804453621524,33.440804453621524,-466.5591955463785,Carting,low: one mode observed
IND560300AAA,IND560048AAB,evening,2,139.523113073567,136.18228435726363,3.340828716303392,33.40828716303392,-466.59171283696605,Carting,low: one mode observed
IND361305AAC,IND361335AAA,night,1,175.44553701855014,172.14006564437278,3.3054713741773583,33.05471374177358,-466.9452862582264,Carting,unsupported: unseen corridor
IND201007AAA,IND201001AAA,night,1,65.33001726273365,62.038485596523444,3.2915316662102043,32.91531666210204,-467.08468333789796,Carting,low: one mode observed
IND382430AAB,IND384205AAA,afternoon,5,297.3122095688152,298.02314914370044,3.278485016416198,32.78485016416198,-467.215149835838,Carting,low: one mode observed
IND532127AAA,IND535591AAA,morning,2,86.89207339384714,83.66527434058351,3.2267990532636333,32.26799053263633,-467.7320094673637,Carting,low: one mode observed
IND600016AAC,IND600119AAA,morning,1,107.98328635744892,104.75889200727985,3.2243943501690637,32.24394350169064,-467.75605649830936,Carting,low: one mode observed
IND333028AAA,IND333504AAA,night,1,91.56143279574077,88.33876170242529,3.2226710933154834,32.226710933154834,-467.77328906684517,Carting,unsupported: unseen corridor
IND000000ACB,IND201001AAC,evening,3,334.1109624147104,330.9049626834147,3.2059997312957194,32.059997312957194,-467.9400026870428,Carting,unsupported: unseen corridor
IND560085AAA,IND562132AAA,morning,2,134.39441689384827,131.19321828202706,3.201198611821212,32.01198611821212,-467.9880138817879,Carting,low: one mode observed
IND274402AAA,IND274304AAB,morning,2,55.87556019805197,52.72338911258457,3.152171085467401,31.521710854674012,-468.478289145326,Carting,low: one mode observed
IND462042AAA,IND462022AAA,morning,6,115.19993787283912,112.17767294759845,3.13452247004944,31.3452247004944,-468.6547752995056,Carting,low: one mode observed
IND600056AAB,IND600044AAD,evening,2,195.81093060286037,192.68085743801208,3.130073164848284,31.300731648482838,-468.69926835151716,Carting,low: one mode observed
IND600016AAC,IND600119AAA,evening,4,129.98639538056688,126.86156092546558,3.1248344551012934,31.248344551012934,-468.7516554489871,Carting,low: one mode observed
IND274304AAA,IND274304AAB,morning,1,78.00639277904261,74.88328628430025,3.123106494742359,31.23106494742359,-468.7689350525764,Carting,low: one mode observed
IND742121AAA,IND742102AAB,night,6,105.76490477603977,102.72114082617131,3.120045863049377,31.20045863049377,-468.79954136950624,Carting,low: one mode observed
IND560083AAB,IND562132AAA,morning,4,216.4062737122038,213.04009214148965,3.118042634811246,31.180426348112462,-468.81957365188754,Carting,low: one mode observed
IND843126AAA,IND842001AAA,night,3,410.5548415898113,419.0141698026794,3.1079067755943015,31.079067755943015,-468.920932244057,Carting,low: one mode observed
IND244901AAB,IND244301AAA,evening,3,201.22231402570065,198.81489533109544,3.100608082879461,31.00608082879461,-468.9939191712054,Carting,low: one mode observed
IND581110AAE,IND577002AAA,morning,1,181.99098575579347,178.92346853880366,3.0675172169898133,30.675172169898133,-469.32482783010187,Carting,low: one mode observed
IND606201AAC,IND605601AAA,morning,3,156.5700691887746,154.04427303503692,3.060202729836419,30.60202729836419,-469.3979727016358,Carting,low: one mode observed
IND332001AAB,IND333001AAA,evening,2,160.4786776126043,157.4469427316517,3.0317348809526123,30.317348809526123,-469.68265119047385,Carting,low: one mode observed
IND454001AAA,IND457001AAA,night,4,153.64864961359274,150.8373062680623,3.029981661127451,30.299816611274508,-469.70018338872546,Carting,low: one mode observed
IND637211AAA,IND636402AAA,afternoon,1,112.35965454280623,109.33158683163987,3.028067711166358,30.28067711166358,-469.7193228883364,Carting,low: one mode observed
IND124112AAA,IND125033AAA,afternoon,1,86.9495406612197,83.92537568593227,3.0241649752874338,30.241649752874338,-469.7583502471257,Carting,low: one mode observed
IND395001AAA,IND395023AAD,morning,1,274.53162454760235,271.52773867396854,3.0038858736338057,30.038858736338057,-469.96114126366194,Carting,low: one mode observed
IND263153AAB,IND244713AAA,night,1,147.81396829847128,144.81037224125612,3.0035960572151623,30.035960572151623,-469.9640394278484,Carting,unsupported: unseen corridor
IND68004AAA,IND683511AAA,morning,4,164.3071823463695,160.43434149765417,3.002219381196909,30.02219381196909,-469.9778061880309,Carting,low: one mode observed
IND712103AAA,IND712124AAA,morning,1,71.90435165290212,68.90772585247105,2.996625800431076,29.96625800431076,-470.03374199568924,Carting,unsupported: unseen corridor
IND127021AAA,IND127201AAA,evening,4,118.10821067617562,115.12212307253336,2.986087603642254,29.86087603642254,-470.13912396357745,Carting,low: one mode observed
IND573103AAA,IND577116AAA,night,3,60.55072322615018,57.90170496889179,2.9627457709369907,29.627457709369907,-470.3725422906301,Carting,low: one mode observed
IND781018AAB,IND781102AAA,morning,1,220.95557836702847,218.00067289653137,2.9549054704970956,29.549054704970956,-470.45094529502904,Carting,unsupported: unseen corridor
IND201306AAA,IND201301AAF,morning,1,188.5751107593951,185.63344025066695,2.9416705087281514,29.416705087281514,-470.5832949127185,Carting,low: one mode observed
IND583201AAA,IND583101AAA,morning,1,216.28085444541983,213.3842991647352,2.8965552806846233,28.965552806846233,-471.03444719315377,Carting,low: one mode observed
IND642001AAA,IND641062AAD,night,5,161.45788770718505,159.88861904803534,2.8768854668973916,28.768854668973916,-471.2311453310261,Carting,low: one mode observed
IND792001AAA,IND792110AAA,morning,1,113.30885042336627,110.47128807620302,2.8375623471632423,28.375623471632423,-471.6243765283676,Carting,low: one mode observed
IND828111AAA,IND826004AAA,night,3,129.15533707348013,125.30436286790864,2.820305145027305,28.20305145027305,-471.79694854972695,Carting,low: one mode observed
IND561202AAB,IND515134AAA,night,2,124.6472112576295,121.82762901361818,2.819582244011322,28.19582244011322,-471.80417755988674,Carting,low: one mode observed
IND712612AAA,IND722154AAA,morning,2,69.30526595103375,66.49120681018718,2.8140591408465667,28.140591408465667,-471.85940859153436,Carting,low: one mode observed
IND000000AFT,IND421302AAG,night,2,170.04642380071618,167.30125891138985,2.7451648893263183,28.03892769224163,-471.9610723077584,Carting,low: one mode observed
IND509103AAB,IND518002AAA,night,6,178.90989149826675,176.7437395613985,2.8038253897290843,28.038253897290843,-471.9617461027092,Carting,low: one mode observed
IND508206AAA,IND507159AAA,night,1,70.57946419505397,67.78516011462997,2.7943040804239985,27.943040804239985,-472.05695919576,Carting,low: one mode observed
IND636016AAA,IND637211AAA,morning,5,90.38465636891836,87.98910500220848,2.7856320104758368,27.856320104758368,-472.14367989524163,Carting,low: one mode observed
IND380021AAA,IND382430AAB,night,6,150.76376644701367,147.8139670136208,2.76950343433478,27.6950343433478,-472.3049656566522,Carting,low: one mode observed
IND722143AAB,IND723133AAA,night,1,106.16945751964802,103.40601578970372,2.7634417299443044,27.634417299443044,-472.36558270055696,Carting,low: one mode observed
IND624101AAA,IND624202AAA,night,2,106.31638536815717,103.56150436806129,2.754881000095885,27.548810000958852,-472.45118999904116,Carting,low: one mode observed
IND506001AAC,IND505122AAA,night,1,88.93518471300038,86.18820661591025,2.7469780970901354,27.469780970901354,-472.53021902909865,Carting,low: one mode observed
IND209101AAA,IND209111AAA,night,7,61.08889936539202,58.09466579997322,2.736130517025458,27.36130517025458,-472.6386948297454,Carting,low: one mode observed
IND152026AAA,IND152101AAA,night,1,145.1051896650324,142.37514574512673,2.7300439199056825,27.300439199056825,-472.6995608009432,Carting,unsupported: unseen corridor
IND411014AAA,IND411043AAA,evening,1,152.7838753878732,150.05916557673004,2.724709811143157,27.24709811143157,-472.75290188856843,Carting,low: one mode observed
IND731301AAA,IND713205AAB,afternoon,1,149.65985229606284,146.94032836467207,2.7195239313907678,27.195239313907678,-472.8047606860923,Carting,low: one mode observed
IND509124AAA,IND509103AAB,night,1,100.66795986013817,97.96362038148678,2.7043394786513915,27.043394786513915,-472.9566052134861,Carting,low: one mode observed
IND530012AAA,IND532001AAB,morning,1,216.8335774827454,214.19607866899116,2.6374988137542346,26.374988137542346,-473.62501186245765,Carting,low: one mode observed
IND110037AAM,IND110020AAB,morning,3,202.39904964304085,199.76230362680502,2.6367460162358327,26.367460162358327,-473.6325398376417,Carting,low: one mode observed
IND781018AAB,IND781003AAA,night,1,161.13239240199917,158.50395070901507,2.6284416929840972,26.284416929840972,-473.715583070159,Carting,low: one mode observed
IND363641AAA,IND363621AAB,night,3,69.90801923920401,67.00213933546084,2.615633689831057,26.15633689831057,-473.84366310168946,Carting,low: one mode observed
IND770001AAA,IND770017AAB,night,3,116.37239838612619,113.62925299544541,2.608615769614161,26.086157696141612,-473.91384230385836,Carting,low: one mode observed
IND403726AAB,IND403002AAA,evening,1,177.61261307554182,175.00723004668805,2.6053830288537654,26.053830288537654,-473.94616971146235,Carting,low: one mode observed
IND442101AAB,IND445001AAB,night,1,99.72762402265228,97.12701421678115,2.60060980587113,26.006098058711302,-473.9939019412887,Carting,low: one mode observed
IND221313AAA,IND222136AAA,morning,1,151.68348338270798,149.09638818554154,2.587095197166434,25.87095197166434,-474.12904802833566,Carting,unsupported: unseen corridor
IND827013AAA,IND829121AAA,night,3,70.62497627828017,68.62312921623109,2.56574026398269,25.6574026398269,-474.3425973601731,Carting,low: one mode observed
IND521201AAA,IND521105AAA,evening,1,57.73939231868599,55.18746425144685,2.551928067239139,25.51928067239139,-474.4807193276086,Carting,low: one mode observed
IND000000ACT,IND131028AAB,morning,2,190.43744717240617,188.64761093833584,1.7898362340703216,25.51639061820083,-474.48360938179917,Carting,low: one mode observed
IND581110AAE,IND577002AAA,night,1,171.05165018544452,168.50834275211517,2.543307433329346,25.43307433329346,-474.56692566670654,Carting,low: one mode observed
IND493118AAC,IND495334AAB,night,3,96.53461570534465,93.14072571002917,2.5178467351389173,25.178467351389173,-474.82153264861086,Carting,low: one mode observed
IND686513AAA,IND686540AAA,night,4,87.70101647132373,85.2030937384809,2.497922732842831,24.97922732842831,-475.0207726715717,Carting,low: one mode observed
IND571313AAB,IND571440AAA,morning,1,82.99197704888208,80.49753519590303,2.494441852979051,24.94441852979051,-475.0555814702095,Carting,low: one mode observed
IND700028AAB,IND712311AAA,evening,1,198.60862719390707,196.11602124833047,2.4926059455765994,24.926059455765994,-475.073940544234,Carting,low: one mode observed
IND500039AAC,IND500035AAD,night,1,99.17802493165858,96.69585299043494,2.4821719412236405,24.821719412236405,-475.1782805877636,Carting,low: one mode observed
IND425405AAA,IND424006AAA,morning,2,753.0373746361245,750.5641108988864,2.473263737238085,24.73263737238085,-475.26736262761915,Carting,low: one mode observed
IND474003AAA,IND476001AAA,night,2,111.13968231951591,108.66835430799688,2.4713280115190273,24.713280115190273,-475.2867198848097,Carting,low: one mode observed
IND416510AAA,IND416606AAA,morning,1,106.5855210124608,104.11600846843683,2.4695125440239707,24.695125440239707,-475.30487455976026,Carting,low: one mode observed
IND741165AAB,IND742121AAB,night,6,131.85027130814973,128.75984388515337,2.4669417362250954,24.669417362250954,-475.33058263774905,Carting,low: one mode observed
IND391110AAD,IND390020AAA,night,4,86.30348592207898,84.14979556424971,2.461760240345413,24.61760240345413,-475.38239759654584,Carting,unsupported: unseen corridor
IND132103AAA,IND132001AAA,night,1,88.28263248771083,85.8282920809537,2.454340406757126,24.54340406757126,-475.45659593242874,Carting,low: one mode observed
IND483225AAA,IND483501AAA,night,1,82.54536407712162,80.1008386621267,2.4445254149949136,24.445254149949136,-475.55474585005084,Carting,low: one mode observed
IND335513AAA,IND335803AAA,morning,1,84.71197815114924,82.28118175005352,2.4307964010957193,24.307964010957193,-475.6920359890428,Carting,low: one mode observed
IND307001AAA,IND306902AAA,morning,1,65.8009549907408,63.373645810866805,2.427309179874001,24.273091798740012,-475.72690820126,Carting,low: one mode observed
IND733140AAA,IND733102AAA,night,3,64.43669602223122,61.98224008289179,2.4177914988544487,24.177914988544487,-475.8220850114555,Carting,supported: both modes observed
IND843109AAB,IND843126AAA,night,4,96.00986745586061,93.29851711385163,2.413819196225333,24.13819196225333,-475.86180803774664,Carting,low: one mode observed
IND333042AAA,IND333031AAA,evening,1,139.5600559485281,137.14728627685315,2.412769671674937,24.12769671674937,-475.87230328325063,Carting,low: one mode observed
IND401602AAA,IND401501AAA,morning,4,274.0228195910869,274.547974230195,0.5434043030546718,24.047687432902478,-475.9523125670975,Carting,low: one mode observed
IND590016AAA,IND591302AAB,night,2,80.3602895344663,77.97487005315244,2.3854194813138534,23.854194813138534,-476.1458051868615,Carting,low: one mode observed
IND500080AAB,IND501359AAE,morning,1,203.03658041279544,200.6878510711932,2.348729341602251,23.48729341602251,-476.5127065839775,Carting,low: one mode observed
IND821109AAA,IND802213AAB,night,3,213.58792857292184,199.53315892762242,2.3466452746767743,23.466452746767743,-476.53354725323226,Carting,low: one mode observed
IND363421AAB,IND364710AAA,night,4,93.91689058191909,91.26509253720704,2.327722289599315,23.277222895993148,-476.7227771040068,Carting,low: one mode observed
IND335513AAA,IND335803AAA,night,4,84.11277963934323,81.49802721292025,2.3249014583028043,23.249014583028043,-476.75098541697196,Carting,low: one mode observed
IND361001AAA,IND361305AAC,night,7,98.59100353570773,96.26732833551722,2.3236752001905074,23.236752001905074,-476.7632479980949,Carting,low: one mode observed
IND561202AAB,IND515134AAA,morning,1,122.32194256237123,120.02038419371722,2.301558368654014,23.01558368654014,-476.98441631345986,Carting,low: one mode observed
IND121004AAC,IND121004AAB,morning,2,102.20477675333595,99.90723129092552,2.297545462410419,22.975454624104188,-477.02454537589585,Carting,low: one mode observed
IND232101AAB,IND232104AAB,night,3,60.14227500550843,57.84508168875256,2.297193316755873,22.97193316755873,-477.02806683244125,Carting,low: one mode observed
IND458990AAA,IND312605AAB,morning,3,332.9546200089281,328.8306087988541,2.293799706477273,22.93799706477273,-477.06200293522727,Carting,low: one mode observed
IND495334AAB,IND491995AAB,night,4,80.50380808827131,78.31184589584439,2.286377772497687,22.86377772497687,-477.1362222750231,Carting,low: one mode observed
IND741156AAA,IND742102AAB,morning,3,145.94206521739838,144.43263113094557,2.2703304856133855,22.703304856133855,-477.29669514386615,Carting,low: one mode observed
IND400706AAA,IND000000AFT,morning,1,82.15348793912091,79.8871490925718,2.266338846549104,22.66338846549104,-477.33661153450896,Carting,low: one mode observed
IND854334AAA,IND852118A1B,night,4,58.32304836285503,56.00399506597587,2.2622756300770988,22.622756300770988,-477.37724369922904,Carting,low: one mode observed
IND515004AAA,IND515801AAA,evening,2,247.24192630098077,245.41616743530602,1.8257588656747572,22.610820039836312,-477.3891799601637,Carting,unsupported: unseen corridor
IND321001AAB,IND321001AAA,night,3,76.8621486082094,74.22138187514791,2.2549783989838375,22.549783989838375,-477.4502160101616,Carting,low: one mode observed
IND560048AAB,IND562132AAA,evening,1,164.1658768330663,161.92591270348424,2.239964129582063,22.39964129582063,-477.60035870417937,Carting,low: one mode observed
IND504293AAA,IND505001AAB,night,3,413.6743348517027,415.16791849322544,2.2383942166766246,22.383942166766246,-477.61605783323375,Carting,low: one mode observed
IND000000ACT,IND131028AAB,afternoon,4,192.2261120002482,190.92346151909646,2.2367741399849734,22.367741399849734,-477.6322586001503,Carting,low: one mode observed
IND331304AAA,IND332001AAB,night,1,419.9661687378525,417.72955012711384,2.236618610738674,22.36618610738674,-477.63381389261326,Carting,low: one mode observed
IND176215AAA,IND176061AAA,morning,1,114.23955999431705,112.00394326268024,2.23561673163681,22.3561673163681,-477.6438326836319,Carting,low: one mode observed
IND466116AAA,IND462022AAA,morning,1,333.1503857494604,330.92506289866446,2.2253228507959193,22.253228507959193,-477.7467714920408,Carting,low: one mode observed
IND383315AAC,IND383255AAB,night,4,130.6282164335903,128.3964984489822,2.222911164606529,22.22911164606529,-477.7708883539347,Carting,low: one mode observed
IND416012AAA,IND415409AAB,evening,2,163.51581908217253,163.01499300597493,0.5008260761976118,22.05266363134953,-477.94733636865044,Carting,low: one mode observed
IND781005AAA,IND781018AAB,morning,4,143.14735639305985,140.30383381128215,2.1991267093549283,21.991267093549283,-478.00873290645075,Carting,low: one mode observed
IND523105AAA,IND524201AAA,night,6,63.452459821171246,61.449884065224765,2.1825812226396337,21.825812226396337,-478.17418777360365,Carting,low: one mode observed
IND571426AAA,IND571104AAA,night,5,168.66392694465944,167.963792810066,2.174686969149718,21.74686969149718,-478.2531303085028,Carting,low: one mode observed
IND312605AAB,IND458001AAB,night,5,99.26490590772642,97.22284134863216,2.172955424241181,21.729554242411808,-478.27044575758816,Carting,low: one mode observed
IND460001AAA,IND480334AAA,afternoon,7,157.08196896553784,156.05743051731713,2.172781251928768,21.72781251928768,-478.2721874807123,Carting,low: one mode observed
IND148101AAA,IND148102AAA,night,3,56.91879694755883,54.726847696704276,2.1659666982201173,21.659666982201173,-478.3403330177988,Carting,low: one mode observed
IND335803AAA,IND335804AAD,night,1,54.091767859659164,51.933837148327456,2.1579307113317086,21.579307113317086,-478.4206928866829,Carting,low: one mode observed
IND722202AAA,IND722101AAC,night,1,65.29738455992552,63.14010748141921,2.1572770785063113,21.572770785063113,-478.4272292149369,Carting,low: one mode observed
IND452001AAC,IND425201AAA,night,4,229.34262893440228,227.19298733928275,2.149641595119519,21.49641595119519,-478.5035840488048,Carting,low: one mode observed
IND303503AAA,IND302014AAB,morning,3,125.92634389143642,122.99236530534186,2.134402781190616,21.34402781190616,-478.65597218809387,Carting,low: one mode observed
IND401104AAA,IND421302AAG,afternoon,2,165.86929441366155,163.74836898825572,2.120925425405815,21.209254254058152,-478.7907457459419,Carting,low: one mode observed
IND272155AAA,IND272001AAA,afternoon,1,76.79660892640243,74.68431864786203,2.1122902785403994,21.122902785403994,-478.877097214596,Carting,low: one mode observed
IND209721AAB,IND209625AAA,night,5,70.67858309222702,68.76523251352828,2.094752377426559,20.94752377426559,-479.0524762257344,Carting,low: one mode observed
IND509324AAA,IND508248AAB,night,1,93.53618017657453,91.45671148140367,2.07946869517086,20.7946869517086,-479.2053130482914,Carting,low: one mode observed
IND362265AAA,IND362720AAA,night,5,101.66885686817307,99.75591806273812,2.0764778724377493,20.764778724377493,-479.2352212756225,Carting,low: one mode observed
IND413002AAA,IND413501AAA,evening,7,117.58641296832049,116.18209535442944,2.0673614994039013,20.673614994039013,-479.326385005961,Carting,low: one mode observed
IND757025AAA,IND757001AAA,night,4,59.95257436330715,57.56439877331405,2.0625336305336646,20.625336305336646,-479.37466369466335,Carting,low: one mode observed
IND241124AAB,IND242001AAA,night,1,55.28840091288798,53.226606991533515,2.0617939213544645,20.617939213544645,-479.3820607864553,Carting,low: one mode observed
IND396321AAA,IND396001AAA,night,2,79.75591985164529,77.69422383248843,2.061696019156848,20.61696019156848,-479.38303980843153,Carting,low: one mode observed
IND815351AAA,IND814101AAB,night,4,126.84461969794455,124.81399357036673,2.047754026998426,20.47754026998426,-479.5224597300157,Carting,low: one mode observed
IND341512AAA,IND341505AAA,night,2,65.58385428433695,63.53637478819577,2.047479496141186,20.47479496141186,-479.5252050385882,Carting,low: one mode observed
IND626123AAA,IND627756AAA,night,5,112.73400130316236,110.11721044866123,2.031182147804657,20.311821478046568,-479.68817852195343,Carting,low: one mode observed
IND470004AAA,IND470117AAA,night,1,141.36240165397797,139.33175585974058,2.030645794237387,20.306457942373868,-479.69354205762613,Carting,unsupported: unseen corridor
IND361305AAC,IND361315AAA,night,2,60.62213379636695,58.60136085877252,2.0207729375944226,20.207729375944226,-479.79227062405573,Carting,low: one mode observed
IND572101AAA,IND561203AAB,night,3,113.38545800625137,111.38334180488252,2.0021162013688496,20.021162013688496,-479.97883798631153,Carting,low: one mode observed
IND560300AAB,IND563101AAB,evening,5,136.43145270627716,135.39141100586045,1.9927050520278158,19.927050520278158,-480.07294947972184,Carting,low: one mode observed
IND574216AAA,IND575004AAB,night,1,118.81909763616753,116.8360512216019,1.9830464145656208,19.830464145656208,-480.1695358543438,Carting,low: one mode observed
IND505325AAA,IND505327AAA,night,4,48.55731423879079,46.574866045376766,1.982448193414026,19.82448193414026,-480.1755180658597,Carting,low: one mode observed
IND577101AAA,IND577116AAA,night,1,45.76457227680227,43.7909667066775,1.973605570124768,19.73605570124768,-480.26394429875234,Carting,low: one mode observed
IND492001AAB,IND492007AAA,night,1,190.2995351465311,188.34853195569724,1.951003190833859,19.51003190833859,-480.4899680916614,Carting,low: one mode observed
IND792103AAB,IND792001AAA,morning,4,98.742980922084,96.79888961386217,1.9479110321265196,19.479110321265196,-480.52088967873476,Carting,low: one mode observed
IND583227AAA,IND583231AAA,morning,1,74.76061333565998,72.81474397915603,1.9458693565039482,19.458693565039482,-480.5413064349605,Carting,low: one mode observed
IND462022AAA,IND461001AAA,night,1,205.0382966326859,203.09593730110163,1.9423593315842709,19.42359331584271,-480.5764066841573,Carting,low: one mode observed
IND507002AAA,IND507167AAA,night,2,107.87001384983174,106.21058582218882,1.6594280276429103,19.40458661708128,-480.5954133829187,Carting,low: one mode observed
IND733129AAB,IND733129AAA,morning,1,57.24277311218974,55.31205227382858,1.930720838361161,19.30720838361161,-480.6927916163884,Carting,low: one mode observed
IND110044AAB,IND131028AAB,afternoon,6,200.28289540317718,198.01624959351543,1.927190986872887,19.27190986872887,-480.72809013127113,Carting,low: one mode observed
IND125001AAA,IND335501AAA,afternoon,1,396.80992340736856,394.8841191690966,1.925804238271951,19.25804238271951,-480.7419576172805,Carting,unsupported: unseen corridor
IND181152AAA,IND184121AAA,morning,1,73.53784279733092,71.61967435952262,1.9181684378083048,19.181684378083048,-480.81831562191695,Carting,low: one mode observed
IND762001AAA,IND759122AAC,morning,1,785.1065344861696,783.2064970197015,1.9000374664681203,19.000374664681203,-480.9996253353188,Carting,unsupported: unseen corridor
IND458001AAB,IND458990AAA,night,5,67.68748755176534,66.00570182196147,1.8809347810981336,18.809347810981336,-481.1906521890187,Carting,low: one mode observed
IND533262AAA,IND533106AAA,night,2,125.13761694856368,123.26296828261826,1.874648665945415,18.74648665945415,-481.25351334054585,Carting,low: one mode observed
IND000000AFT,IND421302AAG,morning,1,172.86181591550198,170.98726035065488,1.8745555648470997,18.745555648470997,-481.254444351529,Carting,low: one mode observed
IND603203AAA,IND600044AAD,morning,4,111.66017997454534,109.74319404661895,1.8745476773431164,18.745476773431164,-481.25452322656884,Carting,low: one mode observed
IND335703AAA,IND335701AAA,night,1,58.60585292776192,56.73928361237088,1.8665693153910397,18.665693153910397,-481.3343068460896,Carting,low: one mode observed
IND201007AAA,IND201001AAA,evening,1,68.19172372376667,66.3296648919077,1.862058831858974,18.62058831858974,-481.37941168141026,Carting,low: one mode observed
IND577101AAA,IND577132AAD,night,2,65.41877221733681,63.55680399252522,1.8619682248115978,18.61968224811598,-481.38031775188404,Carting,low: one mode observed
