source_center,destination_center,time_bucket,evaluated_legs,median_carting_eta_min,median_ftl_eta_min,median_ftl_time_saving_min,median_break_even_ftl_premium,median_ftl_net_value,recommended_route_type,evidence_level
IND246424AAA,IND246174AAA,afternoon,5,854.327871536952,822.0166700432131,44.7384289950013,447.384289950013,-52.615710049987,Carting,low: one mode observed
IND764071AAB,IND530012AAA,afternoon,1,709.9524627988702,667.957556814506,41.99490598436421,419.9490598436421,-80.05094015635791,Carting,low: one mode observed
IND500008AAD,IND501359AAE,morning,1,353.5247229224629,313.6062297640732,39.91849315838971,399.1849315838971,-100.81506841610292,Carting,low: one mode observed
IND208017AAA,IND209304AAA,afternoon,1,331.22702907758855,295.1982731513809,36.02875592620768,360.2875592620768,-139.7124407379232,Carting,low: one mode observed
IND416122AAA,IND395023AAA,afternoon,1,1590.1585142049637,1559.0858755465695,31.072638658394226,310.72638658394226,-189.27361341605774,Carting,unsupported: unseen corridor
IND221313AAA,IND211002AAB,afternoon,2,634.7195259585664,604.8104863198719,29.90903963869448,299.0903963869448,-200.9096036130552,Carting,unsupported: unseen corridor
IND209304AAA,IND221313AAA,afternoon,5,978.5792158828586,953.4210871533708,27.944820615447952,279.4482061544795,-220.55179384552048,Carting,low: one mode observed
IND221313AAA,IND211002AAB,morning,4,644.5193324533391,614.5692692230948,27.66440336713714,276.6440336713714,-223.3559663286286,Carting,unsupported: unseen corridor
IND500039AAC,IND501359AAE,morning,1,316.275472002549,289.2027771774417,27.072694825107305,270.72694825107305,-229.27305174892695,Carting,low: one mode observed
IND121002AAB,IND000000ACB,morning,1,296.3839347352181,270.21347112211976,26.17046361309832,261.7046361309832,-238.2953638690168,Carting,low: one mode observed
IND262122AAB,IND244901AAB,morning,1,503.8908898314588,478.47731831646394,25.413571514994885,254.13571514994885,-245.86428485005115,Carting,low: one mode observed
IND322001AAC,IND302014AAB,night,3,565.3085011104712,535.5069300940038,24.191827753287725,241.91827753287725,-258.08172246712275,Carting,unsupported: unseen corridor
IND759122AAC,IND767017AAA,evening,1,608.906265711977,584.7993101513537,24.106955560623305,241.06955560623305,-258.93044439376695,Carting,unsupported: unseen corridor
IND246424AAA,IND246174AAA,morning,1,892.0149729688512,868.5321454855839,23.48282748326733,234.8282748326733,-265.1717251673267,Carting,low: one mode observed
IND201001AAC,IND000000ACB,night,1,382.2843717996455,358.9040812339516,23.380290565693883,233.80290565693883,-266.19709434306117,Carting,unsupported: unseen corridor
IND733102AAA,IND732103AAB,night,1,452.4386198985125,429.1385723537154,23.30004754479711,233.0004754479711,-266.9995245520289,Carting,unsupported: unseen corridor
IND123401AAB,IND000000ACB,night,3,254.31464365335842,231.64305569689827,22.939580022061023,229.39580022061023,-270.6041997793898,Carting,unsupported: unseen corridor
IND713128AAB,IND731301AAA,morning,1,163.31670166898292,141.04980158279787,22.266900086185046,222.66900086185046,-277.33099913814954,Carting,low: one mode observed
IND121002AAB,IND000000ACB,afternoon,2,278.35564507083393,256.14742876786454,22.208216302969362,222.08216302969362,-277.9178369703064,Carting,low: one mode observed
IND834002AAB,IND825102AAA,afternoon,3,518.0852058202996,495.98910094144543,22.09610487885419,220.96104878854192,-279.0389512114581,Carting,unsupported: unseen corridor
IND700026AAC,IND712311AAA,night,1,280.3260863730429,258.95802407572376,21.36806229731917,213.6806229731917,-286.3193770268083,Carting,low: one mode observed
IND335523AAB,IND125001AAA,night,1,546.8377967827354,525.6665980466732,21.171198736062138,211.71198736062138,-288.2880126393786,Carting,unsupported: unseen corridor
IND500039AAC,IND501359AAE,afternoon,2,301.6793923720953,280.53389253847956,21.14549983361573,211.4549983361573,-288.5450016638427,Carting,low: one mode observed
IND521001AAA,IND521225AAB,night,1,246.8974791653161,225.9103089917087,20.98717017360741,209.8717017360741,-290.1282982639259,Carting,low: one mode observed
IND635207AAA,IND635802AAB,morning,1,242.6749839264617,221.81557553529774,20.859408391163953,208.59408391163953,-291.40591608836047,Carting,unsupported: unseen corridor
IND500008AAC,IND501359AAE,afternoon,1,266.2296870129577,245.57097881100356,20.65870820195414,206.5870820195414,-293.4129179804586,Carting,low: one mode observed
IND500010AAA,IND501359AAE,evening,3,283.0544960285766,262.84460123702456,20.39543779152808,203.95437791528082,-296.0456220847192,Carting,low: one mode observed
IND403002AAA,IND403726AAB,night,1,213.58803089644428,193.3144735292489,20.273557367195394,202.73557367195394,-297.26442632804606,Carting,unsupported: unseen corridor
IND210431AAA,IND209304AAA,morning,1,516.568154651784,496.48345593104233,20.084698720741642,200.84698720741642,-299.1530127925836,Carting,low: one mode observed
IND852118A1B,IND854326AAB,night,1,294.6492242622646,274.6262370641158,20.022987198148826,200.22987198148826,-299.77012801851174,Carting,unsupported: unseen corridor
IND741201AAC,IND712311AAA,night,2,471.5718554385418,452.1574293520213,19.41442608652048,194.14426086520479,-305.8557391347952,Carting,low: one mode observed
IND403401AAA,IND403726AAB,night,1,282.3649571850954,263.2264617924346,19.138495392660843,191.38495392660843,-308.61504607339157,Carting,low: one mode observed
IND602001AAA,IND600116AAB,night,2,315.48233593309754,296.4304397873971,19.051896145700425,190.51896145700425,-309.48103854299575,Carting,low: one mode observed
IND396580AAB,IND396321AAA,night,4,227.2099819277207,206.5743819737944,18.773730847073892,187.73730847073892,-312.2626915292611,Carting,low: one mode observed
IND700088AAA,IND712311AAA,afternoon,1,205.42152003352356,186.67811409368193,18.743405939841637,187.43405939841637,-312.56594060158363,Carting,low: one mode observed
IND303106AAA,IND302014AAA,night,1,212.83482205351535,194.23030939305931,18.604512660456038,186.04512660456038,-313.9548733954396,Carting,low: one mode observed
IND571124AAA,IND570020AAA,morning,3,447.16893569460046,448.86981653616266,18.33119150403587,183.3119150403587,-316.6880849596413,Carting,low: one mode observed
IND282001AAA,IND000000ACB,afternoon,4,531.1482952537581,516.8769767367006,18.190131795441687,181.90131795441687,-318.09868204558313,Carting,unsupported: unseen corridor
IND493445AAB,IND490023AAA,morning,1,292.2754557605339,274.5443690628713,17.73108669766259,177.3108669766259,-322.6891330233741,Carting,unsupported: unseen corridor
IND743270AAA,IND712311AAA,night,4,499.39142569505555,482.1232076630905,17.712798316872124,177.12798316872124,-322.87201683127876,Carting,low: one mode observed
IND756029AAA,IND712311AAA,afternoon,1,774.4446918776935,756.8008989255914,17.643792952102103,176.43792952102103,-323.56207047897897,Carting,unsupported: unseen corridor
IND767001AAA,IND762001AAA,night,1,585.6821015748052,568.0416382920157,17.640463282789483,176.40463282789483,-323.59536717210517,Carting,unsupported: unseen corridor
IND305001AAC,IND342602AAC,evening,1,388.0477947853843,370.44873147333254,17.599063312051783,175.99063312051783,-324.0093668794822,Carting,low: one mode observed
IND828401AAB,IND826004AAA,night,1,349.77269331477055,332.4395513577762,17.333141956994325,173.33141956994325,-326.66858043005675,Carting,low: one mode observed
IND244901AAB,IND243503AAB,afternoon,1,419.2389422486523,402.0722974149216,17.166644833730686,171.66644833730686,-328.33355166269314,Carting,unsupported: unseen corridor
IND641062AAD,IND641001AAA,morning,3,194.65564880792073,177.51112031804388,17.144528489876848,171.44528489876848,-328.5547151012315,Carting,unsupported: unseen corridor
IND410505AAB,IND411033AAA,night,2,164.78671642346364,147.64961346694145,17.137102956522227,171.37102956522227,-328.6289704347777,Carting,unsupported: unseen corridor
IND700136AAB,IND712311AAA,afternoon,1,249.59952901351397,232.53054303419822,17.068985979315755,170.68985979315755,-329.31014020684245,Carting,unsupported: unseen corridor
IND246001AAA,IND249201AAA,afternoon,1,554.6840995081473,537.8595366184745,16.824562889672734,168.24562889672734,-331.75437110327266,Carting,unsupported: unseen corridor
IND712602AAA,IND712311AAA,afternoon,1,402.9123160568385,386.2835027387521,16.62881331808643,166.2881331808643,-333.7118668191357,Carting,unsupported: unseen corridor
IND274301AAB,IND273014AAB,morning,6,488.39591231068664,473.172441693736,16.539960207000377,165.39960207000377,-334.60039792999623,Carting,low: one mode observed
IND700088AAA,IND712311AAA,evening,3,189.8225096407115,172.73112580737748,16.4502356370011,164.502356370011,-335.497643629989,Carting,low: one mode observed
IND712310AAE,IND712103AAA,night,1,185.877353404887,169.64030105646663,16.237052348420377,162.37052348420377,-337.6294765157962,Carting,unsupported: unseen corridor
IND283122AAB,IND328001AAA,night,6,219.38834874617197,203.98189614699388,16.130343435388497,161.30343435388497,-338.696565646115,Carting,low: one mode observed
IND284403AAA,IND472001AAA,morning,1,195.4079366400136,179.43028096029227,15.977655679721323,159.77655679721323,-340.22344320278677,Carting,low: one mode observed
IND245101AAA,IND201007AAA,night,2,248.395314027754,232.70158673474052,15.693727293013481,156.9372729301348,-343.0627270698652,Carting,unsupported: unseen corridor
IND201001AAC,IND110037AAM,evening,1,247.12170046651985,231.57595100036224,15.545749466157616,155.45749466157616,-344.54250533842384,Carting,unsupported: unseen corridor
IND477001AAB,IND474003AAA,morning,3,716.2744383789095,719.6186456045266,15.510653719746188,155.10653719746188,-344.8934628025381,Carting,low: one mode observed
IND743347AAA,IND700053AAA,night,2,330.4147339145012,315.026633682519,15.388100231982207,153.88100231982207,-346.1189976801779,Carting,low: one mode observed
IND641001AAA,IND641062AAD,night,1,157.49120463160452,142.3800682246141,15.111136406990425,151.11136406990425,-348.88863593009575,Carting,low: one mode observed
IND481661AAA,IND842003AAB,morning,3,459.51357706023674,444.41637277364686,15.097204286589886,150.97204286589886,-349.02795713410114,Carting,low: one mode observed
IND521165AAA,IND521225AAB,night,2,200.0603098542361,184.97301691836668,15.087292935869414,150.87292935869414,-349.12707064130586,Carting,low: one mode observed
IND321606AAA,IND301001AAB,night,1,523.7066357282544,508.65748356010994,15.049152168144417,150.49152168144417,-349.50847831855583,Carting,low: one mode observed
IND785690AAB,IND785682AAA,night,6,255.6052811651177,243.00419133175654,15.044728595826072,150.44728595826072,-349.55271404173925,Carting,low: one mode observed
IND134203AAA,IND160002AAC,night,1,178.48739119018174,163.52807533114333,14.959315859038412,149.59315859038412,-350.4068414096159,Carting,unsupported: unseen corridor
IND322201AAA,IND302014AAB,night,1,302.34374613876594,287.4067953334225,14.936950805343429,149.3695080534343,-350.6304919465657,Carting,low: one mode observed
IND673632AAA,IND673104AAA,evening,1,206.99765347100654,192.11016735634257,14.887486114663972,148.87486114663972,-351.1251388533603,Carting,unsupported: unseen corridor
IND641062AAD,IND641008AAA,morning,1,253.28652569996984,238.54679844552106,14.73972725444878,147.3972725444878,-352.6027274555122,Carting,low: one mode observed
IND625218AAA,IND624703AAA,morning,1,248.5071023156591,233.77087953303376,14.736222782625333,147.36222782625333,-352.63777217374667,Carting,unsupported: unseen corridor
IND364270AAA,IND364001AAA,morning,2,175.1500825295216,160.42932351423627,14.720759015285324,147.20759015285324,-352.79240984714676,Carting,unsupported: unseen corridor
IND802212AAA,IND821115AAB,morning,2,598.8761158135535,584.199627654112,14.67648815944159,146.7648815944159,-353.2351184055841,Carting,low: one mode observed
IND534260AAC,IND533106AAA,morning,2,196.61508733337303,182.10098100073898,14.514106332634057,145.14106332634057,-354.8589366736594,Carting,low: one mode observed
IND131028AAE,IND124507AAA,evening,1,204.7438653055338,190.29214657235636,14.451718733177444,144.51718733177444,-355.48281266822556,Carting,unsupported: unseen corridor
IND181152AAB,IND184121AAA,morning,1,133.5200651621477,119.14577843849143,14.374286723656255,143.74286723656255,-356.2571327634374,Carting,low: one mode observed
IND441603AAA,IND442605AAA,morning,1,133.57799981564935,119.35185512809066,14.226144687558687,142.26144687558687,-357.7385531244131,Carting,unsupported: unseen corridor
IND733129AAA,IND732103AAB,night,1,197.13111046024957,182.912023828678,14.219086631571571,142.1908663157157,-357.8091336842843,Carting,low: one mode observed
IND643212AAA,IND641062AAD,morning,1,398.5829168224595,384.6206104077882,13.962306414671275,139.62306414671275,-360.37693585328725,Carting,low: one mode observed
IND423109AAA,IND423701AAB,morning,1,124.39916390525632,110.54705777019836,13.852106135057952,138.52106135057952,-361.47893864942046,Carting,unsupported: unseen corridor
IND485001AAC,IND488001AAA,evening,1,418.9266572761421,405.15209004033164,13.77456723581048,137.7456723581048,-362.2543276418952,Carting,low: one mode observed
IND600004AAA,IND600008AAC,morning,1,193.55497283861436,179.78501092478092,13.769961913833441,137.6996191383344,-362.3003808616656,Carting,low: one mode observed
IND846004AAA,IND847404AAB,night,1,145.91838433214716,132.17734634303423,13.741037989112925,137.41037989112925,-362.58962010887075,Carting,unsupported: unseen corridor
IND509301AAA,IND501359AAE,night,1,207.47963566852462,193.77143523382267,13.70820043470195,137.0820043470195,-362.9179956529805,Carting,low: one mode observed
IND504201AAA,IND505001AAB,night,1,365.8818227314651,352.3617073180254,13.520115413439669,135.2011541343967,-364.7988458656033,Carting,unsupported: unseen corridor
IND221313AAA,IND276128AAA,afternoon,2,380.56051193527094,367.21854001881593,13.341971916455009,133.4197191645501,-366.5802808354499,Carting,unsupported: unseen corridor
IND507159AAA,IND507002AAA,morning,1,547.0507401331329,533.7589078029413,13.291832330191596,132.91832330191596,-367.08167669808404,Carting,low: one mode observed
IND331701AAA,IND125001AAA,morning,1,394.79936949786304,381.69960726553234,13.099762232330704,130.99762232330704,-369.00237767669296,Carting,low: one mode observed
IND641006AAD,IND641062AAD,afternoon,2,142.24632259413758,129.24803092471606,12.998291669421526,129.98291669421525,-370.0170833057847,Carting,low: one mode observed
IND152116AAA,IND152026AAA,night,1,159.63564981444816,146.64131511111356,12.994334703334601,129.94334703334601,-370.056652966654,Carting,unsupported: unseen corridor
IND174103AAA,IND160002AAC,morning,1,241.51986437684667,228.53623539216227,12.983628984684401,129.836289846844,-370.163710153156,Carting,low: one mode observed
IND700053AAA,IND700144AAA,evening,3,212.73369729877922,201.68337472460695,12.980278911339497,129.80278911339497,-370.19721088660503,Carting,unsupported: unseen corridor
IND642001AAA,IND642126AAA,night,1,120.6306111355417,107.66628018388901,12.964330951652684,129.64330951652684,-370.35669048347313,Carting,unsupported: unseen corridor
IND204101AAA,IND282002AAD,night,2,309.1979560014616,296.32935959726433,12.868596404197234,128.68596404197234,-371.31403595802766,Carting,unsupported: unseen corridor
IND208006AAA,IND209304AAA,night,3,181.18485496104879,170.05080555443345,12.75901439660825,127.59014396608251,-372.4098560339175,Carting,unsupported: unseen corridor
IND500008AAC,IND501359AAE,morning,2,225.70433384589415,213.008795710762,12.695538135132182,126.95538135132182,-373.0446186486782,Carting,low: one mode observed
IND505209AAA,IND505001AAB,night,1,210.80876243007435,198.1422159027675,12.66654652730685,126.66546527306849,-373.3345347269315,Carting,low: one mode observed
IND110035AAC,IND110037AAM,evening,1,167.18472728671722,154.58186709114491,12.602860195572305,126.02860195572305,-373.97139804427695,Carting,low: one mode observed
IND583119AAA,IND583101AAA,night,2,336.23982405699513,323.6856868053327,12.554137251662468,125.54137251662468,-374.4586274833753,Carting,low: one mode observed
IND364290AAA,IND365560AAB,morning,1,123.66506546813366,111.11213637138394,12.552929096749722,125.52929096749722,-374.4707090325028,Carting,unsupported: unseen corridor
IND781124AAA,IND781018AAB,night,3,199.6720496564758,187.12117368522468,12.550875971251116,125.50875971251116,-374.49124028748884,Carting,low: one mode observed
IND523201AAA,IND523002AAA,night,1,166.0325757945634,153.56623518705152,12.466340607511881,124.66340607511881,-375.3365939248812,Carting,low: one mode observed
IND754202AAA,IND751002AAB,morning,1,157.02235513749835,144.57423864779173,12.44811648970662,124.48116489706621,-375.5188351029338,Carting,unsupported: unseen corridor
IND781001AAA,IND781018AAB,morning,4,184.4663133877366,171.7558669310411,12.428961000257218,124.28961000257218,-375.7103899974278,Carting,low: one mode observed
IND500010AAA,IND501401AAC,morning,1,112.15853571144707,99.778309131551,12.380226579896075,123.80226579896075,-376.1977342010392,Carting,unsupported: unseen corridor
IND441206AAB,IND441603AAA,night,1,286.5914754496661,274.2704262184274,12.321049231238703,123.21049231238703,-376.78950768761297,Carting,unsupported: unseen corridor
IND151103AAA,IND151001AAA,night,2,143.51502859345018,131.2305367746875,12.284491818762689,122.84491818762689,-377.1550818123731,Carting,unsupported: unseen corridor
IND768201AAA,IND770001AAA,night,1,137.83169167167372,125.59849022758287,12.233201444090852,122.33201444090852,-377.66798555909145,Carting,unsupported: unseen corridor
IND243001AAA,IND244901AAB,night,1,318.46487771396534,306.365280942883,12.09959677108236,120.9959677108236,-379.0040322891764,Carting,low: one mode observed
IND201301AAF,IND201301AAL,morning,1,105.81075831989212,93.7580905346953,12.052667785196817,120.52667785196817,-379.4733221480318,Carting,unsupported: unseen corridor
IND000000ADM,IND683511AAA,night,1,132.09818050951293,120.15491626197404,11.943264247538892,119.43264247538892,-380.5673575246111,Carting,unsupported: unseen corridor
IND466116AAA,IND462022AAA,afternoon,3,335.2310641389652,322.92989368637956,11.835803034051025,118.35803034051025,-381.64196965948975,Carting,low: one mode observed
IND756019AAA,IND756029AAA,afternoon,1,169.6071062900028,157.804543522069,11.802562767933807,118.02562767933807,-381.9743723206619,Carting,unsupported: unseen corridor
IND362220AAA,IND362265AAA,night,2,115.98916475731615,104.20414913514423,11.785015622171912,117.85015622171912,-382.1498437782809,Carting,unsupported: unseen corridor
IND572101AAA,IND562101AAA,morning,1,260.21139670021313,248.47652780489867,11.734868895314463,117.34868895314463,-382.65131104685537,Carting,unsupported: unseen corridor
IND132103AAB,IND132001AAA,night,2,132.43235473803486,120.72326867588616,11.709086062148685,117.09086062148685,-382.90913937851315,Carting,unsupported: unseen corridor
IND641006AAD,IND641062AAD,morning,2,142.09064487609626,130.40543537104242,11.685209505053834,116.85209505053834,-383.1479049494617,Carting,low: one mode observed
IND423109AAA,IND413709AAA,night,1,110.65359455723731,98.97001783338655,11.683576723850763,116.83576723850763,-383.16423276149237,Carting,unsupported: unseen corridor
IND843126AAA,IND842001AAA,morning,1,459.0963256389766,447.41668662295893,11.679639016017688,116.79639016017688,-383.2036098398231,Carting,low: one mode observed
IND505001AAB,IND504251AAA,evening,1,325.1829498453381,313.5064849788124,11.676464866525691,116.76464866525691,-383.2353513347431,Carting,unsupported: unseen corridor
IND000000AFT,IND410206AAA,night,1,129.44188614314308,117.86936895728333,11.572517185859752,115.72517185859752,-384.2748281414025,Carting,low: one mode observed
IND415408AAC,IND416012AAA,morning,2,529.1264377660923,517.5598084689266,11.566629297165832,115.66629297165832,-384.3337070283417,Carting,low: one mode observed
IND509301AAA,IND509216AAC,night,5,107.36269985318188,95.99499192527429,11.537136716829949,115.37136716829949,-384.62863283170054,Carting,unsupported: unseen corridor
IND500039AAC,IND501359AAE,evening,2,233.48721031422045,221.95573117215633,11.531479142064114,115.31479142064114,-384.68520857935886,Carting,low: one mode observed
IND462022AAA,IND462042AAA,morning,1,112.44011557848275,100.90933230227041,11.530783276212333,115.30783276212333,-384.6921672378767,Carting,low: one mode observed
IND388320AAA,IND388220AAA,night,1,110.08330534092424,98.61147326494024,11.471832075983997,114.71832075983997,-385.28167924016003,Carting,unsupported: unseen corridor
IND411048AAA,IND411014AAA,morning,1,129.93418916962784,118.52077205206062,11.41341711756722,114.13417117567221,-385.86582882432776,Carting,low: one mode observed
IND147301AAA,IND000000ACA,night,1,158.621959385543,147.21867214620795,11.403287239335043,114.03287239335043,-385.96712760664957,Carting,unsupported: unseen corridor
IND826004AAA,IND828205AAA,night,1,112.6891597867191,101.32639233177787,11.362767454941235,113.62767454941235,-386.37232545058765,Carting,unsupported: unseen corridor
IND416606AAA,IND416510AAA,morning,4,657.8921200755279,653.8315807320896,11.29556316303217,112.9556316303217,-387.0443683696783,Carting,low: one mode observed
IND491001AAA,IND494334AAB,night,1,439.106639182644,427.83423351806215,11.272405664581868,112.72405664581868,-387.2759433541813,Carting,unsupported: unseen corridor
IND712124AAA,IND712310AAE,morning,2,114.10387482884363,102.87322804609202,11.230646782751613,112.30646782751613,-387.69353217248386,Carting,unsupported: unseen corridor
IND410503AAA,IND410505AAB,night,2,115.94282316551453,104.81380473437244,11.129018431142079,111.29018431142079,-388.70981568857917,Carting,unsupported: unseen corridor
IND382430AAB,IND387620AAB,evening,1,282.20407621398743,271.08081298284014,11.123263231147291,111.23263231147291,-388.7673676885271,Carting,unsupported: unseen corridor
IND416404AAA,IND416012AAA,morning,1,520.3293483225684,509.27513753581025,11.054210786758176,110.54210786758176,-389.45789213241824,Carting,low: one mode observed
IND470113AAA,IND470227AAB,night,1,319.9913834509291,308.9439715912911,11.047411859638032,110.47411859638032,-389.5258814036197,Carting,unsupported: unseen corridor
IND152101AAA,IND152026AAA,night,2,141.28763601191923,130.25687306681274,11.030762945106474,110.30762945106474,-389.6923705489353,Carting,unsupported: unseen corridor
IND500008AAC,IND501359AAE,evening,1,209.81706612707637,198.78755208124318,11.029514045833196,110.29514045833196,-389.70485954166804,Carting,low: one mode observed
IND624703AAA,IND624619AAA,night,1,161.24205611509035,150.2138224102872,11.028233704803142,110.28233704803142,-389.7176629519686,Carting,unsupported: unseen corridor
IND272001AAA,IND272175AAA,afternoon,2,153.34951755253653,142.33138588266038,11.01813166987614,110.1813166987614,-389.8186833012386,Carting,unsupported: unseen corridor
IND500039AAC,IND501359AAE,night,1,292.74486993573953,281.7423385331812,11.002531402558304,110.02531402558304,-389.97468597441696,Carting,low: one mode observed
IND152026AAA,IND152107AAA,night,1,103.45755563804087,92.57895184751375,10.878603790527123,108.78603790527123,-391.2139620947288,Carting,unsupported: unseen corridor
IND201001AAC,IND110037AAM,afternoon,1,280.317366970619,269.4672616689647,10.85010530165431,108.5010530165431,-391.4989469834569,Carting,unsupported: unseen corridor
IND124112AAA,IND125001AAA,afternoon,2,241.41017886129765,230.6236941970296,10.78648466426803,107.8648466426803,-392.1351533573197,Carting,unsupported: unseen corridor
IND756019AAA,IND757025AAA,afternoon,3,389.89243758639486,381.4316300894105,10.77541259713388,107.7541259713388,-392.2458740286612,Carting,low: one mode observed
IND126116AAA,IND131301AAA,night,5,256.94436231995235,245.54628946415335,10.7266441407441,107.266441407441,-392.733558592559,Carting,unsupported: unseen corridor
IND222125AAB,IND222001AAA,morning,1,102.74597488728334,92.04173472028543,10.704240166997906,107.04240166997906,-392.9575983300209,Carting,unsupported: unseen corridor
IND403702AAA,IND581314AAA,night,1,180.70898183477271,170.11280495675206,10.596176878020657,105.96176878020657,-394.03823121979343,Carting,unsupported: unseen corridor
IND721306AAA,IND721253AAC,night,1,167.0169592681015,156.44546907616294,10.571490191938551,105.71490191938551,-394.2850980806145,Carting,unsupported: unseen corridor
IND470004AAA,IND473443AAA,evening,2,327.21606235799976,316.6612318239373,10.55483053406246,105.54830534062461,-394.4516946593754,Carting,unsupported: unseen corridor
IND712124AAA,IND712310AAE,night,1,113.96447690930616,103.41841290795853,10.54606400134763,105.46064001347631,-394.53935998652366,Carting,unsupported: unseen corridor
IND302026AAA,IND302014AAB,morning,1,181.84305787450947,171.3304036609839,10.512654213525565,105.12654213525565,-394.87345786474435,Carting,low: one mode observed
IND276305AAA,IND223101AAB,night,3,101.8303437861301,91.25303472598394,10.417532327563876,104.17532327563876,-395.8246767243612,Carting,low: one mode observed
IND152123AAA,IND152026AAA,night,1,219.19858966754452,208.79019497124443,10.408394696300093,104.08394696300093,-395.9160530369991,Carting,unsupported: unseen corridor
IND825102AAA,IND827013AAA,evening,3,153.58414603532407,146.37150422962645,10.391877350323142,103.91877350323142,-396.0812264967686,Carting,unsupported: unseen corridor
IND201301AAM,IND000000ACB,night,2,322.2089091041192,324.38851159766034,-2.179602493541182,103.79759588361111,-396.2024041163889,Carting,low: one mode observed
IND282001AAA,IND000000ACB,evening,1,521.9362143537836,511.55719651384345,10.379017839940161,103.79017839940161,-396.2098216005984,Carting,unsupported: unseen corridor
IND713205AAB,IND722101AAA,night,1,267.423643075634,257.06222080089066,10.361422274743347,103.61422274743347,-396.3857772525665,Carting,low: one mode observed
IND530012AAA,IND531001AAA,night,4,103.19452815754222,93.27043580880706,10.361359949991993,103.61359949991993,-396.3864005000801,Carting,low: one mode observed
IND625008AAA,IND625516AAA,evening,1,400.762282493577,390.42289614833055,10.339386345246453,103.39386345246453,-396.60613654753547,Carting,unsupported: unseen corridor
IND631003AAA,IND600056AAB,night,5,207.42804782781727,206.07652231650735,10.220801314531116,102.20801314531116,-397.79198685468884,Carting,low: one mode observed
IND400701AAA,IND400705AAA,morning,1,94.54551563228628,84.32865370740791,10.216861924878373,102.16861924878373,-397.8313807512163,Carting,unsupported: unseen corridor
IND531116AAA,IND530012AAA,night,3,287.2845632276707,277.05901251410813,10.215179785276177,102.15179785276177,-397.8482021472382,Carting,unsupported: unseen corridor
IND221313AAA,IND221401AAA,afternoon,1,155.05329777732032,144.83881188605298,10.214485891267344,102.14485891267344,-397.85514108732656,Carting,unsupported: unseen corridor
IND201007AAA,IND245101AAA,night,2,192.23088712119932,182.03030756183944,10.20057955935988,102.0057955935988,-397.9942044064012,Carting,unsupported: unseen corridor
IND845418AAB,IND842001AAA,morning,1,367.2900094715065,357.1368460679078,10.153163403598683,101.53163403598683,-398.4683659640132,Carting,low: one mode observed
IND686540AAA,IND686028AAB,night,1,198.49396726151127,188.34925426440205,10.144712997109224,101.44712997109224,-398.55287002890776,Carting,low: one mode observed
IND635601AAB,IND635207AAA,night,1,93.77838040284169,83.64637502320436,10.132005379637334,101.32005379637334,-398.6799462036266,Carting,unsupported: unseen corridor
IND416606AAA,IND416510AAA,night,2,672.3348807420184,662.2138533422744,10.121027399744094,101.21027399744094,-398.78972600255906,Carting,low: one mode observed
IND445101AAA,IND440014AAA,morning,1,112.42134704683808,102.36181180980037,10.059535237037707,100.59535237037707,-399.4046476296229,Carting,unsupported: unseen corridor
IND560083AAB,IND562132AAA,afternoon,2,215.15398040253052,205.1007448137797,10.053235588750823,100.53235588750823,-399.46764411249177,Carting,low: one mode observed
IND411014AAA,IND411048AAA,night,3,113.44983713593383,106.45652565958903,9.998060577046942,99.98060577046942,-400.0193942295306,Carting,low: one mode observed
IND733202AAC,IND733210AAA,morning,1,131.27220338100648,121.31954113963404,9.952662241372437,99.52662241372437,-400.47337758627566,Carting,unsupported: unseen corridor
IND181152AAB,IND181201AAB,night,4,109.52310050907059,99.20496393783188,9.834443546448682,98.34443546448682,-401.6555645355132,Carting,low: one mode observed
IND413709AAA,IND423601AAA,morning,1,147.02105208208383,137.2631408983871,9.757911183696734,97.57911183696734,-402.42088816303266,Carting,unsupported: unseen corridor
IND461001AAA,IND461111AAA,morning,1,85.70470948225781,75.95352261948238,9.751186862775427,97.51186862775427,-402.48813137224573,Carting,unsupported: unseen corridor
IND852201AAA,IND854326AAB,night,1,378.97245471926834,369.2346103042582,9.737844415010159,97.37844415010159,-402.6215558498984,Carting,unsupported: unseen corridor
IND000000AFG,IND673632AAA,night,3,179.15148227875684,170.9360937753682,9.724800179711934,97.24800179711934,-402.75199820288066,Carting,unsupported: unseen corridor
IND854311AAA,IND852118A1B,night,2,112.54668510764661,102.86908540547961,9.677599702166994,96.77599702166994,-403.2240029783301,Carting,low: one mode observed
IND205001AAB,IND283203AAA,evening,1,326.02174420749895,316.3570271104141,9.66471709708486,96.6471709708486,-403.3528290291514,Carting,unsupported: unseen corridor
IND695609AAA,IND695012AAA,night,1,135.73438872779985,126.08301401491207,9.651374712887787,96.51374712887787,-403.48625287112213,Carting,low: one mode observed
IND673632AAA,IND673305AAA,evening,4,190.31196105513962,180.89633252104414,9.597085182070373,95.97085182070373,-404.02914817929627,Carting,unsupported: unseen corridor
IND743395AAA,IND700053AAA,morning,1,271.66526189173356,262.0816567940887,9.583605097644863,95.83605097644863,-404.16394902355137,Carting,unsupported: unseen corridor
IND533003AAA,IND533106AAA,night,1,206.88303181744487,197.30899461640092,9.57403720104395,95.7403720104395,-404.2596279895605,Carting,low: one mode observed
IND431112AAB,IND431136AAC,night,6,270.2029871847683,261.4236374986633,9.48120163331643,94.81201633316431,-405.1879836668357,Carting,low: one mode observed
