source_center,destination_center,route_type,time_bucket,observation_count,median_osrm_time_min,median_actual_movement_min,median_actual_elapsed_min,median_movement_delay_ratio,median_excess_min,breach_rate,chronic_delay
IND211002AAB,IND211013AAA,Carting,night,7,15.0,74.0,138.0,5.071428571428571,58.0,1.0,True
IND211002AAB,IND485001AAC,FTL,night,13,133.0,329.0,467.0,2.473684210526316,196.0,1.0,True
IND211008AAA,IND211002AAB,Carting,morning,5,16.0,139.0,214.0,8.6875,123.0,1.0,True
IND211008AAA,IND211002AAB,Carting,night,1,16.0,158.0,183.0,9.875,142.0,1.0,False
IND211011AAA,IND212501AAA,Carting,morning,1,21.0,81.0,107.0,3.857142857142857,60.0,1.0,False
IND211011AAA,IND212501AAA,Carting,night,7,21.0,83.0,109.0,3.9523809523809526,62.0,1.0,True
IND212402AAA,IND211002AAB,Carting,morning,7,36.0,1047.0,1121.0,29.083333333333332,1011.0,1.0,True
IND212501AAA,IND212402AAA,Carting,morning,8,25.0,43.0,73.0,1.72,18.0,1.0,True
IND212601AAA,IND210001AAA,FTL,morning,1,58.0,138.0,167.0,2.3793103448275863,80.0,1.0,False
IND212601AAA,IND210001AAA,FTL,night,11,65.0,135.0,171.0,2.3076923076923075,77.0,1.0,True
IND221010AAB,IND222001AAA,FTL,morning,1,41.0,112.0,789.0,2.731707317073171,71.0,1.0,False
IND221010AAB,IND232101AAB,Carting,afternoon,1,21.0,567.0,697.0,27.0,546.0,1.0,False
IND221010AAB,IND233001AAA,FTL,afternoon,2,55.0,543.0,699.5,9.847883597883598,488.0,1.0,False
IND221010AAB,IND233001AAA,FTL,morning,1,56.0,693.0,809.0,12.375,637.0,1.0,False
IND221303AAA,IND231001AAA,FTL,night,2,23.5,35.0,57.0,1.4864130434782608,11.5,1.0,False
IND221401AAA,IND221303AAA,FTL,night,1,16.0,48.0,60.0,3.0,32.0,1.0,False
IND221706AAA,IND273014AAB,FTL,morning,8,88.0,341.5,412.0,3.92534355179704,254.5,1.0,True
IND222001AAA,IND222136AAA,FTL,evening,1,12.0,35.0,61.0,2.9166666666666665,23.0,1.0,False
IND223101AAB,IND222125AAB,FTL,morning,3,28.0,59.0,83.0,2.107142857142857,31.0,1.0,False
IND224001AAA,IND224141AAB,Carting,morning,10,25.5,77.5,108.5,3.037962962962963,50.5,1.0,True
IND224141AAB,IND224122AAA,Carting,afternoon,2,19.5,64.5,123.0,3.318421052631579,45.0,1.0,False
IND224141AAB,IND224122AAA,Carting,morning,11,20.0,55.0,92.0,2.8666666666666667,35.0,1.0,True
IND226004AAA,IND226016AAA,Carting,night,4,20.0,86.5,100.0,3.901656314699793,64.5,1.0,False
IND226004AAA,IND226024AAA,Carting,night,1,13.0,35.0,132.0,2.6923076923076925,22.0,1.0,False
IND231205AAA,IND231216AAA,FTL,morning,3,21.0,66.0,84.0,3.3,46.0,1.0,False
IND231208AAA,IND231217AAA,FTL,evening,5,24.0,45.0,92.0,1.875,21.0,1.0,True
IND231208AAA,IND231217AAA,FTL,night,1,23.0,36.0,49.0,1.565217391304348,13.0,1.0,False
IND231217AAA,IND231225AAB,FTL,night,7,26.0,61.0,95.0,2.4,35.0,1.0,True
IND231225AAB,IND486886AAA,FTL,night,7,27.0,44.0,71.0,1.6296296296296295,17.0,1.0,True
IND232101AAB,IND232104AAB,Carting,night,4,12.0,35.0,74.5,2.5487179487179485,21.0,1.0,False
IND232104AAB,IND221010AAB,Carting,night,1,30.0,72.0,219.0,2.4,42.0,1.0,False
IND232104AAB,IND232327AAA,Carting,night,1,76.0,162.0,178.0,2.1315789473684212,86.0,1.0,False
IND233001AAA,IND275101AAA,FTL,night,3,29.0,100.0,138.0,3.4482758620689653,71.0,1.0,False
IND233001AAA,IND275503AAA,FTL,night,1,42.0,145.0,184.0,3.4523809523809526,103.0,1.0,False
IND241124AAB,IND242001AAA,FTL,night,3,17.0,35.0,56.0,2.0588235294117645,18.0,1.0,False
IND242221AAA,IND207247AAB,FTL,morning,1,90.0,289.0,323.0,3.2111111111111112,199.0,1.0,False
IND242221AAA,IND207247AAB,FTL,night,4,90.0,256.0,278.5,2.827167277167277,165.5,1.0,False
IND242307AAB,IND207247AAB,FTL,morning,1,132.0,266.0,288.0,2.015151515151515,134.0,1.0,False
IND242307AAB,IND242221AAA,FTL,night,5,41.0,60.0,82.0,1.4634146341463414,19.0,1.0,True
IND243001AAA,IND243503AAB,FTL,night,9,27.0,62.0,135.0,2.3846153846153846,36.0,1.0,True
IND243001AAA,IND244901AAB,FTL,night,1,45.0,83.0,677.0,1.8444444444444446,38.0,1.0,False
IND243201AAA,IND262001AAA,Carting,night,2,44.5,87.5,113.5,1.9636363636363638,43.0,1.0,False
IND243301AAB,IND244901AAB,FTL,morning,1,87.0,126.0,524.0,1.4482758620689655,39.0,1.0,False
IND243301AAB,IND244901AAB,FTL,night,6,85.0,109.0,610.5,1.2823529411764705,24.0,0.6666666666666666,True
IND243301AAB,IND244901AAC,FTL,morning,1,85.0,116.0,162.0,1.3647058823529412,31.0,1.0,False
IND243301AAB,IND244901AAC,FTL,night,1,85.0,102.0,538.0,1.2,17.0,0.0,False
IND243503AAB,IND244901AAB,FTL,morning,1,66.0,183.0,462.0,2.772727272727273,117.0,1.0,False
IND243503AAB,IND244901AAB,FTL,night,6,66.0,233.5,567.0,3.517526006331977,167.0,1.0,True
IND244001AAA,IND263153AAB,FTL,afternoon,9,91.0,183.0,221.0,2.010989010989011,92.0,1.0,True
IND244221AAA,IND131028AAB,FTL,evening,1,127.0,190.0,248.0,1.4960629921259843,63.0,1.0,False
IND244221AAA,IND131028AAB,FTL,night,14,128.0,252.5,306.0,1.9409839527027026,125.0,1.0,True
IND244235AAA,IND244901AAB,FTL,afternoon,14,103.0,90.5,198.0,0.8786407766990292,0.0,0.21428571428571427,False
IND244301AAA,IND244412AAA,FTL,night,8,31.0,48.0,70.5,1.5727370689655173,17.5,1.0,True
IND244412AAA,IND243301AAB,FTL,night,8,88.0,66.0,93.5,0.75,0.0,0.0,False
IND244412AAA,IND244901AAB,FTL,night,2,79.5,129.5,682.5,1.6266613924050635,50.0,1.0,False
IND244501AAA,IND244601AAB,FTL,morning,8,71.5,93.0,108.0,1.309920634920635,22.0,0.75,True
IND244601AAB,IND244901AAB,FTL,morning,8,81.5,98.0,277.5,1.188234419158114,15.5,0.5,False
IND244713AAA,IND263401AAA,FTL,night,11,23.0,44.0,75.0,2.0,22.0,1.0,True
IND244715AAA,IND244713AAA,FTL,night,11,39.0,36.0,72.0,0.9230769230769231,0.0,0.0,False
IND244901AAB,IND243002AAA,FTL,afternoon,3,46.0,104.0,556.0,2.217391304347826,57.0,1.0,False
IND244901AAB,IND243002AAA,FTL,evening,7,45.0,102.0,420.0,2.2666666666666666,57.0,1.0,True
IND244901AAB,IND243201AAA,Carting,evening,1,64.0,185.0,430.0,2.890625,121.0,1.0,False
IND244901AAB,IND244221AAA,FTL,afternoon,4,99.0,93.5,458.5,0.9444444444444444,0.0,0.25,False
IND244901AAB,IND244221AAA,FTL,evening,10,99.0,101.0,304.0,0.9901960784313726,0.5,0.3,False
IND244901AAB,IND244301AAA,FTL,evening,6,109.5,92.0,181.5,0.8362674601206712,0.0,0.16666666666666666,False
IND244901AAB,IND244301AAA,FTL,night,1,109.0,79.0,176.0,0.7247706422018348,0.0,0.0,False
IND244901AAB,IND244921AAB,Carting,evening,4,23.0,70.0,296.5,3.0434782608695654,47.0,1.0,False
IND244901AAB,IND246725AAB,FTL,evening,4,126.0,154.0,235.0,1.2079847440944882,26.5,0.5,False
IND244901AAB,IND246725AAB,FTL,night,5,125.0,147.0,196.0,1.176,22.0,0.2,False
IND244921AAB,IND243201AAA,Carting,night,1,39.0,72.0,90.0,1.8461538461538463,33.0,1.0,False
IND244921AAB,IND262001AAA,Carting,night,1,83.0,168.0,177.0,2.0240963855421685,85.0,1.0,False
IND245101AAA,IND245304AAA,Carting,night,15,18.0,42.0,95.0,2.3333333333333335,25.0,1.0,True
IND245304AAA,IND201007AAA,Carting,night,13,35.0,90.0,129.0,2.6470588235294117,56.0,1.0,True
IND245304AAA,IND245101AAA,Carting,night,14,16.0,26.5,54.5,1.7104166666666667,11.0,1.0,True
IND246149AAA,IND249407AAA,FTL,morning,1,57.0,172.0,534.0,3.017543859649123,115.0,1.0,False
IND246149AAA,IND249407AAA,FTL,night,10,57.0,154.5,648.0,2.6869328493647915,97.0,1.0,True
IND246174AAA,IND246444AAB,FTL,afternoon,2,91.5,115.0,924.5,1.2572861920688008,23.5,0.5,False
IND246174AAA,IND246444AAB,FTL,morning,9,94.0,110.0,155.0,1.1956521739130435,18.0,0.4444444444444444,False
IND246424AAA,IND246174AAA,FTL,afternoon,7,138.0,172.0,1173.0,1.2,29.0,0.42857142857142855,False
IND246424AAA,IND246174AAA,FTL,morning,3,138.0,198.0,513.0,1.434782608695652,60.0,1.0,False
IND246444AAB,IND246424AAA,FTL,afternoon,3,43.0,62.0,64.0,1.4186046511627908,18.0,1.0,False
IND246444AAB,IND246424AAA,FTL,morning,6,42.0,57.0,65.5,1.340531561461794,14.5,1.0,True
IND246444AAB,IND246424AAA,FTL,night,2,42.5,66.0,71.0,1.555094130675526,23.5,1.0,False
IND246701AAA,IND246763AAA,FTL,night,9,25.0,50.0,68.0,2.0,25.0,1.0,True
IND246725AAB,IND246701AAA,FTL,night,7,35.0,53.0,63.0,1.5142857142857142,18.0,1.0,True
IND246761AAA,IND244501AAA,FTL,morning,8,98.5,46.0,73.5,0.4669140383426098,0.0,0.0,False
IND246761AAA,IND244501AAA,FTL,night,2,100.0,46.0,63.5,0.4598459845984598,0.0,0.0,False
IND246761AAA,IND244901AAB,FTL,morning,1,122.0,149.0,399.0,1.221311475409836,27.0,1.0,False
IND246763AAA,IND246761AAA,FTL,morning,4,31.0,72.5,86.0,2.338709677419355,41.5,1.0,False
IND246763AAA,IND246761AAA,FTL,night,7,31.0,78.0,94.0,2.566666666666667,47.0,1.0,True
IND247554AAA,IND248001AAA,FTL,evening,8,129.0,155.0,211.0,1.2015503875968991,26.0,0.5,True
IND247554AAA,IND248001AAA,FTL,night,1,128.0,137.0,181.0,1.0703125,9.0,0.0,False
IND247554AAA,IND248001AAD,FTL,evening,2,128.0,180.5,227.0,1.408258560703168,52.5,0.5,False
IND247667AAA,IND249407AAA,FTL,evening,7,38.0,94.0,138.0,2.473684210526316,56.0,1.0,True
IND247667AAA,IND249407AAA,FTL,night,3,38.0,74.0,120.0,1.85,34.0,1.0,False
IND247776AAA,IND251309AAB,FTL,night,9,18.0,32.0,46.0,1.7777777777777777,14.0,1.0,True
IND248001AAA,IND131028AAB,FTL,afternoon,1,216.0,396.0,579.0,1.8333333333333333,180.0,1.0,False
IND248001AAA,IND131028AAB,FTL,morning,5,214.0,430.0,938.0,2.0,215.0,1.0,True
IND248001AAA,IND131028AAB,FTL,night,5,216.0,449.0,1288.0,2.0787037037037037,233.0,1.0,True
IND248001AAD,IND131028AAB,Carting,morning,2,213.0,508.5,1248.0,2.389106859460413,295.5,1.0,False
IND248001AAD,IND131028AAB,Carting,night,3,212.0,449.0,1171.0,2.0787037037037037,233.0,1.0,False
IND248001AAD,IND131028AAB,FTL,afternoon,2,215.0,403.5,441.5,1.877966725081673,188.5,1.0,False
IND248001AAD,IND131028AAB,FTL,night,2,212.0,569.5,1332.0,2.686320754716981,357.5,1.0,False
IND248122AAB,IND248001AAA,FTL,morning,7,37.0,73.0,190.0,2.27027027027027,34.0,1.0,True
IND248122AAB,IND248001AAA,FTL,night,1,39.0,72.0,187.0,1.8461538461538463,33.0,1.0,False
IND248197AAA,IND248122AAB,FTL,morning,1,42.0,93.0,126.0,2.2142857142857144,51.0,1.0,False
IND248197AAA,IND248122AAB,FTL,night,8,46.5,122.5,144.0,2.7053763440860212,75.0,1.0,True
IND249201AAA,IND249407AAA,FTL,morning,1,27.0,159.0,471.0,5.888888888888889,132.0,1.0,False
IND249201AAA,IND249407AAA,FTL,night,11,27.0,264.0,775.0,9.777777777777779,237.0,1.0,True
IND249407AAA,IND131028AAB,FTL,afternoon,12,178.5,496.5,526.0,2.7582487113799807,316.5,1.0,True
IND249407AAA,IND131028AAB,FTL,morning,1,178.0,485.0,898.0,2.7247191011235956,307.0,1.0,False
IND249407AAA,IND246149AAA,FTL,night,13,58.0,136.0,180.0,2.3859649122807016,79.0,1.0,True
IND249407AAA,IND249201AAA,FTL,night,11,26.0,54.0,86.0,2.0384615384615383,28.0,1.0,True
IND250002AAA,IND131028AAB,FTL,afternoon,4,66.5,131.0,366.0,1.9850746268656716,65.0,1.0,False
IND250002AAA,IND131028AAB,FTL,morning,1,68.0,167.0,443.0,2.4558823529411766,99.0,1.0,False
IND250611AAA,IND247776AAA,FTL,night,8,32.5,63.0,77.5,1.90282131661442,30.0,1.0,True
IND251001AAA,IND247554AAA,FTL,evening,10,24.0,46.0,92.0,1.8958333333333335,21.5,1.0,True
IND251201AAA,IND250002AAA,FTL,night,1,41.0,78.0,379.0,1.9024390243902438,37.0,1.0,False
IND251309AAB,IND131028AAB,FTL,night,6,70.5,140.0,166.0,1.971825396825397,69.0,1.0,True
IND261001AAA,IND262701AAA,FTL,morning,14,50.0,116.5,136.0,2.322962962962963,66.5,1.0,True
IND261201AAB,IND261001AAA,FTL,morning,12,32.0,85.5,112.5,2.6407624633431084,53.0,1.0,True
IND261201AAB,IND261001AAA,FTL,night,1,33.0,81.0,110.0,2.4545454545454546,48.0,1.0,False
IND262001AAA,IND244901AAB,Carting,night,1,81.0,148.0,622.0,1.8271604938271604,67.0,1.0,False
IND262001AAA,IND262122AAB,Carting,morning,2,37.0,67.5,73.0,1.8976348854397633,30.5,1.0,False
IND262001AAA,IND262122AAB,Carting,night,2,37.0,63.5,85.0,1.6995565410199558,26.5,1.0,False
IND262122AAB,IND244901AAB,Carting,morning,2,101.5,273.5,446.5,2.6949136090079593,172.0,1.0,False
IND262405AAA,IND263153AAB,FTL,night,2,41.0,307.0,766.0,7.487804878048781,266.0,1.0,False
IND262501AAA,IND263153AAB,FTL,morning,5,215.0,433.0,454.0,2.013953488372093,218.0,1.0,True
IND262701AAA,IND262802AAA,FTL,afternoon,3,24.0,55.0,83.0,2.2916666666666665,31.0,1.0,False
IND262701AAA,IND262802AAA,FTL,morning,11,24.0,50.0,80.0,2.0833333333333335,26.0,1.0,True
IND262802AAA,IND262723AAB,FTL,afternoon,13,69.0,175.0,218.0,2.536231884057971,106.0,1.0,True
IND262802AAA,IND262723AAB,FTL,morning,2,69.5,194.5,222.5,2.7959627329192545,125.0,1.0,False
IND263002AAA,IND263645AAA,FTL,night,11,84.0,103.0,127.0,1.1645569620253164,13.0,0.36363636363636365,False
IND263139AAA,IND263153AAB,FTL,night,6,41.5,56.5,847.5,1.3617886178861789,15.0,0.6666666666666666,True
IND263153AAB,IND131028AAB,FTL,evening,10,228.0,456.0,607.0,2.0087719298245617,229.0,1.0,True
IND263153AAB,IND244715AAA,FTL,evening,11,93.0,144.0,234.0,1.5483870967741935,51.0,1.0,True
IND263153AAB,IND263002AAA,FTL,evening,10,99.0,148.5,241.0,1.5091117359158597,50.0,1.0,True
IND263153AAB,IND263139AAA,FTL,evening,6,41.5,95.5,200.5,2.2738095238095237,53.5,1.0,True
IND263153AAB,IND263139AAA,FTL,night,1,41.0,57.0,109.0,1.3902439024390243,16.0,1.0,False
IND263153AAB,IND263401AAA,FTL,night,1,39.0,99.0,156.0,2.5384615384615383,60.0,1.0,False
IND263401AAA,IND244713AAA,FTL,night,1,22.0,53.0,89.0,2.409090909090909,31.0,1.0,False
IND263401AAA,IND263153AAB,FTL,night,9,39.0,71.0,693.0,1.8205128205128205,32.0,1.0,True
IND263601AAA,IND262501AAA,FTL,morning,3,121.0,227.0,250.0,1.8760330578512396,106.0,1.0,False
IND263601AAA,IND262501AAA,FTL,night,5,122.0,238.0,255.0,1.9669421487603307,117.0,1.0,True
IND263601AAA,IND263153AAB,FTL,morning,1,164.0,328.0,440.0,2.0,164.0,1.0,False
IND263601AAA,IND263645AAA,FTL,night,1,52.0,105.0,188.0,2.019230769230769,53.0,1.0,False
IND263645AAA,IND263601AAA,FTL,morning,1,45.0,137.0,138.0,3.0444444444444443,92.0,1.0,False
IND263645AAA,IND263601AAA,FTL,night,10,51.0,102.0,128.5,2.046634870164282,51.0,1.0,True
IND271001AAA,IND271201AAA,Carting,afternoon,2,36.0,131.5,891.0,3.6583011583011587,95.5,1.0,False
IND271001AAA,IND271201AAA,Carting,morning,3,31.0,112.0,1016.0,3.5,80.0,1.0,False
IND271001AAA,IND271210AAA,Carting,morning,1,50.0,2536.0,2559.0,50.72,2486.0,1.0,False
IND271201AAA,IND271210AAA,Carting,night,6,21.0,48.5,70.5,2.3666666666666667,28.0,1.0,True
IND271210AAA,IND271001AAA,Carting,night,9,47.0,150.0,306.0,3.125,102.0,1.0,True
IND272001AAA,IND273014AAB,FTL,afternoon,4,76.0,129.0,153.0,1.707967707967708,53.5,0.75,False
IND272155AAA,IND272001AAA,FTL,afternoon,1,24.0,31.0,56.0,1.2916666666666667,7.0,1.0,False
IND272155AAA,IND272001AAA,FTL,morning,1,25.0,34.0,51.0,1.36,9.0,1.0,False
IND272207AAB,IND272153AAC,Carting,night,3,17.0,52.0,60.0,3.0588235294117645,35.0,1.0,False
IND273014AAB,IND209304AAA,FTL,afternoon,3,289.0,676.0,751.0,2.339100346020761,387.0,1.0,False
IND273014AAB,IND273155AAA,Carting,evening,2,35.5,159.0,196.5,4.250801282051282,123.5,1.0,False
IND273014AAB,IND273155AAA,Carting,night,1,33.0,63.0,132.0,1.9090909090909092,30.0,1.0,False
IND273014AAB,IND274001AAA,FTL,evening,10,41.0,129.0,219.0,3.1865853658536585,88.5,1.0,True
IND273014AAB,IND274301AAB,FTL,evening,1,41.0,98.0,203.0,2.3902439024390243,57.0,1.0,False
IND273014AAB,IND277303AAC,FTL,evening,13,101.0,198.0,254.0,1.98,98.0,1.0,True
IND273014AAB,IND277303AAC,FTL,night,1,101.0,206.0,232.0,2.0396039603960396,105.0,1.0,False
IND273155AAA,IND273303AAA,Carting,night,1,15.0,23.0,47.0,1.5333333333333334,8.0,1.0,False
IND273303AAA,IND273304AAA,Carting,night,1,24.0,97.0,107.0,4.041666666666667,73.0,1.0,False
IND273304AAA,IND273014AAB,Carting,morning,1,61.0,375.0,491.0,6.147540983606557,314.0,1.0,False
IND273304AAA,IND273014AAB,Carting,night,11,64.0,255.0,632.0,3.9365079365079363,190.0,1.0,True
IND274001AAA,IND273014AAB,FTL,morning,1,42.0,237.0,315.0,5.642857142857143,195.0,1.0,False
IND274001AAA,IND274509AAB,FTL,night,8,24.0,48.0,111.0,1.94,23.5,1.0,True
IND274301AAB,IND273014AAB,FTL,afternoon,1,36.0,147.0,172.0,4.083333333333333,111.0,1.0,False
IND274301AAB,IND273014AAB,FTL,morning,9,37.0,171.0,395.0,4.666666666666667,133.0,1.0,True
IND274304AAA,IND274304AAB,FTL,morning,2,13.0,59.5,84.5,4.576923076923077,46.5,1.0,False
IND274304AAA,IND274304AAB,FTL,night,2,12.5,65.0,90.0,5.1923076923076925,52.5,1.0,False
IND274304AAB,IND274301AAB,FTL,morning,7,17.0,41.0,70.0,2.411764705882353,24.0,1.0,True
IND274304AAB,IND274301AAB,FTL,night,1,18.0,31.0,59.0,1.7222222222222223,13.0,1.0,False
IND274304AAB,IND274304AAA,FTL,night,1,11.0,32.0,60.0,2.909090909090909,21.0,1.0,False
IND274402AAA,IND274301AAB,FTL,morning,1,30.0,100.0,110.0,3.3333333333333335,70.0,1.0,False
IND274402AAA,IND274304AAB,FTL,night,2,13.0,46.0,58.0,3.5384615384615383,33.0,1.0,False
IND274509AAB,IND274001AAA,FTL,morning,1,24.0,53.0,78.0,2.2083333333333335,29.0,1.0,False
IND274509AAB,IND274304AAA,FTL,night,1,47.0,94.0,104.0,2.0,47.0,1.0,False
IND275101AAA,IND275503AAA,FTL,night,2,11.0,45.5,81.5,4.136363636363637,34.5,1.0,False
IND275303AAA,IND276140AAA,FTL,night,4,16.0,35.5,62.5,2.1525735294117645,19.0,1.0,False
IND275503AAA,IND275303AAA,FTL,night,4,13.0,55.5,85.0,4.26923076923077,42.5,1.0,False
IND276128AAA,IND276305AAA,FTL,morning,1,34.0,56.0,80.0,1.6470588235294117,22.0,1.0,False
IND276128AAA,IND276305AAA,FTL,night,2,33.0,60.0,98.0,1.8143382352941178,27.0,1.0,False
IND276129AAA,IND221010AAB,FTL,morning,1,75.0,278.0,1145.0,3.7066666666666666,203.0,1.0,False
IND276140AAA,IND276129AAA,FTL,morning,1,37.0,88.0,145.0,2.3783783783783785,51.0,1.0,False
IND276305AAA,IND223101AAB,FTL,morning,1,27.0,68.0,98.0,2.5185185185185186,41.0,1.0,False
IND276305AAA,IND223101AAB,FTL,night,2,25.0,53.0,104.5,2.12,28.0,1.0,False
IND277201AAA,IND221706AAA,FTL,morning,1,63.0,142.0,187.0,2.253968253968254,79.0,1.0,False
IND277201AAA,IND221706AAA,FTL,night,4,61.5,149.5,170.0,2.5069444444444446,90.0,1.0,False
IND277211AAA,IND277201AAA,FTL,night,4,21.0,51.5,71.5,2.4523809523809526,30.5,1.0,False
IND277303AAC,IND277211AAA,FTL,night,6,37.0,52.0,80.0,1.4142156862745099,15.0,1.0,True
IND281121AAB,IND110037AAM,FTL,night,9,119.0,247.0,275.0,2.0756302521008405,128.0,1.0,True
IND281401AAA,IND121004AAB,Carting,night,2,65.5,141.0,153.5,2.1534965034965037,75.5,1.0,False
IND281401AAA,IND321022AAA,Carting,night,6,38.0,50.5,65.5,1.3669590643274854,13.5,0.8333333333333334,True
IND282001AAA,IND110037AAM,Carting,afternoon,1,193.0,322.0,377.0,1.6683937823834196,129.0,1.0,False
IND282001AAA,IND110037AAM,Carting,evening,1,193.0,314.0,408.0,1.6269430051813472,121.0,1.0,False
IND282001AAA,IND110037AAM,Carting,morning,1,193.0,461.0,625.0,2.38860103626943,268.0,1.0,False
IND282001AAA,IND110037AAM,FTL,evening,2,190.0,272.5,383.0,1.4342105263157894,82.5,1.0,False
IND282001AAC,IND000000ACB,FTL,afternoon,1,179.0,262.0,327.0,1.4636871508379887,83.0,1.0,False
IND282001AAC,IND000000ACB,FTL,evening,1,178.0,320.0,430.0,1.797752808988764,142.0,1.0,False
IND282001AAF,IND283122AAB,Carting,night,11,19.0,49.0,102.0,2.5789473684210527,30.0,1.0,True
IND282001AAF,IND283122AAB,FTL,night,1,19.0,42.0,89.0,2.210526315789474,23.0,1.0,False
IND282002AAD,IND204101AAA,FTL,evening,1,44.0,135.0,227.0,3.0681818181818183,91.0,1.0,False
IND282002AAD,IND205001AAB,FTL,afternoon,2,234.0,245.5,252.0,1.0491452991452992,12.0,0.0,False
IND282002AAD,IND281004AAA,FTL,night,1,77.0,93.0,177.0,1.2077922077922079,16.0,1.0,False
IND282002AAD,IND474003AAA,FTL,afternoon,3,121.0,196.0,276.0,1.6333333333333333,76.0,1.0,False
IND283122AAB,IND282005AAA,Carting,night,3,22.0,401.0,1262.0,16.708333333333332,377.0,1.0,False
IND283122AAB,IND328001AAA,FTL,night,1,60.0,72.0,100.0,1.2,12.0,0.0,False
IND283203AAA,IND110037AAM,Carting,night,1,196.0,434.0,492.0,2.2142857142857144,238.0,1.0,False
IND283203AAA,IND110037AAM,FTL,night,9,196.0,437.0,476.0,2.229591836734694,241.0,1.0,True
IND284001AAA,IND284403AAA,FTL,night,5,78.0,122.0,173.0,1.5263157894736843,40.0,1.0,True
IND284403AAA,IND472001AAA,FTL,morning,1,74.0,131.0,173.0,1.7702702702702702,57.0,1.0,False
IND284403AAA,IND474003AAA,FTL,morning,1,208.0,521.0,580.0,2.5048076923076925,313.0,1.0,False
IND285001AAD,IND285205AAB,FTL,morning,1,32.0,43.0,71.0,1.34375,11.0,1.0,False
IND285001AAD,IND285205AAB,FTL,night,13,32.0,50.0,87.0,1.5625,18.0,0.9230769230769231,True
IND285205AAB,IND210431AAA,FTL,morning,3,80.0,175.0,237.0,2.1875,95.0,1.0,False
IND285205AAB,IND210431AAA,FTL,night,1,80.0,206.0,252.0,2.575,126.0,1.0,False
IND301001AAB,IND302014AAA,FTL,evening,2,114.5,306.5,508.5,2.6730769230769234,192.0,1.0,False
IND301001AAB,IND321001AAB,FTL,evening,8,65.0,108.0,171.0,1.695852534562212,44.5,1.0,True
IND301001AAB,IND321606AAA,FTL,evening,2,67.5,195.5,263.5,2.881752305665349,128.0,1.0,False
IND301019AAA,IND123001AAA,FTL,evening,2,64.0,156.5,214.5,2.4550671550671552,92.5,1.0,False
IND301019AAA,IND301705AAA,FTL,evening,6,47.5,156.0,190.0,3.276595744680851,108.0,1.0,True
IND301705AAA,IND123001AAA,FTL,night,1,31.0,80.0,92.0,2.5806451612903225,49.0,1.0,False
IND302004AAA,IND302014AAB,Carting,night,8,15.0,41.5,178.0,2.758928571428571,26.5,1.0,True
IND302006AAA,IND302014AAB,Carting,night,9,12.0,54.0,74.0,4.583333333333333,43.0,1.0,True
IND302014AAA,IND000000ACB,FTL,afternoon,5,166.0,340.0,479.0,2.0606060606060606,175.0,1.0,True
IND302014AAA,IND000000ACB,FTL,night,8,164.5,323.0,538.5,1.9636178861788618,158.5,1.0,True
IND302014AAA,IND110037AAM,FTL,evening,2,204.0,373.0,570.0,1.8288838159317553,169.0,1.0,False
IND302014AAA,IND110037AAM,FTL,night,5,206.0,382.0,586.0,1.891089108910891,180.0,1.0,True
IND302014AAA,IND301001AAB,FTL,afternoon,14,117.0,214.0,294.0,1.8212733594089525,96.5,1.0,True
IND302014AAA,IND303702AAB,FTL,afternoon,6,38.0,83.5,237.0,2.1842105263157894,45.0,1.0,True
IND302014AAA,IND305001AAC,FTL,morning,11,108.0,275.0,482.0,2.5233644859813085,164.0,1.0,True
IND302014AAA,IND306401AAB,FTL,morning,2,220.5,495.0,729.5,2.2460691500308707,274.5,1.0,False
IND302014AAA,IND313001AAB,FTL,evening,8,287.5,567.0,856.0,1.9655532860747327,278.5,1.0,True
IND302014AAB,IND302004AAA,Carting,evening,3,19.0,61.0,193.0,3.210526315789474,42.0,0.6666666666666666,False
IND302014AAB,IND302004AAA,Carting,morning,11,17.0,39.0,62.0,2.4375,23.0,1.0,True
IND302014AAB,IND302004AAA,Carting,night,6,16.0,27.5,70.5,1.5460526315789473,10.0,1.0,True
IND302014AAB,IND302006AAA,Carting,morning,11,16.0,31.0,65.0,1.9411764705882353,16.0,1.0,True
IND302014AAB,IND302006AAA,Carting,night,1,18.0,29.0,151.0,1.6111111111111112,11.0,1.0,False
IND302014AAB,IND302006AAC,Carting,morning,11,20.0,43.0,76.0,2.588235294117647,27.0,1.0,True
IND302014AAB,IND302006AAC,Carting,night,4,19.5,80.5,114.5,4.138888888888889,61.0,1.0,False
IND302014AAB,IND302020AAA,Carting,morning,13,12.0,24.0,56.0,2.0833333333333335,13.0,1.0,True
IND302014AAB,IND302023AAA,Carting,morning,12,23.0,60.0,90.0,2.694508009153318,37.0,1.0,True
IND302014AAB,IND302026AAA,Carting,evening,4,17.5,85.0,213.0,4.852941176470589,67.5,1.0,False
IND302014AAB,IND302026AAA,Carting,night,9,19.0,50.0,90.0,2.6315789473684212,31.0,1.0,True
IND302014AAB,IND303008AAB,Carting,evening,5,55.0,103.0,173.0,1.8727272727272728,48.0,1.0,True
IND302014AAB,IND303301AAB,Carting,evening,8,32.0,42.0,93.0,1.3125,10.0,0.5,True
IND302014AAB,IND303303AAA,Carting,evening,1,56.0,70.0,136.0,1.25,14.0,1.0,False
IND302014AAB,IND303603AAB,Carting,evening,1,72.0,122.0,149.0,1.6944444444444444,50.0,1.0,False
