source_center,destination_center,route_type,time_bucket,observation_count,median_osrm_time_min,median_actual_movement_min,median_actual_elapsed_min,median_movement_delay_ratio,median_excess_min,breach_rate,chronic_delay
IND470004AAA,IND470113AAA,FTL,evening,1,58.0,135.0,163.0,2.3275862068965516,77.0,1.0,False
IND470113AAA,IND470117AAA,FTL,night,2,14.5,36.5,50.0,2.5142857142857142,22.0,1.0,False
IND470117AAA,IND470227AAB,FTL,night,3,95.0,170.0,188.0,1.7894736842105263,75.0,1.0,False
IND471001AAA,IND472001AAA,FTL,night,6,79.5,129.0,158.5,1.622626582278481,49.5,1.0,True
IND472001AAA,IND474003AAA,FTL,afternoon,1,202.0,456.0,1745.0,2.257425742574257,254.0,1.0,False
IND472001AAA,IND474003AAA,FTL,morning,1,210.0,545.0,556.0,2.5952380952380953,335.0,1.0,False
IND472001AAA,IND485001AAC,FTL,morning,2,183.5,403.5,589.0,2.1992011166547876,220.0,1.0,False
IND472001AAA,IND485001AAC,FTL,night,12,186.5,434.0,657.5,2.327065723650164,247.5,1.0,True
IND473001AAA,IND473331AAA,FTL,morning,8,39.0,67.0,93.0,1.7863247863247862,29.5,1.0,True
IND473226AAA,IND473001AAA,FTL,morning,8,39.5,66.5,94.5,1.6904315196998123,28.0,1.0,True
IND473226AAA,IND474003AAA,FTL,morning,7,294.0,494.0,531.0,1.6802721088435375,200.0,1.0,True
IND473331AAA,IND473226AAA,FTL,afternoon,10,80.5,530.0,1162.0,6.463414634146341,448.0,1.0,True
IND473331AAA,IND473226AAA,FTL,morning,2,82.0,162.5,1917.5,1.9817073170731707,80.5,1.0,False
IND473443AAA,IND470113AAA,FTL,night,4,59.0,108.5,116.0,1.8389830508474576,49.5,1.0,False
IND474003AAA,IND000000ACB,FTL,afternoon,3,261.0,477.0,647.0,1.8275862068965518,216.0,1.0,False
IND474003AAA,IND000000ACB,FTL,evening,10,262.0,417.5,506.0,1.5996036406341752,156.5,1.0,True
IND474003AAA,IND000000ACB,FTL,night,1,259.0,382.0,433.0,1.4749034749034748,123.0,1.0,False
IND474003AAA,IND328001AAA,FTL,evening,1,67.0,92.0,228.0,1.373134328358209,25.0,1.0,False
IND474003AAA,IND473551AAA,FTL,evening,1,136.0,195.0,251.0,1.4338235294117647,59.0,1.0,False
IND474003AAA,IND475661AAB,FTL,evening,1,63.0,178.0,287.0,2.8253968253968256,115.0,1.0,False
IND474003AAA,IND476001AAA,FTL,night,1,36.0,53.0,97.0,1.4722222222222223,17.0,1.0,False
IND474003AAA,IND476111AAA,FTL,evening,5,63.0,158.0,187.0,2.46875,94.0,1.0,True
IND474003AAA,IND476111AAA,FTL,night,1,62.0,188.0,227.0,3.032258064516129,126.0,1.0,False
IND476111AAA,IND477001AAA,FTL,night,4,51.0,99.0,110.0,1.9598039215686274,48.5,1.0,False
IND476111AAA,IND477001AAB,FTL,night,1,52.0,116.0,175.0,2.230769230769231,64.0,1.0,False
IND477001AAA,IND474003AAA,FTL,night,1,55.0,185.0,678.0,3.3636363636363638,130.0,1.0,False
IND477001AAB,IND474003AAA,FTL,morning,2,56.5,304.5,551.0,5.4089912280701755,248.0,1.0,False
IND477001AAB,IND474003AAA,FTL,night,5,53.0,208.0,686.0,3.9245283018867925,155.0,1.0,True
IND480001AAA,IND480661AAA,FTL,morning,2,50.0,91.0,104.0,1.8333333333333333,41.0,1.0,False
IND480001AAA,IND480661AAA,FTL,night,4,51.5,77.0,97.5,1.527276295133438,26.5,1.0,False
IND480001AAA,IND481661AAA,FTL,night,2,155.5,254.0,280.0,1.6337882547559968,98.5,1.0,False
IND480334AAA,IND480106AAA,FTL,afternoon,14,36.0,52.0,77.5,1.4444444444444444,16.0,1.0,True
IND480661AAA,IND480001AAA,FTL,night,2,52.0,95.0,101.5,1.8269230769230769,43.0,1.0,False
IND480661AAA,IND481661AAA,FTL,morning,3,105.0,170.0,177.0,1.619047619047619,65.0,1.0,False
IND480886AAA,IND480001AAA,FTL,night,5,99.0,155.0,160.0,1.5656565656565657,56.0,1.0,True
IND480886AAA,IND480661AAA,FTL,night,2,47.0,72.0,74.0,1.5274376417233562,25.0,1.0,False
IND481661AAA,IND842003AAB,FTL,morning,5,73.0,232.0,367.0,3.1780821917808217,159.0,1.0,True
IND482002AAA,IND842003AAB,Carting,morning,2,8.5,109.0,446.0,12.8125,100.5,1.0,False
IND483225AAA,IND483501AAA,FTL,night,2,34.0,71.5,73.0,2.1034632034632033,37.5,1.0,False
IND483501AAA,IND483770AAA,FTL,night,1,46.0,85.0,109.0,1.8478260869565217,39.0,1.0,False
IND483770AAA,IND842003AAB,FTL,night,2,104.5,260.0,627.5,2.485253709470599,155.5,1.0,False
IND484001AAA,IND484224AAA,FTL,night,2,43.5,39.0,52.0,0.9134920634920635,8.5,0.5,False
IND484001AAA,IND484446AAA,FTL,morning,3,78.0,158.0,182.0,2.0256410256410255,80.0,1.0,False
IND484446AAA,IND842003AAB,FTL,morning,2,234.5,476.5,654.0,2.0319967266775776,242.0,1.0,False
IND484551AAA,IND484001AAA,FTL,night,1,26.0,53.0,56.0,2.0384615384615383,27.0,1.0,False
IND484661AAE,IND484001AAA,FTL,night,2,45.5,115.5,118.5,2.5488394584139265,70.0,1.0,False
IND484661AAE,IND484551AAA,FTL,night,1,21.0,70.0,88.0,3.3333333333333335,49.0,1.0,False
IND485001AAC,IND471001AAA,FTL,afternoon,7,104.0,221.0,640.0,2.1346153846153846,117.0,1.0,True
IND485001AAC,IND485771AAA,FTL,morning,3,33.0,101.0,424.0,3.0606060606060606,68.0,1.0,False
IND485001AAC,IND486001AAA,FTL,afternoon,2,34.5,489.5,815.5,14.061764705882354,455.0,1.0,False
IND485001AAC,IND486771AAA,FTL,afternoon,1,90.0,462.0,821.0,5.133333333333334,372.0,1.0,False
IND485001AAC,IND486771AAA,FTL,morning,4,90.5,605.5,904.5,6.730645758735646,515.5,1.0,False
IND485001AAC,IND488001AAA,FTL,afternoon,1,55.0,116.0,448.0,2.109090909090909,61.0,1.0,False
IND485001AAC,IND488001AAA,FTL,evening,1,57.0,118.0,353.0,2.0701754385964914,61.0,1.0,False
IND485771AAA,IND486001AAA,FTL,night,1,45.0,96.0,137.0,2.1333333333333333,51.0,1.0,False
IND485771AAA,IND486771AAA,FTL,evening,1,91.0,481.0,481.0,5.285714285714286,390.0,1.0,False
IND486001AAA,IND486771AAA,FTL,night,2,52.0,138.5,184.5,2.6642619311875695,86.5,1.0,False
IND486661AAA,IND211002AAB,FTL,morning,2,160.5,800.0,1137.5,4.983637422360248,639.5,1.0,False
IND486661AAA,IND211002AAB,FTL,night,3,161.0,1115.0,1320.0,6.925465838509317,954.0,1.0,False
IND486771AAA,IND486661AAA,FTL,night,6,20.5,37.0,57.5,1.6875,15.0,1.0,True
IND486886AAA,IND486889AAA,FTL,night,7,20.0,48.0,91.0,2.4,28.0,1.0,True
IND486889AAA,IND231205AAA,FTL,morning,1,69.0,119.0,156.0,1.7246376811594204,50.0,1.0,False
IND486889AAA,IND231205AAA,FTL,night,3,71.0,144.0,190.0,2.2153846153846155,79.0,1.0,False
IND486889AAA,IND231216AAA,FTL,night,3,91.0,236.0,291.0,2.5934065934065935,145.0,1.0,False
IND487001AAA,IND487551AAA,FTL,night,3,46.0,64.0,76.0,1.391304347826087,18.0,1.0,False
IND487001AAB,IND487551AAA,FTL,night,2,44.5,75.5,86.0,1.7051671732522795,31.0,1.0,False
IND487551AAA,IND464668AAA,FTL,night,4,67.5,165.0,197.5,2.498277841561424,99.0,1.0,False
IND488001AAA,IND471001AAA,FTL,night,3,47.0,103.0,110.0,2.1458333333333335,55.0,1.0,False
IND492001AAB,IND492007AAA,Carting,evening,5,10.0,25.0,249.0,2.5,15.0,1.0,True
IND492001AAB,IND492007AAA,Carting,night,1,11.0,35.0,138.0,3.1818181818181817,24.0,1.0,False
IND493118AAC,IND495334AAB,Carting,night,8,49.5,79.0,97.5,1.6363265306122448,31.0,1.0,True
IND494334AAB,IND493445AAB,FTL,morning,9,131.0,224.0,249.0,1.7099236641221374,93.0,1.0,True
IND495004AAA,IND495671AAA,FTL,night,1,43.0,110.0,115.0,2.558139534883721,67.0,1.0,False
IND495334AAB,IND491995AAB,Carting,night,8,50.0,72.5,82.5,1.462222222222222,22.5,1.0,True
IND495677AAA,IND496001AAA,FTL,morning,1,111.0,242.0,325.0,2.18018018018018,131.0,1.0,False
IND495677AAA,IND496001AAA,FTL,night,4,111.0,243.0,291.0,2.1891891891891895,132.0,1.0,False
IND500008AAC,IND500084AAB,Carting,evening,1,19.0,52.0,126.0,2.736842105263158,33.0,1.0,False
IND500008AAC,IND501359AAE,Carting,evening,3,22.0,52.0,172.0,2.260869565217391,29.0,1.0,False
IND500008AAC,IND501359AAE,Carting,morning,4,22.5,98.0,365.5,4.377470355731225,75.5,1.0,False
IND500008AAC,IND501359AAE,Carting,night,2,22.5,281.0,319.0,12.538537549407115,258.5,1.0,False
IND500008AAD,IND501359AAE,Carting,afternoon,5,22.0,64.0,344.0,2.909090909090909,42.0,1.0,True
IND500008AAF,IND500039AAC,Carting,morning,3,15.0,46.0,64.0,2.875,30.0,1.0,False
IND500008AAF,IND500039AAC,Carting,night,10,17.0,61.5,165.5,3.598039215686274,44.5,1.0,True
IND500010AAA,IND500055AAA,Carting,morning,1,17.0,31.0,41.0,1.8235294117647058,14.0,1.0,False
IND500010AAA,IND501359AAE,Carting,evening,5,37.0,85.0,378.0,2.1904761904761907,48.0,1.0,True
IND500010AAA,IND501359AAE,Carting,morning,1,35.0,369.0,669.0,10.542857142857143,334.0,1.0,False
IND500010AAB,IND501359AAE,Carting,afternoon,10,36.0,147.0,292.0,3.9369658119658117,109.5,1.0,True
IND500010AAB,IND501359AAE,Carting,evening,6,35.5,123.5,393.0,3.335472972972973,87.0,1.0,True
IND500010AAB,IND501359AAE,Carting,morning,7,36.0,128.0,305.0,3.5135135135135136,92.0,1.0,True
IND500018AAA,IND500080AAB,Carting,morning,3,16.0,52.0,146.0,3.25,36.0,1.0,False
IND500018AAA,IND500080AAB,Carting,night,1,15.0,36.0,64.0,2.4,21.0,1.0,False
IND500032AAA,IND502295AAA,Carting,night,4,21.0,41.5,54.0,1.9795454545454545,20.5,1.0,False
IND500035AAA,IND500039AAC,Carting,morning,1,12.0,33.0,52.0,2.75,21.0,1.0,False
IND500039AAB,IND501301AAC,Carting,morning,1,10.0,24.0,33.0,2.4,14.0,1.0,False
IND500039AAC,IND500035AAA,Carting,morning,2,11.5,38.5,104.0,3.2153846153846155,27.0,1.0,False
IND500039AAC,IND500035AAD,Carting,morning,1,11.0,29.0,58.0,2.6363636363636362,18.0,1.0,False
IND500039AAC,IND500035AAD,Carting,night,4,13.0,45.0,77.0,3.3406593406593403,31.5,1.0,False
IND500039AAC,IND501359AAE,Carting,afternoon,3,27.0,230.0,422.0,10.555555555555555,209.0,1.0,False
IND500039AAC,IND501359AAE,Carting,evening,1,27.0,212.0,270.0,7.851851851851852,185.0,1.0,False
IND500039AAC,IND501359AAE,Carting,morning,5,27.0,126.0,317.0,4.037037037037037,94.0,1.0,True
IND500039AAC,IND508116AAA,FTL,night,8,29.0,55.0,80.5,1.9642857142857144,27.0,1.0,True
IND500039AAD,IND501359AAE,Carting,afternoon,2,29.5,79.0,183.5,2.685763888888889,49.5,1.0,False
IND500039AAD,IND501359AAE,Carting,evening,1,31.0,61.0,217.0,1.967741935483871,30.0,1.0,False
IND500039AAD,IND501359AAE,Carting,morning,2,29.0,118.0,376.0,4.074074074074074,89.0,1.0,False
IND500039AAD,IND501359AAE,Carting,night,3,32.0,85.0,656.0,2.65625,53.0,1.0,False
IND500050AAA,IND501218AAC,Carting,evening,3,28.0,160.0,217.0,5.566666666666666,132.0,1.0,False
IND500050AAA,IND501359AAE,Carting,afternoon,5,34.0,82.0,470.0,2.5625,50.0,1.0,True
IND500050AAA,IND501359AAE,Carting,evening,4,31.5,49.0,127.5,1.5539314516129032,17.5,1.0,False
IND500050AAA,IND501359AAE,Carting,morning,7,32.0,76.0,824.0,2.4516129032258065,45.0,1.0,True
IND500050AAA,IND501359AAE,Carting,night,2,33.0,61.0,387.5,1.8465073529411766,28.0,1.0,False
IND500055AAA,IND500010AAA,Carting,night,1,15.0,44.0,160.0,2.933333333333333,29.0,1.0,False
IND500055AAA,IND501401AAC,Carting,morning,1,17.0,35.0,50.0,2.0588235294117645,18.0,1.0,False
IND500055AAC,IND501401AAC,Carting,morning,4,12.0,28.0,45.5,2.3146853146853146,16.0,1.0,False
IND500055AAC,IND501401AAC,Carting,night,5,11.0,19.0,64.0,1.7272727272727273,8.0,1.0,True
IND500080AAB,IND501359AAE,Carting,afternoon,2,24.0,133.0,228.5,5.545454545454545,109.0,1.0,False
IND500080AAB,IND501359AAE,Carting,evening,4,21.0,38.5,177.5,1.9523809523809523,18.5,1.0,False
IND500080AAB,IND501359AAE,Carting,morning,9,22.0,80.0,179.0,3.8095238095238093,59.0,1.0,True
IND500080AAB,IND501359AAE,Carting,night,1,21.0,48.0,85.0,2.2857142857142856,27.0,1.0,False
IND501101AAB,IND501359AAE,Carting,night,1,56.0,108.0,912.0,1.9285714285714286,52.0,1.0,False
IND501101AAB,IND509216AAC,Carting,night,4,53.0,77.5,90.0,1.4622641509433962,24.5,0.75,False
IND501141AAA,IND501101AAB,Carting,night,4,41.5,68.0,93.0,1.619047619047619,26.0,1.0,False
IND501301AAC,IND500039AAC,Carting,morning,1,13.0,28.0,60.0,2.1538461538461537,15.0,1.0,False
IND501359AAE,IND000000ACB,FTL,evening,1,1191.0,2559.0,2744.0,2.1486146095717884,1368.0,1.0,False
IND501359AAE,IND411033AAA,FTL,evening,13,448.0,916.0,1038.0,2.0448430493273544,467.0,1.0,True
IND501359AAE,IND413002AAA,FTL,afternoon,11,250.0,485.0,680.0,1.9477911646586346,236.0,1.0,True
IND501359AAE,IND462022AAA,FTL,afternoon,2,615.0,1407.0,1619.5,2.2878048780487807,792.0,1.0,False
IND501359AAE,IND462022AAA,FTL,evening,8,614.0,1317.5,1474.5,2.1457654723127035,703.5,1.0,True
IND501359AAE,IND500008AAC,Carting,afternoon,6,21.5,39.0,123.0,1.814935064935065,17.5,1.0,True
IND501359AAE,IND500008AAC,Carting,evening,5,21.0,35.0,144.0,1.6666666666666667,14.0,1.0,True
IND501359AAE,IND500008AAC,Carting,night,3,22.0,53.0,164.0,2.0384615384615383,27.0,1.0,False
IND501359AAE,IND500010AAA,Carting,afternoon,3,39.0,80.0,155.0,2.051282051282051,41.0,1.0,False
IND501359AAE,IND500010AAA,Carting,evening,5,39.0,71.0,194.0,1.8205128205128205,32.0,1.0,True
IND501359AAE,IND500010AAA,Carting,night,2,39.0,110.0,263.0,2.8205128205128203,71.0,1.0,False
IND501359AAE,IND500010AAB,Carting,afternoon,8,40.0,112.5,297.5,2.813946216385241,72.5,1.0,True
IND501359AAE,IND500010AAB,Carting,evening,4,39.5,123.0,247.0,3.043859649122807,83.0,1.0,False
IND501359AAE,IND500010AAB,Carting,night,10,41.5,109.5,329.5,2.6079545454545454,67.5,1.0,True
IND501359AAE,IND500039AAC,Carting,evening,5,29.0,55.0,157.0,1.9642857142857142,27.0,1.0,True
IND501359AAE,IND500039AAC,Carting,night,1,30.0,76.0,201.0,2.533333333333333,46.0,1.0,False
IND501359AAE,IND500039AAD,Carting,afternoon,2,30.5,74.0,336.5,2.432795698924731,43.5,1.0,False
IND501359AAE,IND500039AAD,Carting,evening,4,29.5,75.5,171.0,2.810344827586207,48.5,1.0,False
IND501359AAE,IND500050AAA,Carting,afternoon,1,33.0,50.0,137.0,1.5151515151515151,17.0,1.0,False
IND501359AAE,IND500050AAA,Carting,evening,5,30.0,46.0,162.0,1.5333333333333334,16.0,1.0,True
IND501359AAE,IND500050AAA,Carting,night,8,30.5,57.5,199.5,1.8854838709677417,27.0,1.0,True
IND501359AAE,IND500080AAB,Carting,afternoon,6,23.5,44.5,118.5,1.8722826086956523,20.5,1.0,True
IND501359AAE,IND500080AAB,Carting,evening,4,24.5,46.0,172.0,1.8758333333333335,21.5,1.0,False
IND501359AAE,IND500080AAB,Carting,night,7,24.0,70.0,192.0,3.0434782608695654,47.0,1.0,True
IND501359AAE,IND501141AAA,Carting,evening,7,94.0,152.0,284.0,1.6170212765957446,58.0,1.0,True
IND501359AAE,IND501218AAC,Carting,evening,1,18.0,122.0,394.0,6.777777777777778,104.0,1.0,False
IND501359AAE,IND503111AAC,FTL,afternoon,1,107.0,197.0,441.0,1.841121495327103,90.0,1.0,False
IND501359AAE,IND503111AAC,FTL,morning,1,104.0,169.0,502.0,1.625,65.0,1.0,False
IND501359AAE,IND505001AAB,FTL,morning,2,168.5,233.0,571.5,1.3827486615948155,64.5,1.0,False
IND501359AAE,IND506002AAA,FTL,morning,10,122.5,215.5,644.0,1.7754898040783686,94.0,1.0,True
IND501359AAE,IND508252AAB,FTL,night,7,46.0,94.0,389.0,2.0434782608695654,48.0,1.0,True
IND501359AAE,IND509001AAA,FTL,evening,13,56.0,84.0,300.0,1.4736842105263157,27.0,1.0,True
IND501359AAE,IND509358AAA,FTL,evening,12,27.0,42.0,170.0,1.5555555555555556,15.0,1.0,True
IND501359AAE,IND515004AAA,FTL,evening,2,243.5,408.0,656.0,1.6753018957026242,164.5,1.0,False
IND501359AAE,IND515004AAA,FTL,night,7,243.0,434.0,559.0,1.786008230452675,191.0,1.0,True
IND501359AAE,IND518002AAA,FTL,morning,12,139.0,245.5,411.5,1.7789855072463767,107.5,1.0,True
IND501359AAE,IND523002AAA,FTL,evening,11,273.0,470.0,638.0,1.7216117216117217,197.0,1.0,True
IND501359AAE,IND523002AAA,FTL,night,1,274.0,444.0,566.0,1.6204379562043796,170.0,1.0,False
IND501359AAE,IND533106AAA,FTL,night,12,299.0,663.5,883.5,2.2142857142857144,364.5,1.0,True
IND501359AAE,IND562132AAA,FTL,evening,1,425.0,781.0,1061.0,1.8376470588235294,356.0,1.0,False
IND501359AAE,IND562132AAA,FTL,morning,2,425.0,676.0,884.5,1.5905882352941176,251.0,1.0,False
IND501359AAE,IND562132AAA,FTL,night,1,424.0,740.0,963.0,1.7452830188679245,316.0,1.0,False
IND501359AAE,IND585104AAA,FTL,afternoon,13,168.0,280.0,505.0,1.6627218934911243,112.0,1.0,True
IND501359AAE,IND585104AAA,FTL,morning,1,167.0,300.0,626.0,1.7964071856287425,133.0,1.0,False
IND501359AAE,IND712311AAA,FTL,night,2,1057.5,2093.0,2378.0,1.979167151030219,1035.5,1.0,False
IND501359AAE,IND751002AAB,FTL,night,8,735.0,1487.5,1674.5,2.026566757493188,753.5,1.0,True
IND501359AAG,IND000000ACN,Carting,afternoon,6,20.0,55.0,196.0,2.822368421052632,35.5,1.0,True
IND501401AAC,IND500010AAA,Carting,morning,4,14.5,50.0,64.0,3.4952380952380953,35.5,1.0,False
IND501401AAC,IND500010AAA,Carting,night,6,14.0,153.5,205.0,10.609523809523811,139.0,1.0,True
IND502110AAA,IND502313AAA,FTL,morning,12,36.0,48.0,68.0,1.3333333333333333,12.0,0.9166666666666666,True
IND502110AAA,IND502313AAA,FTL,night,2,36.5,59.0,66.0,1.6167417417417416,22.5,1.0,False
IND502220AAC,IND501359AAE,FTL,morning,15,130.0,169.0,243.0,1.3076923076923077,40.0,0.8,True
IND502286AAB,IND502220AAC,FTL,morning,8,49.0,105.0,118.0,2.19375,56.5,1.0,True
IND502286AAB,IND502220AAC,FTL,night,7,50.0,109.0,124.0,2.18,59.0,1.0,True
IND502295AAA,IND500050AAA,Carting,night,2,25.0,50.0,55.5,2.0,25.0,1.0,False
IND502313AAA,IND503111AAC,FTL,morning,5,62.0,108.0,202.0,1.7142857142857142,45.0,1.0,True
IND503111AAC,IND501359AAE,FTL,evening,2,103.0,206.0,353.5,2.0,103.0,1.0,False
IND503111AAC,IND501359AAE,FTL,night,11,103.0,234.0,311.0,2.2718446601941746,131.0,1.0,True
IND503111AAC,IND503185AAA,FTL,evening,2,60.5,93.0,128.0,1.5368852459016393,32.5,1.0,False
IND503111AAC,IND503185AAA,FTL,night,13,61.0,115.0,139.0,1.8852459016393444,54.0,1.0,True
IND503111AAC,IND505001AAB,FTL,evening,1,89.0,125.0,178.0,1.404494382022472,36.0,1.0,False
IND503122AAA,IND502110AAA,FTL,morning,12,37.0,58.0,74.0,1.5526315789473684,21.0,1.0,True
IND503122AAA,IND502110AAA,FTL,night,2,37.0,63.5,75.5,1.7162162162162162,26.5,1.0,False
IND503185AAA,IND503187AAA,FTL,morning,1,28.0,42.0,74.0,1.5,14.0,1.0,False
IND503185AAA,IND503187AAA,FTL,night,13,28.0,44.0,62.0,1.5714285714285714,16.0,1.0,True
IND503187AAA,IND503122AAA,FTL,morning,9,26.0,40.0,59.0,1.5384615384615385,14.0,1.0,True
IND503187AAA,IND503122AAA,FTL,night,6,26.0,40.5,59.5,1.5576923076923077,14.5,1.0,True
IND504201AAA,IND505184AAC,FTL,night,4,75.0,83.5,102.5,1.1056140350877193,8.0,0.25,False
IND504208AAB,IND504251AAA,FTL,night,1,19.0,34.0,40.0,1.7894736842105263,15.0,1.0,False
IND504208AAB,IND505001AAB,FTL,morning,3,61.0,197.0,270.0,3.2295081967213113,136.0,1.0,False
IND504208AAB,IND505001AAB,FTL,night,2,62.0,125.5,170.5,2.022248243559719,63.5,1.0,False
IND504215AAA,IND505001AAB,FTL,morning,6,59.0,116.5,204.5,1.9902104032729397,58.0,1.0,True
IND504215AAA,IND505001AAB,FTL,night,4,59.0,129.0,269.5,2.2077732320280536,70.5,1.0,False
IND504215AAA,IND505326AAB,FTL,morning,1,58.0,157.0,177.0,2.706896551724138,99.0,1.0,False
IND504251AAA,IND504293AAA,FTL,night,2,36.5,84.0,92.5,2.305263157894737,47.5,1.0,False
IND504251AAA,IND504296AAA,FTL,night,3,43.0,51.0,61.0,1.186046511627907,8.0,0.3333333333333333,False
IND504293AAA,IND504208AAB,FTL,morning,1,55.0,86.0,119.0,1.5636363636363637,31.0,1.0,False
IND504293AAA,IND505001AAB,FTL,morning,1,118.0,321.0,377.0,2.7203389830508473,203.0,1.0,False
IND504293AAA,IND505001AAB,FTL,night,2,119.5,237.0,370.5,1.9867278330298364,117.5,1.0,False
IND504296AAA,IND504208AAB,FTL,night,1,61.0,76.0,90.0,1.2459016393442623,15.0,1.0,False
IND504296AAA,IND504293AAA,FTL,morning,1,30.0,33.0,35.0,1.1,3.0,0.0,False
IND504296AAA,IND504293AAA,FTL,night,1,30.0,33.0,50.0,1.1,3.0,0.0,False
IND505001AAA,IND505302AAB,FTL,night,5,34.0,47.0,74.0,1.3823529411764706,13.0,1.0,True
IND505001AAB,IND501359AAE,FTL,evening,1,166.0,340.0,408.0,2.0481927710843375,174.0,1.0,False
IND505001AAB,IND503111AAC,FTL,evening,2,90.5,125.5,229.0,1.388034188034188,35.0,0.5,False
IND505001AAB,IND504208AAB,FTL,evening,3,61.0,88.0,134.0,1.4666666666666666,28.0,1.0,False
IND505001AAB,IND504208AAB,FTL,night,2,63.0,93.5,144.0,1.4833543505674653,30.5,1.0,False
IND505001AAB,IND505172AAA,FTL,night,1,24.0,41.0,104.0,1.7083333333333333,17.0,1.0,False
IND505001AAB,IND505184AAC,FTL,evening,1,62.0,102.0,198.0,1.6451612903225807,40.0,1.0,False
IND505001AAB,IND505209AAA,FTL,evening,3,46.0,166.0,195.0,3.608695652173913,120.0,1.0,False
IND505001AAB,IND505302AAB,FTL,evening,1,34.0,40.0,95.0,1.1764705882352942,6.0,0.0,False
IND505001AAB,IND505302AAB,FTL,night,1,33.0,63.0,108.0,1.9090909090909092,30.0,1.0,False
IND505122AAA,IND506002AAA,FTL,night,9,40.0,102.0,741.0,2.5365853658536586,62.0,1.0,True
IND505184AAC,IND505001AAB,FTL,morning,4,62.0,122.5,172.0,1.975806451612903,60.5,1.0,False
IND505184AAC,IND505001AAB,FTL,night,2,60.5,109.5,170.0,1.810655737704918,49.0,1.0,False
IND505184AAC,IND505209AAA,FTL,night,2,45.5,41.0,47.5,0.8941375968992248,0.5,0.0,False
IND505209AAA,IND504201AAA,FTL,night,4,29.0,41.5,51.5,1.4310344827586206,12.5,1.0,False
IND505209AAA,IND505001AAB,FTL,night,2,46.0,149.0,228.0,3.211820330969267,103.0,1.0,False
IND505302AAB,IND505325AAA,FTL,night,5,62.0,70.0,73.0,1.1290322580645162,8.0,0.2,False
IND505302AAB,IND505327AAA,FTL,night,1,42.0,84.0,96.0,2.0,42.0,1.0,False
IND505325AAA,IND505327AAA,FTL,night,2,22.5,32.0,43.0,1.4219367588932808,9.5,1.0,False
IND505326AAA,IND505425AAA,FTL,night,1,35.0,99.0,104.0,2.8285714285714287,64.0,1.0,False
IND505326AAB,IND505001AAB,FTL,morning,1,59.0,259.0,303.0,4.389830508474576,200.0,1.0,False
IND505327AAA,IND505425AAA,FTL,morning,1,17.0,19.0,45.0,1.1176470588235294,2.0,0.0,False
IND505327AAA,IND505425AAA,FTL,night,6,19.5,28.5,46.5,1.4223057644110275,8.5,1.0,True
IND505467AAA,IND505122AAA,FTL,night,7,46.0,75.0,111.0,1.6304347826086956,29.0,1.0,True
IND505503AAA,IND506164AAA,FTL,night,1,39.0,89.0,108.0,2.282051282051282,50.0,1.0,False
IND506001AAC,IND505122AAA,FTL,night,1,34.0,59.0,83.0,1.7352941176470589,25.0,1.0,False
IND506001AAC,IND505467AAA,FTL,night,8,35.0,57.5,70.0,1.6202380952380953,22.0,1.0,True
IND506002AAA,IND506132AAA,FTL,evening,11,37.0,46.0,91.0,1.1388888888888888,5.0,0.36363636363636365,False
IND506002AAA,IND506132AAA,FTL,night,2,36.5,58.5,69.0,1.5960960960960962,22.0,0.5,False
IND506002AAA,IND506143AAA,FTL,evening,10,21.5,42.0,269.5,1.9565217391304348,21.0,1.0,True
IND506002AAA,IND506343AAA,FTL,evening,2,35.5,56.5,179.0,1.5896825396825398,21.0,1.0,False
IND506132AAA,IND122001AAJ,FTL,night,12,34.0,63.5,74.0,1.8403361344537816,29.0,1.0,True
IND506143AAA,IND506167AAB,FTL,night,9,18.0,31.0,67.0,1.736842105263158,14.0,1.0,True
IND506167AAB,IND501359AAE,FTL,night,9,78.0,164.0,247.0,2.1298701298701297,87.0,1.0,True
IND506169AAB,IND505503AAA,FTL,night,1,16.0,34.0,54.0,2.125,18.0,1.0,False
IND506314AAA,IND506002AAA,FTL,morning,1,25.0,70.0,645.0,2.8,45.0,1.0,False
IND506314AAA,IND506002AAA,FTL,night,8,24.0,96.0,725.0,4.173913043478261,73.0,1.0,True
IND506343AAA,IND506169AAB,FTL,night,2,41.5,56.0,76.0,1.3475609756097562,14.5,0.5,False
IND507002AAA,IND507117AAB,FTL,evening,1,111.0,162.0,191.0,1.4594594594594594,51.0,1.0,False
IND507002AAA,IND507159AAA,FTL,evening,1,18.0,34.0,163.0,1.8888888888888888,16.0,1.0,False
IND507002AAA,IND507167AAA,FTL,evening,4,24.5,69.5,105.0,2.9438095238095237,44.5,1.0,False
IND507002AAA,IND508001AAA,FTL,evening,1,83.0,205.0,265.0,2.4698795180722892,122.0,1.0,False
IND507002AAA,IND508206AAA,FTL,evening,11,30.0,64.0,123.0,2.129032258064516,34.0,1.0,True
IND507002AAA,IND508213AAB,FTL,evening,14,45.0,80.0,200.0,1.8181818181818181,36.0,1.0,True
IND507111AAA,IND507117AAB,FTL,morning,1,31.0,45.0,57.0,1.4516129032258065,14.0,1.0,False
IND507111AAA,IND507117AAB,FTL,night,12,31.5,53.0,72.0,1.6306818181818183,20.5,1.0,True
IND507117AAB,IND507303AAA,FTL,morning,1,93.0,177.0,198.0,1.903225806451613,84.0,1.0,False
IND507117AAB,IND507303AAA,FTL,night,11,93.0,195.0,216.0,2.074468085106383,101.0,1.0,True
