facility_id,in_degree,out_degree,betweenness_centrality,weighted_betweenness_centrality,clustering_coefficient,weak_component_size,outgoing_legs,outgoing_breaches,outgoing_excess_min,source_dwell_min,incoming_legs,incoming_breaches,incoming_excess_min,throughput_legs,attributed_breaches,attributed_excess_min,facility_name,structural_percentile,weighted_structural_percentile,throughput_percentile,excess_time_percentile,low_redundancy_percentile,sla_breach_contribution_pct,excess_time_contribution_pct,observed_impact_index,bottleneck_score
IND382430AAB,16,12,0.031006589007696535,0.03806752341744963,0.032171581769437,1263,203.0,195.0,22093.0,35782.0,170.0,170.0,25919.0,373.0,182.5,24006.0,Ahmedabad_East_H_1 (Gujarat),0.9918238993710692,0.9937106918238994,0.9930817610062893,0.9905660377358491,0.4188679245283019,1.0142833324070473,1.1431265267639035,0.17515941470591415,52.657341804478094
IND560099AAB,11,15,0.00295622537788848,0.004766316917472612,0.17034700315457413,1263,343.0,301.0,17212.0,35740.0,264.0,243.0,14529.0,607.0,272.0,15870.5,Bengaluru_Bomsndra_HB (Karnataka),0.9157232704402516,0.9408805031446541,0.9974842767295597,0.9886792452830189,0.29056603773584905,1.5116989940532428,0.7557272991338219,0.22200815073435,52.112986153069706
IND842001AAA,11,15,0.024851862537311777,0.02485206068801093,0.034161490683229816,1263,122.0,122.0,9993.0,9719.0,107.0,107.0,52268.0,229.0,114.5,31130.5,Muzaffrpur_Bbganj_I (Bihar),0.9905660377358491,0.9867924528301887,0.990251572327044,0.9937106918238994,0.4157232704402516,0.6363585838937365,1.4823835849964049,0.14141525955619297,50.80818436145744
IND209304AAA,15,13,0.03281562754560291,0.03270318768992745,0.024193548387096774,1263,138.0,110.0,16799.0,20694.0,111.0,111.0,37002.0,249.0,110.5,26900.5,Kanpur_Central_H_6 (Uttar Pradesh),0.9930817610062893,0.9911949685534591,0.9911949685534591,0.9924528301886792,0.4257861635220126,0.61412771633413,1.2809578910777466,0.13031083794248607,50.44950416127525
IND751002AAB,12,6,0.018287721906984026,0.05114309175328494,0.09,1263,65.0,65.0,27934.0,8013.0,73.0,73.0,46762.0,138.0,69.0,37348.0,Bhubaneshwar_Hub (Orissa),0.9886792452830189,0.9962264150943396,0.9836477987421384,0.9949685534591195,0.38113207547169814,0.38348246540321235,1.7784507840364185,0.12168144204071747,49.442562668073606
IND400072AAB,11,9,0.005097403746848212,0.005917176178164427,0.11956521739130435,1263,189.0,189.0,8910.0,14660.0,161.0,161.0,6818.0,350.0,175.0,7864.0,Mumbai Hub (Maharashtra),0.9566037735849057,0.9522012578616352,0.9924528301886792,0.980503144654088,0.36477987421383645,0.972600455732785,0.3744708408927491,0.13823273518104143,49.31729713641056
IND781018AAB,15,14,0.043946467611556815,0.04372710368671265,0.011278195488721804,1263,72.0,65.0,38191.0,14137.0,70.0,61.0,20176.0,142.0,63.0,29183.5,Guwahati_Hub (Assam),0.9955974842767296,0.9943396226415094,0.9842767295597484,0.9930817610062893,0.4289308176100629,0.3501361640638026,1.389670623752994,0.10145574893337528,49.00360505673166
IND560300AAA,4,12,0.005666515543733445,0.00566552479023767,0.2606837606837607,1263,227.0,188.0,11004.0,16754.0,187.0,180.0,9813.0,414.0,184.0,10408.5,Bengaluru_KGAirprt_HB (Karnataka),0.9584905660377359,0.949685534591195,0.9949685534591195,0.9855345911949686,0.269811320754717,1.0226199077418996,0.4956357766317624,0.1495397172447319,48.97384120814854
IND462022AAA,13,9,0.026319885359352414,0.029271217580564113,0.05506607929515418,1263,74.0,74.0,17798.0,7684.0,89.0,89.0,30784.0,163.0,81.5,24291.0,Bhopal_Trnsport_H (Madhya Pradesh),0.9911949685534591,0.989937106918239,0.9874213836477987,0.9918238993710692,0.4037735849056604,0.45295392652698274,1.1566977614605505,0.10484126667851862,48.858415535183795
IND211002AAB,4,4,0.008102580239144116,0.00813408620030975,0.0,1263,37.0,37.0,4441.0,3472.0,32.0,31.0,14735.0,69.0,34.0,9588.0,Allahabad_Central_H_1 (Uttar Pradesh),0.9748427672955975,0.9672955974842767,0.9572327044025157,0.9842767295597484,0.7150943396226415,0.18896237425665535,0.4565649062156255,0.04266709834779417,47.93838636393058
IND585104AAA,5,5,0.006491416904315405,0.006491416904315405,0.0,1263,42.0,42.0,1793.0,3273.0,41.0,41.0,6520.0,83.0,41.5,4156.5,Gulbarga_Nehrugnj_I (Karnataka),0.9654088050314465,0.959748427672956,0.9710691823899371,0.9628930817610063,0.7150943396226415,0.2306452509309176,0.19792574391794404,0.03727603633582287,47.65939930106787
IND000000ACA,12,9,0.007493266839242716,0.013106083543505176,0.08048780487804878,1263,106.0,103.0,6611.0,11998.0,105.0,96.0,9735.0,211.0,99.5,8173.0,Ludhiana_MilrGanj_HB (Punjab),0.9716981132075472,0.9792452830188679,0.9893081761006289,0.9823899371069182,0.38742138364779877,0.552992830545212,0.3891849164059561,0.08585640146565102,47.37458107957186
IND302014AAA,10,7,0.03693260336384542,0.037031195260869364,0.06390977443609022,1263,61.0,61.0,9652.0,10793.0,69.0,69.0,20047.0,130.0,65.0,14849.5,Jaipur_Hub (Rajasthan),0.9937106918238994,0.9918238993710692,0.9823899371069182,0.9880503144654088,0.3949685534591195,0.36125159784360583,0.7071089460626753,0.07474223880762404,47.24654590264535
IND121004AAB,8,6,0.004127409803159763,0.004055748510303044,0.029411764705882353,1263,117.0,117.0,3852.0,4841.0,112.0,111.0,6227.0,229.0,114.0,5039.5,FBD_Balabhgarh_DPC (Haryana),0.9471698113207547,0.9327044025157233,0.990251572327044,0.9691823899371069,0.4226415094339623,0.6335797254487856,0.239972762293872,0.08988528789834405,47.10904426913104
IND273014AAB,5,5,0.006132962289544143,0.006132764138844988,0.0,1263,31.0,31.0,3617.0,2152.0,35.0,34.0,6781.0,66.0,32.5,5199.0,Gorakhpur_Matriprm_IP (Uttar Pradesh),0.9616352201257862,0.9566037735849057,0.9540880503144654,0.969811320754717,0.7150943396226415,0.18062579892180292,0.24756789188725875,0.03300517446091307,47.1030889117249
IND395023AAA,7,8,0.01229410987866341,0.020393669957025077,0.175,1263,71.0,71.0,29595.0,15771.0,62.0,62.0,13199.0,133.0,66.5,21397.0,Surat_HUB (Gujarat),0.9842767295597484,0.9855345911949686,0.9830188679245283,0.989937106918239,0.28962264150943395,0.36958817317845827,1.0188902063303857,0.08863819264362224,46.692915921489295
