data,trip_uuid,source_center,destination_center,od_start_time,trip_creation_time,route_schedule_uuid,route_type,source_name,destination_name,od_end_time,actual_elapsed_min,actual_distance_km,actual_movement_min,osrm_time_min,osrm_distance_km,checkpoint_count,minimum_segment_actual_min,dwell_time_min,movement_delay_ratio,elapsed_delay_ratio,movement_excess_min,departure_hour,departure_weekday,is_weekend,time_bucket,has_negative_segment,is_model_eligible
training,trip-153785800712907458,IND466116AAA,IND462022AAA,2018-09-25 11:24:38.995777,2018-09-25 06:46:47.129321,thanos::sroute:4b1e2410-e9f0-4bcb-a77f-b36718c22823,FTL,Ashta_ShantiNg_D (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),2018-09-25 14:35:25.206683,190.0,87.12297379705139,189.0,74.0,103.6799,4,26.0,1.0,2.554054054054054,2.5675675675675675,115.0,11,1,0,morning,0,True
training,trip-153785806646251628,IND500050AAA,IND501359AAE,2018-09-25 06:47:46.462802,2018-09-25 06:47:46.462802,thanos::sroute:d0fccde3-15ca-4434-ac51-949f8abd5aaf,Carting,Patancheru_Ameenpur_I (Telangana),Hyderabad_Shamshbd_H (Telangana),2018-09-25 20:31:58.360384,824.0,30.050106607937057,66.0,34.0,36.5877,4,7.0,758.0,1.9411764705882353,24.235294117647058,32.0,6,1,0,morning,0,True
training,trip-153785822252799564,IND465683AAA,IND465001AAA,2018-09-25 12:09:57.707243,2018-09-25 06:50:22.528265,thanos::sroute:3d2b37af-867d-40b0-9213-a8dd1b6f2a55,FTL,Pachore_Shop3DPP_D (Madhya Pradesh),Shajapur_MhpraRD_D (Madhya Pradesh),2018-09-25 13:55:26.114371,105.0,54.84581134472964,98.0,70.0,56.0035,3,18.0,7.0,1.4,1.5,28.0,12,1,0,afternoon,0,True
training,trip-153785822252799564,IND465001AAA,IND465333A1B,2018-09-25 13:55:26.114371,2018-09-25 06:50:22.528265,thanos::sroute:3d2b37af-867d-40b0-9213-a8dd1b6f2a55,FTL,Shajapur_MhpraRD_D (Madhya Pradesh),,2018-09-25 16:07:54.506981,132.0,44.04484399033675,99.0,69.0,66.58810000000001,2,37.0,33.0,1.434782608695652,1.9130434782608696,30.0,13,1,0,afternoon,0,True
training,trip-153785822252799564,IND465333A1B,IND462022AAA,2018-09-25 16:07:54.506981,2018-09-25 06:50:22.528265,thanos::sroute:3d2b37af-867d-40b0-9213-a8dd1b6f2a55,FTL,,Bhopal_Trnsport_H (Madhya Pradesh),2018-09-25 18:58:14.702007,170.0,81.03960078662217,129.0,103.0,145.6182,4,25.0,41.0,1.2524271844660195,1.6504854368932038,26.0,16,1,0,afternoon,0,True
training,trip-153785823029906661,IND302014AAB,IND302020AAA,2018-09-25 06:50:30.299346,2018-09-25 06:50:30.299346,thanos::sroute:4929b1b0-8a36-42c6-b8a6-fdc784bd4a5a,Carting,Jaipur_Central_I_7 (Rajasthan),Jaipur_VarunCly_DC (Rajasthan),2018-09-25 07:49:10.635086,58.0,10.665803768736776,45.0,12.0,14.6468,2,22.0,13.0,3.75,4.833333333333333,33.0,6,1,0,morning,0,True
training,trip-153785828510502348,IND411033AAA,IND431603AAA,2018-09-25 06:51:25.105274,2018-09-25 06:51:25.105274,thanos::sroute:a79ef6f8-1649-4f1f-a2eb-3a726089b2f3,FTL,Pune_Tathawde_H (Maharashtra),Nanded_Aswningr_I (Maharashtra),2018-09-25 22:37:37.971272,946.0,382.1883148879454,701.0,323.0,446.9457,18,15.0,245.0,2.170278637770898,2.928792569659443,378.0,6,1,0,morning,0,True
training,trip-153785831352221992,IND110064AAA,IND000000ACB,2018-09-25 06:51:53.522573,2018-09-25 06:51:53.522573,thanos::sroute:d0a24834-6696-47a3-a388-2a201fc1fe62,Carting,Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),2018-09-25 18:19:45.297439,687.0,45.92385937772947,665.0,54.0,56.677,6,0.0,22.0,12.314814814814815,12.722222222222221,611.0,6,1,0,morning,0,True
training,trip-153785834163684464,IND562132AAA,IND462022AAA,2018-09-25 06:52:21.637102,2018-09-25 06:52:21.637102,thanos::sroute:14c55592-ba2e-4f72-820c-3a22334137cd,FTL,Bangalore_Nelmngla_H (Karnataka),Bhopal_Trnsport_H (Madhya Pradesh),2018-09-26 18:43:41.953898,2151.0,1129.5787271284582,1991.0,1031.0,1393.5188999999998,52,15.0,160.0,1.9311348205625607,2.0863239573229873,960.0,6,1,0,morning,0,True
training,trip-153785836825103373,IND500008AAC,IND501359AAE,2018-09-25 06:52:48.251331,2018-09-25 06:52:48.251331,thanos::sroute:54e99fa1-a23e-4af7-b875-f574319b666b,Carting,Hyderabad_Tolichwk_I (Telangana),Hyderabad_Shamshbd_H (Telangana),2018-09-25 16:54:55.413012,602.0,17.801409745122164,118.0,22.0,24.6676,2,18.0,484.0,5.363636363636363,27.363636363636363,96.0,6,1,0,morning,0,True
training,trip-153785854150109501,IND562132AAA,IND560300AAA,2018-09-25 06:55:41.501382,2018-09-25 06:55:41.501382,thanos::sroute:24eca63d-7a13-4b1d-8ccd-b75a285ba767,Carting,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),2018-09-25 10:45:34.319695,229.0,28.20698417856627,110.0,49.0,38.3558,4,3.0,119.0,2.2448979591836733,4.673469387755102,61.0,6,1,0,morning,0,True
training,trip-153785855593272995,IND302014AAB,IND302023AAA,2018-09-25 06:55:55.932988,2018-09-25 06:55:55.932988,thanos::sroute:ca336899-47aa-4622-9885-b9fbb2302aeb,Carting,Jaipur_Central_I_7 (Rajasthan),Ambabadi_DC (Rajasthan),2018-09-25 09:11:06.591927,135.0,19.81746697412613,107.0,23.0,25.685,3,2.0,28.0,4.6521739130434785,5.869565217391305,84.0,6,1,0,morning,0,True
training,trip-153785858993955864,IND000000ACT,IND000000ACB,2018-09-25 06:56:29.939859,2018-09-25 06:56:29.939859,thanos::sroute:d6d7b94f-f66e-4e4c-b466-d44968d9506e,Carting,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana),2018-09-25 09:23:34.657745,147.0,36.56706103434615,72.0,39.0,41.5191,4,12.0,75.0,1.8461538461538463,3.769230769230769,33.0,6,1,0,morning,0,True
training,trip-153785865720984809,IND110037AAM,IND110035AAC,2018-09-25 06:57:37.210145,2018-09-25 06:57:37.210145,thanos::sroute:3ec07aec-3673-496a-88b6-a110b3ea6bb0,Carting,Delhi_Airport_H (Delhi),Delhi_North_R_8 (Delhi),2018-09-25 10:24:30.603699,206.0,14.777188325394658,49.0,21.0,19.1897,2,23.0,157.0,2.3333333333333335,9.80952380952381,28.0,6,1,0,morning,0,True
training,trip-153785866379357746,IND121004AAB,IND121001AAA,2018-09-25 06:57:43.793846,2018-09-25 06:57:43.793846,thanos::sroute:e2bef464-5748-430b-bac2-bdeec69fbe79,Carting,FBD_Balabhgarh_DPC (Haryana),Faridabad (Haryana),2018-09-25 08:18:34.556152,80.0,9.42347679838371,20.0,10.0,11.0431,2,0.0,60.0,2.0,8.0,10.0,6,1,0,morning,0,True
training,trip-153785915439245909,IND000000AFT,IND410209AAA,2018-09-25 07:05:54.392711,2018-09-25 07:05:54.392711,thanos::sroute:0993e481-080e-496e-989d-3dd96a1fc032,Carting,Mumbai_Sanpada_I (Maharashtra),Mumbai_Khandeshwar_Dc (Maharashtra),2018-09-25 08:13:47.433416,67.0,11.501568987364966,34.0,14.0,17.485799999999998,2,6.0,33.0,2.4285714285714284,4.785714285714286,20.0,7,1,0,morning,0,True
training,trip-153785915439245909,IND410206AAB,IND000000AFT,2018-09-25 08:41:05.104026,2018-09-25 07:05:54.392711,thanos::sroute:0993e481-080e-496e-989d-3dd96a1fc032,Carting,Mumbai_Panvel_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),2018-09-25 11:00:28.917397,139.0,12.795911114791853,72.0,17.0,20.2059,2,35.0,67.0,4.235294117647059,8.176470588235293,55.0,8,1,0,morning,0,True
training,trip-153785922795394838,IND302014AAB,IND302006AAA,2018-09-25 07:07:07.954243,2018-09-25 07:07:07.954243,thanos::sroute:ca336899-47aa-4622-9885-b9fbb2302aeb,Carting,Jaipur_Central_I_7 (Rajasthan),Jaipur (Rajasthan),2018-09-25 07:51:49.400340,44.0,12.043294860728384,27.0,16.0,15.699,2,6.0,17.0,1.6875,2.75,11.0,7,1,0,morning,0,True
training,trip-153785925788999283,IND560002AAA,IND562132AAA,2018-09-25 07:07:37.890255,2018-09-25 07:07:37.890255,thanos::sroute:ad2916a3-043f-499f-8637-3d777c8fd137,Carting,Bengaluru_KHRoad_I (Karnataka),Bangalore_Nelmngla_H (Karnataka),2018-09-25 10:56:03.162981,228.0,21.36910432353377,163.0,34.0,26.5666,3,5.0,65.0,4.794117647058823,6.705882352941177,129.0,7,1,0,morning,0,True
training,trip-153785943853820018,IND302014AAB,IND302004AAA,2018-09-25 07:10:38.538457,2018-09-25 07:10:38.538457,thanos::sroute:c61f9ecc-1eb4-4fe2-9c53-66a0163e18fe,Carting,Jaipur_Central_I_7 (Rajasthan),Jaipur_NgrNigam_DC (Rajasthan),2018-09-25 08:20:49.114495,70.0,10.754754906995744,46.0,16.0,15.3082,2,7.0,24.0,2.875,4.375,30.0,7,1,0,morning,0,True
training,trip-153785982944724142,IND421302AAG,IND411033AAA,2018-09-25 07:17:09.447539,2018-09-25 07:17:09.447539,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),2018-09-25 13:42:10.882779,385.0,101.18195956576751,252.0,97.0,130.8169,5,25.0,133.0,2.597938144329897,3.9690721649484537,155.0,7,1,0,morning,0,True
training,trip-153785991667325633,IND560048AAB,IND560099AAB,2018-09-25 07:18:36.673637,2018-09-25 07:18:36.673637,thanos::sroute:10e4e011-4125-4fe3-bece-905c7cdbae94,Carting,Bengaluru_Hoodi_IP (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),2018-09-25 10:04:03.213042,165.0,18.06656019398496,87.0,31.0,24.1128,2,29.0,78.0,2.806451612903226,5.32258064516129,56.0,7,1,0,morning,0,True
training,trip-153785992902160015,IND302014AAB,IND302006AAC,2018-09-25 07:18:49.021864,2018-09-25 07:18:49.021864,thanos::sroute:ca336899-47aa-4622-9885-b9fbb2302aeb,Carting,Jaipur_Central_I_7 (Rajasthan),Jaipur_Central_D_10 (Rajasthan),2018-09-25 08:24:52.872698,66.0,14.48311756611284,43.0,20.0,20.3918,2,10.0,23.0,2.15,3.3,23.0,7,1,0,morning,0,True
training,trip-153785999816701288,IND121004AAB,IND121102AAA,2018-09-25 07:19:58.167259,2018-09-25 07:19:58.167259,thanos::sroute:ea8f6345-48e3-4561-a37b-cebc9bcdd77a,Carting,FBD_Balabhgarh_DPC (Haryana),Palwal (Haryana),2018-09-25 08:49:32.154163,89.0,38.3986245796099,60.0,34.0,46.4495,5,0.0,29.0,1.7647058823529411,2.6176470588235294,26.0,7,1,0,morning,0,True
training,trip-153786050525519036,IND411021AAA,IND411033AAA,2018-09-25 07:28:25.255446,2018-09-25 07:28:25.255446,thanos::sroute:988eee6f-6c08-4841-b100-0dba331aae4c,Carting,PNQ Pashan DPC (Maharashtra),Pune_Tathawde_H (Maharashtra),2018-09-25 08:17:22.448574,48.0,9.971513089848214,19.0,15.0,13.0405,2,5.0,29.0,1.2666666666666666,3.2,4.0,7,1,0,morning,0,True
training,trip-153786069319272437,IND122001AAA,IND122001AAD,2018-09-25 07:31:33.193010,2018-09-25 07:31:33.193010,thanos::sroute:918d3f88-371e-4cc6-b080-6f9c92efa784,Carting,GGN_DPC (Haryana),Gurgaon_Kadipur (Haryana),2018-09-25 08:37:33.265964,66.0,11.651964661988591,43.0,13.0,12.8858,2,10.0,23.0,3.3076923076923075,5.076923076923077,30.0,7,1,0,morning,0,True
training,trip-153786069319272437,IND122001AAD,IND122050AAA,2018-09-25 08:37:33.265964,2018-09-25 07:31:33.193010,thanos::sroute:918d3f88-371e-4cc6-b080-6f9c92efa784,Carting,Gurgaon_Kadipur (Haryana),Gurgaon_Manesar (Haryana),2018-09-25 09:47:40.788463,70.0,9.3173857720202,68.0,17.0,13.4434,2,0.0,2.0,4.0,4.117647058823529,51.0,8,1,0,morning,0,True
training,trip-153786069771241227,IND723131AAA,IND722140AAA,2018-09-25 09:06:27.780277,2018-09-25 07:31:37.712677,thanos::sroute:3990c6f5-953b-45ed-9654-dd2c1375341e,FTL,Manbazar_Central_DPP_1 (West Bengal),Khatra_KoralDPP_D (West Bengal),2018-09-25 10:17:13.397814,70.0,21.319368253837112,44.0,31.0,33.493900000000004,1,44.0,26.0,1.4193548387096775,2.2580645161290325,13.0,9,1,0,morning,0,True
training,trip-153786069771241227,IND722140AAA,IND722151AAA,2018-09-25 10:17:13.397814,2018-09-25 07:31:37.712677,thanos::sroute:3990c6f5-953b-45ed-9654-dd2c1375341e,FTL,Khatra_KoralDPP_D (West Bengal),Simlapal_Central_D_1 (West Bengal),2018-09-25 11:52:07.104154,94.0,22.86797701144329,48.0,44.0,46.5518,2,0.0,46.0,1.0909090909090908,2.1363636363636362,4.0,10,1,0,morning,0,True
training,trip-153786079686362949,IND560099AAB,IND560300AAA,2018-09-25 07:33:16.863897,2018-09-25 07:33:16.863897,thanos::sroute:f41c4e69-9b78-4737-81ce-58442d6e8ae0,Carting,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),2018-09-25 11:02:22.889262,209.0,43.13584592151765,136.0,60.0,63.2635,5,16.0,73.0,2.2666666666666666,3.4833333333333334,76.0,7,1,0,morning,0,True
training,trip-153786087410274464,IND636016AAA,IND637211AAA,2018-09-25 10:12:12.362592,2018-09-25 07:34:34.103029,thanos::sroute:22c1dede-4655-43dd-a581-37752e5099c6,Carting,Salem (Tamil Nadu),Tirchngode_Mhdhvpur_D (Tamil Nadu),2018-09-25 11:41:04.612044,88.0,40.2586137181957,62.0,44.0,52.7627,5,6.0,26.0,1.4090909090909092,2.0,18.0,10,1,0,morning,0,True
training,trip-153786087410274464,IND637211AAA,IND636402AAA,2018-09-25 11:41:04.612044,2018-09-25 07:34:34.103029,thanos::sroute:22c1dede-4655-43dd-a581-37752e5099c6,Carting,Tirchngode_Mhdhvpur_D (Tamil Nadu),Mettur_RTOroad_D (Tamil Nadu),2018-09-25 13:31:29.845185,110.0,47.63813682335216,97.0,61.0,64.9624,6,5.0,13.0,1.5901639344262295,1.8032786885245902,36.0,11,1,0,morning,0,True
training,trip-153786106730076855,IND620020AAA,IND621112AAA,2018-09-25 08:28:03.735854,2018-09-25 07:37:47.301143,thanos::sroute:e432c943-26b9-461e-96c5-ebb2b19945b7,Carting,Tiruchi (Tamil Nadu),Tiruchi_Samyaprm_D (Tamil Nadu),2018-09-25 09:12:02.946944,43.0,14.189451078820628,23.0,11.0,15.6064,2,7.0,20.0,2.090909090909091,3.909090909090909,12.0,8,1,0,morning,0,True
training,trip-153786146073121253,IND110085AAB,IND110039AAA,2018-09-25 07:44:20.731467,2018-09-25 07:44:20.731467,thanos::sroute:73cb8b10-5c9a-4d18-86aa-c6a767d866b7,Carting,Delhi_Rohini_DPC (Delhi),Delhi_Barwala (Delhi),2018-09-25 08:39:49.821863,55.0,11.82464809568124,39.0,16.0,13.8967,2,12.0,16.0,2.4375,3.4375,23.0,7,1,0,morning,0,True
training,trip-153786146073121253,IND110039AAA,IND110085AAB,2018-09-25 08:39:49.821863,2018-09-25 07:44:20.731467,thanos::sroute:73cb8b10-5c9a-4d18-86aa-c6a767d866b7,Carting,Delhi_Barwala (Delhi),Delhi_Rohini_DPC (Delhi),2018-09-25 10:07:18.723952,87.0,10.915257786155715,56.0,15.0,13.4506,2,4.0,31.0,3.7333333333333334,5.8,41.0,8,1,0,morning,0,True
training,trip-153786150234023566,IND411033AAA,IND421302AAG,2018-09-25 07:45:02.340492,2018-09-25 07:45:02.340492,thanos::sroute:c7d1e35b-d990-42d6-abd6-202d2a9d2a95,FTL,Pune_Tathawde_H (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2018-09-25 11:35:44.723578,230.0,101.00545366440276,184.0,98.0,125.9184,5,12.0,46.0,1.8775510204081634,2.3469387755102042,86.0,7,1,0,morning,0,True
training,trip-153786151604970276,IND211002AAB,IND209304AAA,2018-09-26 01:07:23.877525,2018-09-25 07:45:16.049962,thanos::sroute:9ca35222-ef75-46f1-b881-c47c88b66653,FTL,Allahabad_Central_H_1 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),2018-09-26 06:03:00.742582,295.0,182.52215301651157,242.0,138.0,195.9892,9,8.0,53.0,1.7536231884057971,2.13768115942029,104.0,1,2,0,night,0,True
training,trip-153786151604970276,IND209304AAA,IND000000ACB,2018-09-26 06:03:00.742582,2018-09-25 07:45:16.049962,thanos::sroute:9ca35222-ef75-46f1-b881-c47c88b66653,FTL,Kanpur_Central_H_6 (Uttar Pradesh),Gurgaon_Bilaspur_HB (Haryana),2018-09-26 23:25:01.209417,1042.0,383.493386230818,981.0,350.0,462.1809,18,17.0,61.0,2.802857142857143,2.9771428571428573,631.0,6,2,0,morning,0,True
training,trip-153786156181400307,IND600056AAB,IND600032AAB,2018-09-25 07:46:01.814249,2018-09-25 07:46:01.814249,thanos::sroute:f8d0ba02-61be-4612-ace7-e08cca216cbe,Carting,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Hub (Tamil Nadu),2018-09-25 10:28:42.419959,162.0,31.27035109316868,84.0,32.0,36.1847,4,13.0,78.0,2.625,5.0625,52.0,7,1,0,morning,0,True
training,trip-153786163565457692,IND411014AAA,IND411033AAA,2018-09-25 07:47:15.654957,2018-09-25 07:47:15.654957,thanos::sroute:ba17be30-11e6-4e03-a929-d3a9d92c3f22,Carting,PNQ Vadgaon Sheri DPC (Maharashtra),Pune_Tathawde_H (Maharashtra),2018-09-25 09:22:51.732104,95.0,22.001856619218213,61.0,30.0,31.1441,3,10.0,34.0,2.033333333333333,3.1666666666666665,31.0,7,1,0,morning,0,True
training,trip-153786192650225837,IND500018AAA,IND500080AAB,2018-09-25 09:50:27.874004,2018-09-25 07:52:06.502573,thanos::sroute:d7efe5fd-4aba-4866-a796-1dc0f7e052e8,Carting,Hyderabad_PndrgNgr_DC (Telangana),Hyderabad_Chikdply_I (Telangana),2018-09-25 12:19:37.535622,149.0,9.443142997694771,106.0,16.0,14.8371,2,0.0,43.0,6.625,9.3125,90.0,9,1,0,morning,0,True
training,trip-153786210032494124,IND562132AAA,IND560099AAB,2018-09-25 07:55:00.325211,2018-09-25 07:55:00.325211,thanos::sroute:69e71920-3c56-40fe-a2e9-2156906b9bab,Carting,Bangalore_Nelmngla_H (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),2018-09-25 12:42:20.334345,287.0,39.33482770357087,85.0,50.0,49.7105,5,5.0,202.0,1.7,5.74,35.0,7,1,0,morning,0,True
training,trip-153786220794548811,IND781335AAA,IND000000AET,2018-09-25 12:12:04.553346,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Nalbari_Bhgtpura_D (Assam),Barpeta_ShivBari_D (Assam),2018-09-25 14:07:40.395825,115.0,46.68392211543338,87.0,51.0,69.3828,3,3.0,28.0,1.7058823529411764,2.2549019607843137,36.0,12,1,0,afternoon,0,True
training,trip-153786220794548811,IND000000AET,IND000000AAS,2018-09-25 14:07:40.395825,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Barpeta_ShivBari_D (Assam),Bongaigaon_Chpaguri_D (Assam),2018-09-25 17:02:27.653921,174.0,48.120674687120776,125.0,49.0,69.10730000000001,3,13.0,49.0,2.5510204081632653,3.5510204081632653,76.0,14,1,0,afternoon,0,True
training,trip-153786220794548811,IND000000AAS,IND783370AAC,2018-09-25 17:02:27.653921,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Bongaigaon_Chpaguri_D (Assam),Kokrajhar_PigonDPP_D (Assam),2018-09-25 18:24:16.102062,81.0,28.25302551155225,47.0,30.0,41.7822,2,13.0,34.0,1.5666666666666667,2.7,17.0,17,1,0,afternoon,0,True
training,trip-153786220794548811,IND783370AAC,IND783301AAA,2018-09-25 18:24:16.102062,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Kokrajhar_PigonDPP_D (Assam),Dhubri_Tetultol_D (Assam),2018-09-25 20:47:02.188607,142.0,52.34666030944243,137.0,47.0,67.3473,3,35.0,5.0,2.9148936170212765,3.021276595744681,90.0,18,1,0,evening,0,True
training,trip-153786220794548811,IND783301AAA,IND783348AAA,2018-09-25 20:47:02.188607,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Dhubri_Tetultol_D (Assam),Bilasipara_Wardno5_D (Assam),2018-09-25 22:23:28.612209,96.0,33.73227650893541,60.0,32.0,42.7216,2,22.0,36.0,1.875,3.0,28.0,20,1,0,evening,0,True
training,trip-153786220794548811,IND783348AAA,IND783129AAA,2018-09-25 22:23:28.612209,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Bilasipara_Wardno5_D (Assam),Lakhipur_WrdN4DPP_D (Assam),2018-09-26 01:16:36.131617,173.0,45.80924407716406,165.0,89.0,101.5843,3,34.0,8.0,1.853932584269663,1.9438202247191012,76.0,22,1,0,evening,0,True
training,trip-153786220794548811,IND794101AAA,IND781018AAB,2018-09-26 05:30:53.359091,2018-09-25 07:56:47.945760,thanos::sroute:4cbecb35-356b-4b68-bf3c-6225b5e6aab5,FTL,Tura_Sracmplx_D (Meghalaya),Guwahati_Hub (Assam),2018-09-26 15:02:55.187644,572.0,161.5718641247019,348.0,160.0,207.9863,8,26.0,224.0,2.175,3.575,188.0,5,2,0,night,0,True
training,trip-153786275746379341,IND151001AAA,IND160002AAC,2018-09-25 21:45:30.726563,2018-09-25 08:05:57.464097,thanos::sroute:7c115632-8e81-4330-904a-9c7a6d6262ef,FTL,Bhatinda_DPC (Punjab),Chandigarh_Mehmdpur_H (Punjab),2018-09-26 04:56:36.727089,431.0,170.89953454235206,316.0,158.0,202.4951,8,20.0,115.0,2.0,2.7278481012658227,158.0,21,1,0,evening,0,True
training,trip-153786298920203112,IND700053AAA,IND712311AAA,2018-09-25 08:09:49.202278,2018-09-25 08:09:49.202278,thanos::sroute:c164b204-ff67-47f4-9345-fde74d1860cb,Carting,CCU_New Alipore_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),2018-09-25 16:20:37.299672,490.0,20.015601926720127,254.0,30.0,29.473,3,77.0,236.0,8.466666666666667,16.333333333333332,224.0,8,1,0,morning,0,True
training,trip-153786345559950759,IND560083AAB,IND562132AAA,2018-09-25 08:17:35.599789,2018-09-25 08:17:35.599789,thanos::sroute:5fc9d470-e60b-4990-a6a2-510ea8553ced,Carting,Bengaluru_Bnnrghta_L (Karnataka),Bangalore_Nelmngla_H (Karnataka),2018-09-25 09:43:16.150117,85.0,31.02851579417014,58.0,42.0,40.4355,4,6.0,27.0,1.380952380952381,2.0238095238095237,16.0,8,1,0,morning,0,True
training,trip-153786354887075349,IND700026AAC,IND712311AAA,2018-09-25 08:19:08.871170,2018-09-25 08:19:08.871170,thanos::sroute:27718454-904b-403f-a715-8f4f43eccce4,Carting,CCU_Lake Avenue_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),2018-09-25 19:08:56.977983,649.0,23.887086335233143,201.0,34.0,34.0733,3,19.0,448.0,5.911764705882353,19.08823529411765,167.0,8,1,0,morning,0,True
training,trip-153786365479331789,IND411033AAA,IND416012AAA,2018-09-25 08:20:54.793585,2018-09-25 08:20:54.793585,thanos::sroute:1b3b307a-9fc7-471e-94b2-45bc84dbfc90,FTL,Pune_Tathawde_H (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),2018-09-25 16:07:23.750958,466.0,220.65306609461163,340.0,221.0,250.0915,11,0.0,126.0,1.5384615384615385,2.1085972850678734,119.0,8,1,0,morning,0,True
training,trip-153786415217646798,IND143001AAA,IND144001AAB,2018-09-25 22:37:31.767067,2018-09-25 08:29:12.176762,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,Amritsar_DPC (Punjab),Jalandhar_DPC (Punjab),2018-09-26 01:41:17.482416,183.0,78.41462578308108,110.0,61.0,84.80789999999999,4,24.0,73.0,1.8032786885245902,3.0,49.0,22,1,0,evening,0,True
training,trip-153786415217646798,IND144001AAB,IND000000ACA,2018-09-26 01:41:17.482416,2018-09-25 08:29:12.176762,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,Jalandhar_DPC (Punjab),Ludhiana_MilrGanj_HB (Punjab),2018-09-26 03:54:40.410828,133.0,60.87310444955149,122.0,53.0,75.69760000000001,3,26.0,11.0,2.30188679245283,2.509433962264151,69.0,1,2,0,night,0,True
training,trip-153786415217646798,IND000000ACA,IND160002AAC,2018-09-26 03:54:40.410828,2018-09-25 08:29:12.176762,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab),2018-09-26 07:34:56.513556,220.0,87.1748719665317,164.0,62.0,87.9766,4,23.0,56.0,2.6451612903225805,3.5483870967741935,102.0,3,2,0,night,0,True
training,trip-153786429034816508,IND560300AAA,IND562132AAA,2018-09-25 08:31:30.348479,2018-09-25 08:31:30.348479,thanos::sroute:fe3ed866-6364-4b10-8055-baff2a3b6655,Carting,Bengaluru_KGAirprt_HB (Karnataka),Bangalore_Nelmngla_H (Karnataka),2018-09-25 11:03:36.034830,152.0,28.110497592880307,95.0,50.0,40.127300000000005,4,0.0,57.0,1.9,3.04,45.0,8,1,0,morning,0,True
training,trip-153786432254237153,IND560043AAC,IND560064AAA,2018-09-25 08:32:02.542770,2018-09-25 08:32:02.542770,thanos::sroute:d9175f6f-1d24-4754-aaaf-12ddad930167,Carting,HBR Layout PC (Karnataka),Bengaluru_NwYlhnka_DC (Karnataka),2018-09-25 09:30:39.565666,58.0,9.83110108105519,29.0,17.0,12.8302,2,0.0,29.0,1.7058823529411764,3.411764705882353,12.0,8,1,0,morning,0,True
training,trip-153786432254237153,IND560064AAD,IND560043AAC,2018-09-25 10:13:11.439042,2018-09-25 08:32:02.542770,thanos::sroute:d9175f6f-1d24-4754-aaaf-12ddad930167,Carting,Bengaluru_Bagaluru_D (Karnataka),HBR Layout PC (Karnataka),2018-09-25 11:06:16.881408,53.0,11.829170561110816,48.0,16.0,15.4394,2,20.0,5.0,3.0,3.3125,32.0,10,1,0,morning,0,True
training,trip-153786456889692502,IND400102AAB,IND421302AAG,2018-09-25 11:55:55.439699,2018-09-25 08:36:08.897328,thanos::sroute:c9035b9e-78e2-4ffe-831b-d8734fa79868,Carting,Mumbai_Jogeshwri_L (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2018-09-25 18:27:55.416109,391.0,22.760183315895365,90.0,30.0,32.9032,3,22.0,301.0,3.0,13.033333333333333,60.0,11,1,0,morning,0,True
training,trip-153786459475165698,IND421302AAG,IND562132AAA,2018-09-25 08:36:34.751914,2018-09-25 08:36:34.751914,thanos::sroute:18104c25-811c-4b93-8c92-8c6923c879cb,FTL,Bhiwandi_Mankoli_HB (Maharashtra),Bangalore_Nelmngla_H (Karnataka),2018-09-26 12:08:58.287345,1652.0,829.2491944307704,1160.0,709.0,968.8259,37,19.0,492.0,1.6361071932299012,2.330042313117066,451.0,8,1,0,morning,0,True
