data,trip_uuid,source_center,destination_center,od_start_time,trip_creation_time,route_schedule_uuid,route_type,source_name,destination_name,od_end_time,actual_elapsed_min,actual_distance_km,actual_movement_min,osrm_time_min,osrm_distance_km,checkpoint_count,minimum_segment_actual_min,dwell_time_min,movement_delay_ratio,elapsed_delay_ratio,movement_excess_min,departure_hour,departure_weekday,is_weekend,time_bucket,has_negative_segment,is_model_eligible
training,trip-153671041653548748,IND462022AAA,IND209304AAA,2018-09-12 00:00:16.535741,2018-09-12 00:00:16.535741,thanos::sroute:d7c989ba-a29b-4a0b-b2f4-288cdc60074b,FTL,Bhopal_Trnsport_H (Madhya Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),2018-09-12 16:39:46.858469,999.0,440.9736894506548,830.0,394.0,544.8027,21,22.0,169.0,2.1065989847715736,2.535532994923858,436.0,0,2,0,night,0,True
training,trip-153671041653548748,IND209304AAA,IND000000ACB,2018-09-12 16:39:46.858469,2018-09-12 00:00:16.535741,thanos::sroute:d7c989ba-a29b-4a0b-b2f4-288cdc60074b,FTL,Kanpur_Central_H_6 (Uttar Pradesh),Gurgaon_Bilaspur_HB (Haryana),2018-09-13 13:40:23.123744,1260.0,383.7591641179105,732.0,349.0,446.5496,18,9.0,528.0,2.097421203438395,3.6103151862464182,383.0,16,2,0,afternoon,0,True
training,trip-153671042288605164,IND572101AAA,IND561203AAB,2018-09-12 00:00:22.886430,2018-09-12 00:00:22.886430,thanos::sroute:3a1b0ab2-bb0b-4c53-8c59-eb2a2c0d68b9,Carting,Tumkur_Veersagr_I (Karnataka),Doddablpur_ChikaDPP_D (Karnataka),2018-09-12 02:03:09.655591,122.0,48.542889856649374,96.0,42.0,56.9116,6,10.0,26.0,2.2857142857142856,2.9047619047619047,54.0,0,2,0,night,0,True
training,trip-153671042288605164,IND561203AAB,IND562101AAA,2018-09-12 02:03:09.655591,2018-09-12 00:00:22.886430,thanos::sroute:3a1b0ab2-bb0b-4c53-8c59-eb2a2c0d68b9,Carting,Doddablpur_ChikaDPP_D (Karnataka),Chikblapur_ShntiSgr_D (Karnataka),2018-09-12 03:01:59.598855,58.0,24.644020982116984,47.0,26.0,28.1994,3,13.0,11.0,1.8076923076923077,2.230769230769231,21.0,2,2,0,night,0,True
training,trip-153671043369099517,IND562132AAA,IND000000ACB,2018-09-12 00:00:33.691250,2018-09-12 00:00:33.691250,thanos::sroute:de5e208e-7641-45e6-8100-4d9fb1e5720d,FTL,Bangalore_Nelmngla_H (Karnataka),Gurgaon_Bilaspur_HB (Haryana),2018-09-14 03:40:17.106733,3099.0,1689.9646627128334,2736.0,1529.0,2090.8743,77,11.0,363.0,1.789404839764552,2.0268149117069982,1207.0,0,2,0,night,0,True
training,trip-153671043369099517,IND000000ACB,IND160002AAC,2018-09-14 03:40:17.106733,2018-09-12 00:00:33.691250,thanos::sroute:de5e208e-7641-45e6-8100-4d9fb1e5720d,FTL,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab),2018-09-14 17:34:55.442454,834.0,242.3093062636096,611.0,212.0,281.21090000000004,12,23.0,223.0,2.8820754716981134,3.9339622641509435,399.0,3,4,0,night,0,True
training,trip-153671046011330457,IND400072AAB,IND401104AAA,2018-09-12 00:01:00.113710,2018-09-12 00:01:00.113710,thanos::sroute:f0176492-a679-4597-8332-bbd1c7f9f442,Carting,Mumbai Hub (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),2018-09-12 01:41:29.809822,100.0,17.175274247902713,59.0,15.0,19.68,2,23.0,41.0,3.933333333333333,6.666666666666667,44.0,0,2,0,night,0,True
training,trip-153671052974046625,IND583101AAA,IND583201AAA,2018-09-12 00:02:09.740725,2018-09-12 00:02:09.740725,thanos::sroute:d9f07b12-65e0-4f3b-bec8-df0613461b0f,FTL,Bellary_Dc (Karnataka),Hospet (Karnataka),2018-09-12 02:34:10.515593,152.0,59.53035014589334,147.0,46.0,63.6461,3,42.0,5.0,3.1956521739130435,3.3043478260869565,101.0,0,2,0,night,0,True
training,trip-153671052974046625,IND583201AAA,IND583119AAA,2018-09-12 02:34:10.515593,2018-09-12 00:02:09.740725,thanos::sroute:d9f07b12-65e0-4f3b-bec8-df0613461b0f,FTL,Hospet (Karnataka),Sandur_WrdN1DPP_D (Karnataka),2018-09-12 03:54:43.114421,80.0,26.600535816996672,63.0,27.0,29.5696,2,29.0,17.0,2.3333333333333335,2.962962962962963,36.0,2,2,0,night,0,True
training,trip-153671052974046625,IND583119AAA,IND583101AAA,2018-09-12 03:54:43.114421,2018-09-12 00:02:09.740725,thanos::sroute:d9f07b12-65e0-4f3b-bec8-df0613461b0f,FTL,Sandur_WrdN1DPP_D (Karnataka),Bellary_Dc (Karnataka),2018-09-12 12:00:30.683231,485.0,41.31761356841047,131.0,44.0,53.5761,2,51.0,354.0,2.977272727272727,11.022727272727273,87.0,3,2,0,night,0,True
training,trip-153671055416136166,IND600116AAB,IND600056AAA,2018-09-12 00:02:34.161600,2018-09-12 00:02:34.161600,thanos::sroute:9bf03170-d0a2-4a3f-aa4d-9aaab3d98af4,Carting,Chennai_Porur_DPC (Tamil Nadu),Chennai_Poonamallee (Tamil Nadu),2018-09-12 02:12:10.755603,129.0,9.27151947802009,21.0,11.0,11.8422,1,21.0,108.0,1.9090909090909092,11.727272727272727,10.0,0,2,0,night,0,True
training,trip-153671055416136166,IND600056AAA,IND602105AAB,2018-09-12 02:12:10.755603,2018-09-12 00:02:34.161600,thanos::sroute:9bf03170-d0a2-4a3f-aa4d-9aaab3d98af4,Carting,Chennai_Poonamallee (Tamil Nadu),Chennai_Sriperumbudur_Dc (Tamil Nadu),2018-09-12 03:13:03.432532,60.0,15.325528649269916,40.0,12.0,16.2225,2,8.0,20.0,3.3333333333333335,5.0,28.0,2,2,0,night,0,True
training,trip-153671066201138152,IND600044AAD,IND600048AAA,2018-09-12 00:04:22.011653,2018-09-12 00:04:22.011653,thanos::sroute:a97698cc-846e-41a7-916b-88b17412610c,Carting,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Vandalur_Dc (Tamil Nadu),2018-09-12 01:42:22.349694,98.0,9.100509891191914,24.0,13.0,12.0184,1,24.0,74.0,1.8461538461538463,7.538461538461538,11.0,0,2,0,night,0,True
training,trip-153671066826362165,IND560043AAC,IND560064AAA,2018-09-12 00:04:28.263977,2018-09-12 00:04:28.263977,thanos::sroute:d5b71ae9-a11a-4f52-bcb7-274b65e2c513,Carting,HBR Layout PC (Karnataka),Bengaluru_NwYlhnka_DC (Karnataka),2018-09-12 01:13:03.560690,68.0,10.071262684961756,25.0,18.0,13.8433,2,0.0,43.0,1.3888888888888888,3.7777777777777777,7.0,0,2,0,night,0,True
training,trip-153671066826362165,IND560064AAD,IND560043AAC,2018-09-12 01:42:40.156332,2018-09-12 00:04:28.263977,thanos::sroute:d5b71ae9-a11a-4f52-bcb7-274b65e2c513,Carting,Bengaluru_Bagaluru_D (Karnataka),HBR Layout PC (Karnataka),2018-09-12 03:00:55.163423,78.0,12.352947778699786,39.0,16.0,15.077,2,6.0,39.0,2.4375,4.875,23.0,1,2,0,night,0,True
training,trip-153671074033284934,IND395023AAD,IND395004AAB,2018-09-12 00:05:40.333071,2018-09-12 00:05:40.333071,thanos::sroute:a0e60427-16ad-4b17-b3b0-6a0664355ae1,Carting,Surat_Central_I_4 (Gujarat),Surat_Central_D_3 (Gujarat),2018-09-12 02:01:41.638015,116.0,13.189923697974947,33.0,13.0,13.9134,2,6.0,83.0,2.5384615384615383,8.923076923076923,20.0,0,2,0,night,0,True
training,trip-153671074033284934,IND395009AAA,IND395023AAD,2018-09-12 02:31:39.246238,2018-09-12 00:05:40.333071,thanos::sroute:a0e60427-16ad-4b17-b3b0-6a0664355ae1,Carting,Surat_Central_D_12 (Gujarat),Surat_Central_I_4 (Gujarat),2018-09-12 05:16:28.581141,164.0,12.264924443306896,128.0,16.0,17.0225,2,10.0,36.0,8.0,10.25,112.0,2,2,0,night,0,True
training,trip-153671079956500691,IND110024AAA,IND110014AAA,2018-09-12 00:06:39.565253,2018-09-12 00:06:39.565253,thanos::sroute:a10888ff-f794-41e1-9b7a-7f62ef663dda,Carting,Delhi_Lajpat_IP (Delhi),Delhi_Bhogal (Delhi),2018-09-12 00:55:59.568645,49.0,9.872145670751877,23.0,8.0,10.004,2,11.0,26.0,2.875,6.125,15.0,0,2,0,night,0,True
training,trip-153671090980523004,IND412105AAC,IND411017AAA,2018-09-12 02:17:04.815916,2018-09-12 00:08:29.805514,thanos::sroute:580c788b-ff17-4c1b-9bbd-c59e7b05cd04,Carting,Pune_North_D_3 (Maharashtra),PNQ Rahatani DPC (Maharashtra),2018-09-12 03:30:02.142126,72.0,13.583706117422135,60.0,17.0,18.5886,2,26.0,12.0,3.5294117647058822,4.235294117647059,43.0,2,2,0,night,0,True
training,trip-153671110078355292,IND121004AAB,IND121001AAA,2018-09-12 00:11:40.783923,2018-09-12 00:11:40.783923,thanos::sroute:c2ee580f-f4b2-4fa5-98ab-0c5b32753392,Carting,FBD_Balabhgarh_DPC (Haryana),Faridabad (Haryana),2018-09-12 00:50:10.814399,38.0,9.39652561332599,17.0,9.0,10.8159,1,17.0,21.0,1.8888888888888888,4.222222222222222,8.0,0,2,0,night,0,True
training,trip-153671117375890592,IND416012AAA,IND415612AAA,2018-09-12 00:12:53.759171,2018-09-12 00:12:53.759171,thanos::sroute:f7deffcd-f92a-409b-b86e-c477997a5f32,FTL,Kolhapur_Shivaji_I (Maharashtra),Ratnagiri_MjgaonRd_D (Maharashtra),2018-09-12 04:52:44.354657,279.0,100.42917573663742,246.0,91.0,127.7225,5,43.0,33.0,2.7032967032967035,3.065934065934066,155.0,0,2,0,night,0,True
training,trip-153671117375890592,IND415612AAA,IND415408AAC,2018-09-12 04:52:44.354657,2018-09-12 00:12:53.759171,thanos::sroute:f7deffcd-f92a-409b-b86e-c477997a5f32,FTL,Ratnagiri_MjgaonRd_D (Maharashtra),Shirala_Central_DPP_3 (Maharashtra),2018-09-12 09:10:19.661479,257.0,84.00736723250888,225.0,88.0,115.1548,4,1.0,32.0,2.5568181818181817,2.9204545454545454,137.0,4,2,0,night,0,True
training,trip-153671117375890592,IND415408AAC,IND416012AAA,2018-09-12 09:10:19.661479,2018-09-12 00:12:53.759171,thanos::sroute:f7deffcd-f92a-409b-b86e-c477997a5f32,FTL,Shirala_Central_DPP_3 (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),2018-09-12 17:32:20.626833,502.0,34.98844151954941,291.0,48.0,54.2263,1,291.0,211.0,6.0625,10.458333333333334,243.0,9,2,0,morning,0,True
training,trip-153671121411074590,IND501359AAE,IND515004AAA,2018-09-12 02:33:44.518987,2018-09-12 00:13:34.111131,thanos::sroute:fd23d4f1-012f-4247-80e9-506d32e982a1,FTL,Hyderabad_Shamshbd_H (Telangana),Anantapur_KamaStrt_I (Andhra Pradesh),2018-09-12 10:50:14.219080,496.0,296.93571140499523,470.0,244.0,338.4056,14,24.0,26.0,1.9262295081967213,2.0327868852459017,226.0,2,2,0,night,0,True
training,trip-153671121411074590,IND515004AAA,IND562132AAA,2018-09-12 10:50:14.219080,2018-09-12 00:13:34.111131,thanos::sroute:fd23d4f1-012f-4247-80e9-506d32e982a1,FTL,Anantapur_KamaStrt_I (Andhra Pradesh),Bangalore_Nelmngla_H (Karnataka),2018-09-12 19:09:57.540819,499.0,177.51088531016336,339.0,184.0,203.6756,9,0.0,160.0,1.8423913043478262,2.7119565217391304,155.0,10,2,0,morning,0,True
training,trip-153671122262300031,IND508223AAA,IND500039AAC,2018-09-12 03:54:04.987871,2018-09-12 00:13:42.623227,thanos::sroute:1d848e84-b73b-47b3-90ec-4a12509bafc7,FTL,Thirumalagiri_Xroad_D (Telangana),Hyderabad_Uppal_I (Telangana),2018-09-12 08:12:53.012311,258.0,94.03512763394215,243.0,89.0,122.8876,5,17.0,15.0,2.730337078651685,2.898876404494382,154.0,3,2,0,night,0,True
training,trip-153671127071609610,IND585104AAA,IND586128AAA,2018-09-12 00:14:30.716368,2018-09-12 00:14:30.716368,thanos::sroute:13c4e60a-d850-4737-9bac-0cc4a4002b2d,Carting,Gulbarga_Nehrugnj_I (Karnataka),Sindagi_KalyanNg_D (Karnataka),2018-09-12 03:21:35.028141,187.0,78.45033418432422,148.0,73.0,92.5224,5,3.0,39.0,2.0273972602739727,2.5616438356164384,75.0,0,2,0,night,0,True
training,trip-153671127071609610,IND586128AAA,IND586211AAA,2018-09-12 03:21:35.028141,2018-09-12 00:14:30.716368,thanos::sroute:13c4e60a-d850-4737-9bac-0cc4a4002b2d,Carting,Sindagi_KalyanNg_D (Karnataka),Indi_SindgiRD_D (Karnataka),2018-09-12 04:48:33.004132,86.0,39.56135733483987,69.0,47.0,47.9389,5,5.0,17.0,1.4680851063829787,1.8297872340425532,22.0,3,2,0,night,0,True
training,trip-153671127071609610,IND586211AAA,IND585314AAA,2018-09-12 04:48:33.004132,2018-09-12 00:14:30.716368,thanos::sroute:13c4e60a-d850-4737-9bac-0cc4a4002b2d,Carting,Indi_SindgiRD_D (Karnataka),Aland_RazaviRd_D (Karnataka),2018-09-12 07:54:13.838441,185.0,77.31899855791985,172.0,97.0,104.8911,8,10.0,13.0,1.7731958762886597,1.907216494845361,75.0,4,2,0,night,0,True
training,trip-153671127071609610,IND585314AAA,IND585104AAA,2018-09-12 07:54:13.838441,2018-09-12 00:14:30.716368,thanos::sroute:13c4e60a-d850-4737-9bac-0cc4a4002b2d,Carting,Aland_RazaviRd_D (Karnataka),Gulbarga_Nehrugnj_I (Karnataka),2018-09-12 15:45:11.190848,470.0,35.08317944906771,172.0,36.0,39.1058,4,11.0,298.0,4.777777777777778,13.055555555555555,136.0,7,2,0,morning,0,True
training,trip-153671128962918389,IND302014AAB,IND302026AAA,2018-09-12 00:14:49.629525,2018-09-12 00:14:49.629525,thanos::sroute:b62ab3ed-c60b-47d2-8c91-fe62135912dc,Carting,Jaipur_Central_I_7 (Rajasthan),Jaipur_Bhankrot_DC (Rajasthan),2018-09-12 02:05:25.351238,110.0,14.20270672685711,86.0,18.0,18.9291,2,21.0,24.0,4.777777777777778,6.111111111111111,68.0,0,2,0,night,0,True
training,trip-153671128962918389,IND302020AAA,IND302014AAB,2018-09-12 04:11:15.177664,2018-09-12 00:14:49.629525,thanos::sroute:b62ab3ed-c60b-47d2-8c91-fe62135912dc,Carting,Jaipur_VarunCly_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),2018-09-12 04:51:49.754427,40.0,10.21497674502906,23.0,9.0,11.5589,2,0.0,17.0,2.5555555555555554,4.444444444444445,14.0,4,2,0,night,0,True
training,trip-153671143043841452,IND211002AAB,IND485001AAC,2018-09-12 00:17:10.438683,2018-09-12 00:17:10.438683,thanos::sroute:93b4aac4-c6e3-4b26-9db0-246d5e6206ef,FTL,Allahabad_Central_H_1 (Uttar Pradesh),Satna_Central_I_2 (Madhya Pradesh),2018-09-12 08:51:47.427311,514.0,129.74999590608988,289.0,132.0,184.6407,6,32.0,225.0,2.1893939393939394,3.893939393939394,157.0,0,2,0,night,0,True
training,trip-153671173668736946,IND110043AAA,IND110078AAA,2018-09-12 00:22:16.687619,2018-09-12 00:22:16.687619,thanos::sroute:7734a02c-9376-4767-a1b5-15897a713b3f,Carting,Delhi_Nangli_IP (Delhi),Janakpuri (Delhi),2018-09-12 01:29:19.277412,67.0,12.756768045055304,44.0,21.0,18.7668,2,15.0,23.0,2.0952380952380953,3.1904761904761907,23.0,0,2,0,night,0,True
training,trip-153671174968648046,IND781005AAA,IND781018AAB,2018-09-12 03:53:13.532367,2018-09-12 00:22:29.686740,thanos::sroute:83cc6bc3-6aea-456b-879b-e99a90380aec,Carting,Guwahati_North (Assam),Guwahati_Hub (Assam),2018-09-12 06:11:57.563883,138.0,9.94152474747652,110.0,18.0,19.4925,2,7.0,28.0,6.111111111111111,7.666666666666667,92.0,3,2,0,night,0,True
training,trip-153671186247781647,IND209304AAA,IND209801AAA,2018-09-12 00:24:22.478232,2018-09-12 00:24:22.478232,thanos::sroute:ba05c968-4aad-49ce-bf38-21469494acc4,Carting,Kanpur_Central_H_6 (Uttar Pradesh),Unnao_VikasRam_D (Uttar Pradesh),2018-09-12 03:37:31.889013,193.0,37.07151283345673,160.0,35.0,46.6075,5,0.0,33.0,4.571428571428571,5.514285714285714,125.0,0,2,0,night,0,True
training,trip-153671186247781647,IND209801AAA,IND209304AAA,2018-09-12 03:37:31.889013,2018-09-12 00:24:22.478232,thanos::sroute:ba05c968-4aad-49ce-bf38-21469494acc4,Carting,Unnao_VikasRam_D (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),2018-09-12 18:10:51.317766,873.0,37.49167354389872,685.0,33.0,47.0734,5,0.0,188.0,20.757575757575758,26.454545454545453,652.0,3,2,0,night,0,True
training,trip-153671191949943656,IND487001AAB,IND487551AAA,2018-09-12 04:33:09.726898,2018-09-12 00:25:19.499696,thanos::sroute:0ac760f3-96cb-4046-bfd0-8bc467805780,FTL,Narsinghpur_KndliDPP_D (Madhya Pradesh),Gadarwara_MPward_D (Madhya Pradesh),2018-09-12 05:59:13.062416,86.0,42.63033296031683,78.0,42.0,48.4129,2,30.0,8.0,1.8571428571428572,2.0476190476190474,36.0,4,2,0,night,0,True
training,trip-153671191949943656,IND487551AAA,IND464668AAA,2018-09-12 05:59:13.062416,2018-09-12 00:25:19.499696,thanos::sroute:0ac760f3-96cb-4046-bfd0-8bc467805780,FTL,Gadarwara_MPward_D (Madhya Pradesh),Bareli_SourvDPP_D (Madhya Pradesh),2018-09-12 09:23:49.463096,204.0,57.34526176515766,175.0,67.0,81.9341,3,45.0,29.0,2.611940298507463,3.044776119402985,108.0,5,2,0,night,0,True
training,trip-153671202698783427,IND395023AAD,IND395006AAA,2018-09-12 00:27:06.988059,2018-09-12 00:27:06.988059,thanos::sroute:6f0bd656-6353-4cc9-b826-439edc9ca0b6,Carting,Surat_Central_I_4 (Gujarat),Surat_Varachha_DC (Gujarat),2018-09-12 02:04:22.360575,97.0,10.604863275729944,24.0,15.0,15.8319,2,0.0,73.0,1.6,6.466666666666667,9.0,0,2,0,night,0,True
training,trip-153671202698783427,IND395001AAA,IND395023AAD,2018-09-12 02:37:19.832796,2018-09-12 00:27:06.988059,thanos::sroute:6f0bd656-6353-4cc9-b826-439edc9ca0b6,Carting,Surat_Central_D_9 (Gujarat),Surat_Central_I_4 (Gujarat),2018-09-12 05:37:46.359107,180.0,9.6127552094318,146.0,14.0,14.7138,1,146.0,34.0,10.428571428571429,12.857142857142858,132.0,2,2,0,night,0,True
training,trip-153671224643574839,IND422011AAD,IND422103AAC,2018-09-12 00:30:46.435980,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Nashik_TgrniaRD_I (Maharashtra),Sinnar_Central_D_1 (Maharashtra),2018-09-12 02:03:45.814605,92.0,21.27895940746373,87.0,34.0,37.4057,3,13.0,5.0,2.5588235294117645,2.7058823529411766,53.0,0,2,0,night,0,True
training,trip-153671224643574839,IND422103AAC,IND422605AAA,2018-09-12 02:03:45.814605,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Sinnar_Central_D_1 (Maharashtra),Sangamner_JawanChk_D (Maharashtra),2018-09-12 03:13:38.555321,69.0,36.54135841014276,54.0,30.0,38.7871,5,4.0,15.0,1.8,2.3,24.0,2,2,0,night,0,True
training,trip-153671224643574839,IND422605AAA,IND413709AAA,2018-09-12 03:13:38.555321,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Sangamner_JawanChk_D (Maharashtra),Shrirampur_DavkharRd_D (Maharashtra),2018-09-12 04:54:11.610414,100.0,46.38738002369583,77.0,45.0,49.6014,6,2.0,23.0,1.711111111111111,2.2222222222222223,32.0,3,2,0,night,0,True
training,trip-153671224643574839,IND413709AAA,IND423109AAA,2018-09-12 04:54:11.610414,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Shrirampur_DavkharRd_D (Maharashtra),Shirdi_SaiBansi_D (Maharashtra),2018-09-12 06:15:00.019695,80.0,24.05326992867573,56.0,27.0,29.4937,3,12.0,24.0,2.074074074074074,2.962962962962963,29.0,4,2,0,night,0,True
training,trip-153671224643574839,IND423109AAA,IND423601AAA,2018-09-12 06:15:00.019695,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Shirdi_SaiBansi_D (Maharashtra),Kopargaon_NkshtrPz_D (Maharashtra),2018-09-12 07:18:36.630134,63.0,12.917889335732108,54.0,10.0,13.4946,2,0.0,9.0,5.4,6.3,44.0,6,2,0,morning,0,True
training,trip-153671224643574839,IND423601AAA,IND423701AAB,2018-09-12 07:18:36.630134,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Kopargaon_NkshtrPz_D (Maharashtra),Vaijiapur_YeolaRD_D (Maharashtra),2018-09-12 08:27:59.715905,69.0,24.174112262276463,46.0,26.0,34.336400000000005,3,12.0,23.0,1.7692307692307692,2.6538461538461537,20.0,7,2,0,morning,0,True
training,trip-153671224643574839,IND423701AAB,IND422011AAD,2018-09-12 08:27:59.715905,2018-09-12 00:30:46.435980,thanos::sroute:36941a6b-0e90-4582-a95a-96666dcd6d83,Carting,Vaijiapur_YeolaRD_D (Maharashtra),Nashik_TgrniaRD_I (Maharashtra),2018-09-12 11:21:24.531753,173.0,95.86770414931748,158.0,88.0,118.2709,11,6.0,15.0,1.7954545454545454,1.9659090909090908,70.0,8,2,0,morning,0,True
training,trip-153671225291120891,IND712310AAE,IND712124AAA,2018-09-12 00:30:52.911478,2018-09-12 00:30:52.911478,thanos::sroute:b631d6e1-0a67-4c80-8970-b9fda0461450,Carting,Kolkata_North_I_4 (West Bengal),Hooghly_DC (West Bengal),2018-09-12 02:16:17.710493,105.0,14.68967889903358,52.0,18.0,19.0096,2,8.0,53.0,2.888888888888889,5.833333333333333,34.0,0,2,0,night,0,True
training,trip-153671225291120891,IND712124AAA,IND712103AAA,2018-09-12 02:16:17.710493,2018-09-12 00:30:52.911478,thanos::sroute:b631d6e1-0a67-4c80-8970-b9fda0461450,Carting,Hooghly_DC (West Bengal),Hoogly_Bandel_D (West Bengal),2018-09-12 03:09:08.473151,52.0,10.498118563412763,32.0,10.0,11.0795,1,32.0,20.0,3.2,5.2,22.0,2,2,0,night,0,True
training,trip-153671225291120891,IND712103AAA,IND712310AAE,2018-09-12 03:09:08.473151,2018-09-12 00:30:52.911478,thanos::sroute:b631d6e1-0a67-4c80-8970-b9fda0461450,Carting,Hoogly_Bandel_D (West Bengal),Kolkata_North_I_4 (West Bengal),2018-09-12 06:05:06.863852,175.0,27.731212129519008,138.0,30.0,32.017900000000004,4,12.0,37.0,4.6,5.833333333333333,108.0,3,2,0,night,0,True
training,trip-153671236229420701,IND515301AAA,IND561202AAB,2018-09-12 03:39:46.703070,2018-09-12 00:32:42.294456,thanos::sroute:3f001d56-e933-4ba1-a7cf-26828f7208c9,Carting,Madakasira_RTCStand_D (Andhra Pradesh),Pavagada_PnukndRD_D (Karnataka),2018-09-12 04:17:37.786512,37.0,16.457989722683283,28.0,17.0,17.391,2,8.0,9.0,1.6470588235294117,2.176470588235294,11.0,3,2,0,night,0,True
training,trip-153671236229420701,IND561202AAB,IND515134AAA,2018-09-12 04:17:37.786512,2018-09-12 00:32:42.294456,thanos::sroute:3f001d56-e933-4ba1-a7cf-26828f7208c9,Carting,Pavagada_PnukndRD_D (Karnataka),Puttaprthi_Gokulam_D (Andhra Pradesh),2018-09-12 06:07:33.588747,109.0,56.65237637644195,109.0,65.0,66.2031,7,9.0,0.0,1.676923076923077,1.676923076923077,44.0,4,2,0,night,0,True
training,trip-153671237597058150,IND785690AAB,IND785682AAA,2018-09-12 03:48:42.530167,2018-09-12 00:32:55.970840,thanos::sroute:db0f8027-8ade-4411-9aff-b26adaae3993,Carting,Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam),2018-09-12 08:00:47.150111,252.0,39.49595428448995,241.0,33.0,46.9087,5,10.0,11.0,7.303030303030303,7.636363636363637,208.0,3,2,0,night,0,True
training,trip-153671240266732246,IND560300AAA,IND560099AAB,2018-09-12 00:33:22.667576,2018-09-12 00:33:22.667576,thanos::sroute:09b4c49e-0e89-40b6-99b3-e671400fe5ef,Carting,Bengaluru_KGAirprt_HB (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),2018-09-12 04:57:47.967761,264.0,42.24030467720917,194.0,57.0,53.1902,5,8.0,70.0,3.4035087719298245,4.631578947368421,137.0,0,2,0,night,0,True
training,trip-153671256526597871,IND560300AAA,IND562132AAA,2018-09-12 00:36:05.266352,2018-09-12 00:36:05.266352,thanos::sroute:500aa87c-3d54-4159-a296-0b93c15a1900,Carting,Bengaluru_KGAirprt_HB (Karnataka),Bangalore_Nelmngla_H (Karnataka),2018-09-12 04:39:52.116304,243.0,28.70624006705569,162.0,53.0,43.5805,4,4.0,81.0,3.056603773584906,4.584905660377358,109.0,0,2,0,night,0,True
training,trip-153671262893947351,IND500055AAC,IND501401AAC,2018-09-12 01:05:52.573005,2018-09-12 00:37:08.939733,thanos::sroute:beb73e7f-71ff-4501-bc17-191b4f312005,Carting,Hyderabad_North_D_2 (Telangana),Medchal_MROoffce_D (Telangana),2018-09-12 02:05:34.840021,59.0,14.85920055596232,30.0,12.0,16.0049,2,14.0,29.0,2.5,4.916666666666667,18.0,1,2,0,night,0,True
training,trip-153671262893947351,IND501401AAC,IND500010AAA,2018-09-12 02:05:34.840021,2018-09-12 00:37:08.939733,thanos::sroute:beb73e7f-71ff-4501-bc17-191b4f312005,Carting,Medchal_MROoffce_D (Telangana),Hyderabad_Alwal_I (Telangana),2018-09-12 05:35:54.020732,210.0,9.499885115345776,165.0,14.0,14.459700000000002,1,165.0,45.0,11.785714285714286,15.0,151.0,2,2,0,night,0,True
training,trip-153671277074687197,IND624001AAA,IND624619AAA,2018-09-12 00:39:30.747127,2018-09-12 00:39:30.747127,thanos::sroute:42969f47-47af-4473-9f2c-cf747fe82077,FTL,Dindigul_Central_D_1 (Tamil Nadu),Oddnchtram_Palani_D (Tamil Nadu),2018-09-12 01:32:05.649177,52.0,26.534937687687428,40.0,26.0,27.8573,2,16.0,12.0,1.5384615384615385,2.0,14.0,0,2,0,night,0,True
training,trip-153671277074687197,IND624619AAA,IND624601AAA,2018-09-12 01:32:05.649177,2018-09-12 00:39:30.747127,thanos::sroute:42969f47-47af-4473-9f2c-cf747fe82077,FTL,Oddnchtram_Palani_D (Tamil Nadu),Palani_RjndraRd_D (Tamil Nadu),2018-09-12 02:52:44.647485,80.0,26.516746587618083,39.0,27.0,28.2786,2,9.0,41.0,1.4444444444444444,2.962962962962963,12.0,1,2,0,night,0,True
training,trip-153671277074687197,IND624601AAA,IND624101AAA,2018-09-12 02:52:44.647485,2018-09-12 00:39:30.747127,thanos::sroute:42969f47-47af-4473-9f2c-cf747fe82077,FTL,Palani_RjndraRd_D (Tamil Nadu),Kodaikanal_Athithnr_DC (Tamil Nadu),2018-09-12 04:51:38.550800,118.0,23.527843959971683,100.0,134.0,60.2645,2,4.0,18.0,0.746268656716418,0.8805970149253731,0.0,2,2,0,night,0,True
