source_center,destination_center,observation_count,trip_count,route_type_count,median_osrm_time_min,median_osrm_distance_km,median_actual_movement_min,median_actual_elapsed_min,median_movement_delay_ratio,mean_movement_delay_ratio,median_excess_min,total_excess_min,breach_rate,chronic_delay,sla_breach_contribution_pct,corridor_priority_score,recommended_intervention
IND110064AAA,IND000000ACB,26,26,1,54.0,58.0345,237.5,269.5,4.42654986522911,6.537257600219244,183.0,7793.0,1.0,True,0.14450063913744235,97.02153110047847,Assess parallel route and capacity relief
IND847226AAA,IND842001AAA,14,14,1,84.0,119.03935,757.0,785.5,9.011904761904763,8.928008732212415,673.0,9338.0,1.0,True,0.0778080364586228,96.11443381180223,Audit departure window and facility handoff
IND845305AAA,IND842001AAA,14,14,1,96.0,136.21275,579.0,697.0,6.03125,5.947767344835953,483.0,6733.0,1.0,True,0.0778080364586228,95.20534290271132,Audit departure window and facility handoff
IND175015AAA,IND174001AAA,13,13,1,133.0,122.0761,966.0,1019.0,7.2631578947368425,7.23102021602787,833.0,10899.0,1.0,True,0.07225031956872117,94.85845295055822,Audit departure window and facility handoff
IND847404AAB,IND842001AAA,13,13,1,76.0,108.1511,639.0,712.0,8.48,8.795598611914402,563.0,7739.0,1.0,True,0.07225031956872117,94.70693779904306,Audit departure window and facility handoff
IND176310AAA,IND145001AAA,13,13,1,172.0,124.2269,1065.0,1097.0,6.177514792899408,6.140707552392612,890.0,11464.0,1.0,True,0.07225031956872117,94.70295055821371,Audit departure window and facility handoff
IND700065AAA,IND712311AAA,23,23,1,21.0,21.888,82.0,255.0,3.75,6.850570510310835,60.0,2915.0,1.0,True,0.12782748846773745,94.07296650717703,Assess parallel route and capacity relief
IND834002AAB,IND827013AAA,14,14,1,89.0,123.55885,398.0,570.0,4.447315855181024,4.533921175133053,308.5,4419.0,1.0,True,0.0778080364586228,93.93540669856459,Audit departure window and facility handoff
IND712311AAA,IND700088AAA,23,23,1,30.0,29.6795,113.0,367.0,3.7666666666666666,4.87867548793215,83.0,2673.0,1.0,True,0.12782748846773745,93.86961722488039,Assess parallel route and capacity relief
IND152026AAA,IND000000ACA,13,13,1,121.0,160.3886,570.0,633.0,4.710743801652892,4.61497087115567,449.0,5694.0,1.0,True,0.07225031956872117,93.3213716108453,Audit departure window and facility handoff
IND400072AAB,IND421302AAG,39,39,1,23.0,27.4335,71.0,221.0,2.9583333333333335,4.248148956209157,47.0,2876.0,1.0,True,0.2167509587061635,92.86283891547049,Assess parallel route and capacity relief
IND500010AAB,IND501359AAE,23,23,1,36.0,45.0335,129.0,305.0,3.5135135135135136,3.7212449015736397,93.0,2294.0,1.0,True,0.12782748846773745,92.79704944178629,Assess parallel route and capacity relief
IND851127AAA,IND842001AAA,13,13,1,96.0,130.911,407.0,466.0,4.239583333333333,4.053913630229419,311.0,3809.0,1.0,True,0.07225031956872117,92.28867623604467,Audit departure window and facility handoff
IND712311AAA,IND700065AAA,28,28,1,22.0,21.20965,75.0,143.0,3.4772727272727275,3.8537070460595304,53.5,1769.0,1.0,True,0.1556160729172456,92.2816985645933,Assess parallel route and capacity relief
IND421302AAG,IND401104AAA,51,51,1,25.0,28.9244,64.0,158.0,2.739130434782609,3.3998127735588506,40.0,2999.0,1.0,True,0.28344356138498306,92.04545454545455,Assess parallel route and capacity relief
IND401209AAA,IND401104AAA,15,15,1,21.0,26.3625,134.0,161.0,6.333333333333333,5.700520273014552,112.0,1488.0,1.0,True,0.08336575334852443,91.93381180223285,Assess parallel route and capacity relief
IND400072AAD,IND421302AAG,63,63,1,21.0,25.7253,58.0,179.0,2.6363636363636362,3.7534095134945087,36.0,3754.0,1.0,True,0.3501361640638026,91.86702551834132,Assess parallel route and capacity relief
IND844505AAB,IND842001AAA,11,11,1,52.0,73.7507,625.0,690.0,12.26,12.97923935849574,573.0,6798.0,1.0,True,0.06113488578891791,91.83712121212122,Audit departure window and facility handoff
IND249201AAA,IND249407AAA,12,12,1,27.0,21.9481,220.5,771.0,8.166666666666668,11.000178062678062,193.5,3212.0,1.0,True,0.06669260267881955,91.8201754385965,Audit departure window and facility handoff
IND573201AAB,IND575004AAB,14,14,1,125.0,176.57945,400.5,435.5,3.229838709677419,3.13188322369842,276.5,3729.0,1.0,True,0.0778080364586228,91.71052631578948,Audit departure window and facility handoff
IND400072AAB,IND400015AAA,38,38,1,17.0,18.6316,54.0,123.5,3.176470588235294,3.767830114501941,37.0,1730.0,1.0,True,0.21119324181626187,91.68261562998404,Assess parallel route and capacity relief
IND306401AAB,IND305001AAC,15,15,1,123.0,166.96470000000002,364.0,426.0,2.935483870967742,3.0081812930494594,240.0,3699.0,1.0,True,0.08336575334852443,91.50518341307816,Assess parallel route and capacity relief
IND000000ACB,IND201301AAM,27,27,1,82.0,92.0435,213.0,360.0,2.625,2.79154101514417,130.0,3990.0,1.0,True,0.15005835602734396,91.42942583732058,Assess parallel route and capacity relief
IND421302AAG,IND400102AAC,39,39,1,28.0,33.0576,79.0,206.0,2.6333333333333333,3.768475479104811,49.0,3066.0,1.0,True,0.2167509587061635,91.25099681020734,Assess parallel route and capacity relief
IND560300AAA,IND560099AAB,61,61,1,57.0,53.2807,136.0,211.0,2.4642857142857144,2.4005176265935058,82.0,4836.0,0.9180327868852459,True,0.3112321458344912,90.95494417862838,Assess parallel route and capacity relief
IND712103AAA,IND712310AAE,18,18,1,30.0,31.85255,107.5,138.0,3.7281609195402297,3.8363741716251445,78.0,1509.0,1.0,True,0.1000389040182293,90.93700159489633,Assess parallel route and capacity relief
IND811399AAA,IND110044AAB,29,29,1,16.0,13.9541,53.0,200.0,2.9444444444444446,4.551827379469634,35.0,1672.0,1.0,True,0.16117378980714722,90.51036682615631,Assess parallel route and capacity relief
IND700136AAG,IND712310AAA,16,16,1,19.5,23.5321,89.5,164.5,4.559941520467836,4.7736454186937936,69.5,1208.0,1.0,True,0.08892347023842606,90.48145933014354,Assess parallel route and capacity relief
IND000000ACB,IND160002AAC,41,41,1,211.0,280.3352,482.0,852.0,2.2843601895734595,2.5935174334432767,271.0,13888.0,1.0,True,0.22786639248596677,90.40869218500796,Assess parallel route and capacity relief
IND852139AAB,IND854326AAB,15,15,1,75.0,106.8365,227.0,334.0,2.986842105263158,3.0547719298245615,151.0,2323.0,1.0,True,0.08336575334852443,90.32296650717704,Assess parallel route and capacity relief
IND400102AAC,IND421302AAG,19,19,1,30.0,32.8958,88.0,184.0,2.933333333333333,4.552082064412858,58.0,1988.0,1.0,True,0.10559662090813093,90.16447368421052,Assess parallel route and capacity relief
IND500080AAB,IND501359AAE,16,16,1,21.5,26.472,65.5,180.0,3.0487012987012987,5.60345325970326,44.0,1821.0,1.0,True,0.08892347023842606,90.13157894736841,Assess parallel route and capacity relief
IND600056AAB,IND600008AAC,21,21,1,35.0,43.796,102.0,210.0,3.0,3.3320939589321945,66.0,1711.0,1.0,True,0.11671205468793419,90.06877990430623,Assess parallel route and capacity relief
IND400072AAB,IND401104AAA,45,45,1,15.0,20.0961,46.0,95.0,2.9411764705882355,3.0364062662101876,30.0,1439.0,1.0,True,0.25009726004557326,90.03688197767146,Assess parallel route and capacity relief
IND380021AAA,IND382430AAB,21,21,1,13.0,16.891599999999997,42.0,161.0,3.3846153846153846,6.2166387184244325,31.0,1333.0,1.0,True,0.11671205468793419,89.87041467304626,Assess parallel route and capacity relief
IND273304AAA,IND273014AAB,12,12,1,63.5,87.93865,256.5,629.5,3.9515873015873018,4.63403388837559,191.0,2743.0,1.0,True,0.06669260267881955,89.83253588516746,Audit departure window and facility handoff
IND401104AAA,IND400072AAB,24,24,1,16.0,20.23815,50.5,148.5,3.15625,4.533057598039216,34.5,1349.0,1.0,True,0.1333852053576391,89.83253588516746,Assess parallel route and capacity relief
IND713364AAB,IND712311AAA,11,11,1,146.0,207.3223,689.0,778.0,4.624161073825503,3.5455209068390676,540.0,4121.0,1.0,True,0.06113488578891791,89.77671451355663,Audit departure window and facility handoff
IND411033AAA,IND411014AAA,31,31,1,28.0,25.9076,77.0,147.0,2.6785714285714284,3.292375675624607,47.0,1866.0,1.0,True,0.17228922358695048,89.61323763955343,Assess parallel route and capacity relief
IND400015AAA,IND400072AAB,24,24,1,17.0,18.1103,56.5,148.5,3.3345410628019323,3.938730818414322,40.0,1203.0,1.0,True,0.1333852053576391,89.6072567783094,Assess parallel route and capacity relief
IND501359AAE,IND500010AAB,22,22,1,40.0,48.37845,112.5,302.5,2.7155487804878047,3.176158001581683,71.0,1947.0,1.0,True,0.12226977157783582,89.32814992025517,Assess parallel route and capacity relief
IND788026AAC,IND781018AAB,18,18,1,246.0,337.55355,586.5,735.0,2.398080125379567,2.424119081020594,346.0,6255.0,1.0,True,0.1000389040182293,89.29625199362043,Assess parallel route and capacity relief
IND421302AAG,IND400072AAB,66,66,1,22.0,27.34735,51.5,158.0,2.425,2.722215890170436,30.0,2583.0,1.0,True,0.3668093147335075,89.27033492822967,Assess parallel route and capacity relief
IND712310AAE,IND712124AAA,21,21,1,19.0,19.1213,68.0,111.0,3.6842105263157894,3.7364820782114014,50.0,1094.0,1.0,True,0.11671205468793419,89.20255183413079,Assess parallel route and capacity relief
IND421302AAG,IND000000AFT,33,33,1,20.0,22.6488,50.0,237.0,2.611111111111111,3.6962239031311097,30.0,1799.0,1.0,True,0.18340465736675374,89.13775917065391,Assess parallel route and capacity relief
IND712311AAA,IND700028AAB,22,22,1,19.0,18.9328,63.5,117.0,3.3421052631578947,3.794522290574922,44.5,1170.0,1.0,True,0.12226977157783582,89.13676236044657,Assess parallel route and capacity relief
IND421302AAG,IND411033AAA,72,72,1,97.0,130.80165,211.0,360.0,2.195876288659794,2.2994281988818672,115.0,9108.0,1.0,True,0.4001556160729172,89.05103668261563,Assess parallel route and capacity relief
IND342301AAA,IND342005AAD,10,10,1,127.0,166.2538,718.0,812.0,5.63099778543307,5.031829312556978,590.5,5093.0,1.0,True,0.05557716889901628,88.99322169059012,Audit departure window and facility handoff
IND421302AAG,IND400015AAA,29,29,1,32.0,42.5717,78.0,192.0,2.59375,2.98571691370904,49.0,1813.0,1.0,True,0.16117378980714722,88.94437799043062,Assess parallel route and capacity relief
IND400011AAA,IND400072AAD,34,34,1,18.0,19.622999999999998,51.5,95.5,2.9166666666666665,3.058054720856351,34.0,1240.0,1.0,True,0.18896237425665535,88.9164673046252,Assess parallel route and capacity relief
IND249407AAA,IND131028AAB,13,13,1,178.0,194.8324,491.0,539.0,2.7430167597765363,2.798493407334023,312.0,4174.0,1.0,True,0.07225031956872117,88.8676236044657,Audit departure window and facility handoff
IND585307AAB,IND585104AAA,11,11,1,67.0,73.00760000000001,285.0,593.0,4.253731343283582,4.715563705722537,218.0,2738.0,1.0,True,0.06113488578891791,88.59848484848484,Audit departure window and facility handoff
IND847223AAA,IND842001AAA,9,9,1,65.0,85.9796,685.0,714.0,10.584615384615384,10.630902777777777,621.0,5605.0,1.0,True,0.05001945200911465,88.40410685805422,Audit departure window and facility handoff
IND712311AAA,IND700026AAC,29,29,1,36.0,33.6401,90.0,155.0,2.5,2.906534196520318,54.0,1957.0,1.0,True,0.16117378980714722,88.39413875598086,Assess parallel route and capacity relief
IND400072AAB,IND000000AFT,43,43,1,20.0,22.3706,48.0,102.0,2.6,2.8073739420248387,30.0,1501.0,1.0,True,0.23898182626577003,88.3901515151515,Assess parallel route and capacity relief
IND852111AAA,IND854326AAB,11,11,1,84.0,118.5962,335.0,453.0,3.988095238095238,3.989173943790233,251.0,2768.0,1.0,True,0.06113488578891791,88.24561403508773,Audit departure window and facility handoff
IND832109AAB,IND834002AAB,15,15,1,87.0,120.2854,224.0,288.0,2.574712643678161,2.8292631203777954,137.0,2413.0,1.0,True,0.08336575334852443,88.23564593301435,Assess parallel route and capacity relief
IND000000ACB,IND131028AAB,73,73,1,98.0,103.9784,211.0,384.0,2.118811881188119,2.261587427364025,111.0,9020.0,1.0,True,0.40571333296281886,88.07117224880382,Assess parallel route and capacity relief
IND000000ACB,IND712311AAA,34,34,1,1016.0,1428.03415,2126.5,2341.0,2.095078351892404,2.186298324182572,1111.5,40978.0,1.0,True,0.18896237425665535,87.96251993620415,Assess parallel route and capacity relief
IND431517AAB,IND411033AAA,12,12,1,230.5,318.56444999999997,639.5,683.0,2.768272113943029,2.770227780160314,408.5,4912.0,1.0,True,0.06669260267881955,87.92663476874003,Audit departure window and facility handoff
IND781018AAB,IND788026AAC,12,12,1,249.0,341.1541,679.0,919.5,2.7214859437751002,2.853661149976249,429.5,5536.0,1.0,True,0.06669260267881955,87.79106858054226,Audit departure window and facility handoff
IND781018AAB,IND110037AAM,12,12,1,1323.0,1807.9502,3370.5,3562.0,2.549546142208775,2.5688232394152375,2048.5,24909.0,1.0,True,0.06669260267881955,87.68939393939394,Audit departure window and facility handoff
IND134109AAA,IND160002AAC,9,9,1,36.0,43.3862,447.0,640.0,12.305555555555555,12.04065494065494,410.0,3614.0,1.0,True,0.05001945200911465,87.60566188197767,Audit departure window and facility handoff
IND411033AAA,IND431603AAA,15,15,1,322.0,446.9457,729.0,970.0,2.2639751552795033,2.359617069380273,407.0,6562.0,1.0,True,0.08336575334852443,87.57575757575758,Assess parallel route and capacity relief
IND000000ACK,IND501359AAF,22,22,1,21.0,26.21835,64.5,125.5,3.0811688311688314,3.2159884079584518,44.0,1043.0,1.0,True,0.12226977157783582,87.54984051036683,Assess parallel route and capacity relief
IND203390AAA,IND201301AAF,14,14,1,96.0,103.07,247.0,452.0,2.5729166666666665,2.8263148703595995,151.0,2493.0,1.0,True,0.0778080364586228,87.51993620414673,Audit departure window and facility handoff
IND121002AAB,IND000000ACB,24,24,1,65.5,76.6052,150.5,275.0,2.287878787878788,2.74495007085526,85.0,2737.0,1.0,True,0.1333852053576391,87.46012759170652,Assess parallel route and capacity relief
IND462001AAA,IND462022AAA,16,16,1,13.0,14.150300000000001,47.5,81.5,3.916666666666667,5.355193764568765,35.0,892.0,1.0,True,0.08892347023842606,87.36842105263159,Assess parallel route and capacity relief
IND444005AAB,IND421302AAG,14,14,1,393.5,549.77425,910.5,981.5,2.3105185375570265,2.3215733763013318,517.0,7270.0,1.0,True,0.0778080364586228,87.27272727272727,Audit departure window and facility handoff
IND110037AAK,IND000000ACB,34,34,1,38.0,38.9178,82.0,265.0,2.1578947368421053,3.960992332899691,44.0,4029.0,1.0,True,0.18896237425665535,87.17503987240829,Assess parallel route and capacity relief
IND421302AAG,IND444005AAB,13,13,1,391.0,550.0405,941.0,1293.0,2.4066496163682864,2.3946862997137726,550.0,7103.0,1.0,True,0.07225031956872117,87.0633971291866,Audit departure window and facility handoff
IND425405AAA,IND424006AAA,8,8,1,47.0,63.5938,1024.5,1049.0,21.22,17.076312552447675,978.0,6102.0,1.0,True,0.04446173511921303,86.9926236044657,Audit departure window and facility handoff
IND401104AAB,IND421302AAG,16,16,1,25.0,28.20695,72.5,171.5,2.9,3.847766793894511,47.5,1130.0,1.0,True,0.08892347023842606,86.8012360446571,Assess parallel route and capacity relief
IND411033AAA,IND421302AAG,92,92,1,101.0,129.60225,205.0,299.0,2.024367028364744,2.2006535621273673,104.0,11123.0,1.0,True,0.5113099538709498,86.80023923444976,Assess parallel route and capacity relief
IND110037AAM,IND209304AAA,18,18,1,335.0,465.3202,717.0,1025.5,2.140273025377816,2.1905665638762875,382.0,7184.0,1.0,True,0.1000389040182293,86.66866028708134,Assess parallel route and capacity relief
IND400015AAB,IND421302AAG,14,14,1,32.0,42.581199999999995,102.0,198.5,3.336206896551724,3.3756530471426105,71.5,1057.0,1.0,True,0.0778080364586228,86.63875598086123,Audit departure window and facility handoff
IND208012AAA,IND209304AAA,8,8,1,17.0,20.04355,608.0,1219.0,35.859649122807014,30.179119213474863,591.0,4305.0,1.0,True,0.04446173511921303,86.50817384370015,Audit departure window and facility handoff
IND600056AAB,IND600110AAA,20,20,1,37.0,45.12735,96.0,239.5,2.64015444015444,2.752201844701845,59.0,1282.0,1.0,True,0.11115433779803256,86.48923444976076,Assess parallel route and capacity relief
IND262802AAA,IND262723AAB,15,15,1,69.0,92.7062,175.0,218.0,2.536231884057971,2.623820890675111,106.0,1683.0,1.0,True,0.08336575334852443,86.47826953748007,Assess parallel route and capacity relief
IND131028AAB,IND000000ACB,74,74,1,97.0,107.93745000000001,192.0,341.5,2.0210526315789474,2.2481249095591656,98.0,8903.0,0.9864864864864865,True,0.40571333296281886,86.47129186602871,Assess parallel route and capacity relief
IND000000ACA,IND160002AAC,60,60,2,62.0,88.88645,132.0,243.5,2.0798771121351765,2.1254948761945114,67.5,4361.0,1.0,True,0.33346301339409773,86.45135566188198,Evaluate FTL/Carting shift on supported corridor
IND721102AAA,IND712311AAA,8,8,1,92.0,125.39615,769.0,813.0,8.320652173913043,7.709998831229546,676.5,4948.0,1.0,True,0.04446173511921303,86.4274322169059,Audit departure window and facility handoff
IND834002AAB,IND826004AAA,14,14,1,127.0,169.17165,305.5,533.0,2.3992313460817396,2.4854960674264874,177.0,2644.0,1.0,True,0.0778080364586228,86.21411483253588,Audit departure window and facility handoff
IND641607AAA,IND641062AAD,20,20,1,29.0,33.912850000000006,85.5,118.0,2.9065628476084537,2.794872212511256,56.0,1003.0,1.0,True,0.11115433779803256,86.19716905901116,Assess parallel route and capacity relief
IND121004AAB,IND110037AAM,26,26,1,25.5,28.9989,66.0,92.0,2.5592592592592593,2.795843743151435,40.5,1183.0,1.0,True,0.14450063913744235,86.16826156299841,Assess parallel route and capacity relief
IND401602AAA,IND401501AAA,10,10,1,26.5,28.3888,196.0,249.5,7.1021220159151195,7.216131741821397,168.5,1699.0,1.0,True,0.05557716889901628,86.16028708133972,Audit departure window and facility handoff
IND472001AAA,IND485001AAC,14,14,1,186.0,242.3127,430.5,657.5,2.3142957870615195,2.3648948380224515,244.0,3564.0,1.0,True,0.0778080364586228,86.06858054226475,Audit departure window and facility handoff
IND712311AAA,IND700053AAA,15,15,1,29.0,29.399,84.0,152.0,2.8,3.5680842911877395,54.0,1130.0,1.0,True,0.08336575334852443,85.98584529505582,Assess parallel route and capacity relief
IND751002AAB,IND712311AAA,22,22,1,322.0,433.60485,657.5,789.0,2.0387669942118727,2.3045632627301393,335.0,9272.0,1.0,True,0.12226977157783582,85.7396331738437,Assess parallel route and capacity relief
IND160002AAC,IND000000ACB,54,54,1,211.5,280.391,416.5,719.0,1.9716198694446927,2.101746680044069,205.5,12591.0,1.0,True,0.30011671205468793,85.725677830941,Assess parallel route and capacity relief
IND580028AAA,IND403726AAA,13,13,1,141.0,183.2936,341.0,563.0,2.4532374100719423,2.490311902142225,202.0,2720.0,1.0,True,0.07225031956872117,85.69577352472089,Audit departure window and facility handoff
IND211002AAB,IND485001AAC,13,13,1,133.0,185.3955,329.0,467.0,2.473684210526316,2.50471059445922,196.0,2602.0,1.0,True,0.07225031956872117,85.69278309409889,Audit departure window and facility handoff
IND212402AAA,IND211002AAB,7,7,1,36.0,49.256,1047.0,1121.0,29.083333333333332,28.790326040326043,1011.0,7056.0,1.0,True,0.0389040182293114,85.66487240829346,Audit departure window and facility handoff
IND000000AEM,IND110037AAB,11,11,1,40.0,41.5922,168.0,275.0,4.0,4.32050683914209,126.0,1482.0,1.0,True,0.06113488578891791,85.66487240829346,Audit departure window and facility handoff
IND421302AAG,IND000000ACB,23,23,1,968.0,1322.6526,1936.0,2141.0,2.0,2.029505535784675,968.0,22930.0,1.0,True,0.12782748846773745,85.57515948963317,Assess parallel route and capacity relief
IND411033AAA,IND403726AAA,20,20,1,389.0,511.48505,798.0,1018.5,2.048906129912808,2.069045348661003,408.5,8317.0,1.0,True,0.11115433779803256,85.55223285486444,Assess parallel route and capacity relief
IND421302AAG,IND110037AAM,14,14,1,1008.0,1366.89985,2119.5,2299.0,2.1051548968912357,2.1067385103967644,1113.0,15613.0,1.0,True,0.0778080364586228,85.39872408293459,Audit departure window and facility handoff
IND812002AAA,IND813203AAA,12,12,1,24.0,31.87935,103.0,166.0,3.873447204968944,4.591601438037595,74.5,1090.0,1.0,True,0.06669260267881955,85.31499202551835,Audit departure window and facility handoff
IND209304AAA,IND208019AAA,13,13,1,16.0,16.223,86.0,181.0,4.8125,4.93023953171012,61.0,819.0,1.0,True,0.07225031956872117,85.17344497607654,Audit departure window and facility handoff
IND600056AAB,IND600116AAB,12,12,1,29.0,33.4287,125.0,174.5,4.545092838196286,3.8412206620539955,97.5,980.0,1.0,True,0.06669260267881955,85.15151515151516,Audit departure window and facility handoff
IND274301AAB,IND273014AAB,10,10,1,37.0,52.671150000000004,169.5,383.5,4.583333333333334,5.033436067646593,132.5,1502.0,1.0,True,0.05557716889901628,84.8444976076555,Audit departure window and facility handoff
IND854326AAB,IND000000ACB,12,12,1,929.0,1269.19135,2090.0,2205.5,2.2497308934338,2.1988879674868227,1161.0,13372.0,1.0,True,0.06669260267881955,84.73883572567782,Audit departure window and facility handoff
IND110037AAM,IND121004AAB,35,35,1,27.0,28.9512,65.0,117.0,2.2142857142857144,2.5528863020446573,34.0,1538.0,1.0,True,0.194520091146557,84.70195374800637,Assess parallel route and capacity relief
IND000000ACB,IND421302AAG,26,26,1,963.0,1322.60095,1861.0,2145.5,1.9325079148730602,1.9602053825581085,898.0,24043.0,1.0,True,0.14450063913744235,84.70095693779903,Assess parallel route and capacity relief
IND209304AAA,IND000000ACB,24,24,1,328.0,446.00014999999996,649.0,834.5,1.974038748415007,2.082214597309322,319.0,8657.0,1.0,True,0.1333852053576391,84.6810207336523,Assess parallel route and capacity relief
IND000000ACB,IND821115AAB,14,14,1,646.0,901.24055,1341.0,1535.0,2.074260339456697,2.074074449961125,694.5,9717.0,1.0,True,0.0778080364586228,84.67304625199361,Audit departure window and facility handoff
IND713205AAB,IND712311AAA,7,7,1,105.0,148.5513,850.0,1114.0,8.095238095238095,7.090585784386323,745.0,4490.0,1.0,True,0.0389040182293114,84.62719298245615,Audit departure window and facility handoff
IND000000ABG,IND501359AAF,9,9,1,28.0,32.7866,211.0,263.0,7.535714285714286,7.645703062369729,183.0,1617.0,1.0,True,0.05001945200911465,84.56937799043062,Audit departure window and facility handoff
IND144001AAC,IND160002AAC,12,12,1,114.5,161.1946,289.0,401.5,2.568781605562579,2.599668878248753,176.5,2195.0,1.0,True,0.06669260267881955,84.377990430622,Audit departure window and facility handoff
IND421302AAG,IND501359AAE,17,17,1,557.0,778.0504,1110.0,1450.0,1.992818671454219,2.005466272786069,553.0,9528.0,1.0,True,0.09448118712832768,84.32017543859651,Assess parallel route and capacity relief
IND431136AAC,IND431001AAA,13,13,1,9.0,13.4222,28.0,460.0,2.9,9.107381507381508,18.0,1079.0,1.0,True,0.07225031956872117,84.22946570972887,Audit departure window and facility handoff
IND785690AAB,IND785682AAA,10,10,1,33.0,46.062200000000004,147.0,223.0,4.327272727272727,5.214773254995778,113.0,1411.0,1.0,True,0.05557716889901628,84.2224880382775,Audit departure window and facility handoff
IND560078AAC,IND560099AAB,14,14,1,24.5,22.917,82.5,120.0,3.4684615384615385,3.3381717589555118,59.5,768.0,1.0,True,0.0778080364586228,84.21451355661883,Audit departure window and facility handoff
IND421302AAG,IND400072AAJ,21,21,1,22.0,27.4716,57.0,199.0,2.6,3.0260545562098358,35.0,949.0,1.0,True,0.11671205468793419,84.13775917065391,Assess parallel route and capacity relief
IND688009AAA,IND686028AAB,10,10,1,46.0,45.80330000000001,152.0,822.0,3.3777777777777778,5.023381642512078,107.0,1844.0,1.0,True,0.05557716889901628,84.13277511961722,Audit departure window and facility handoff
IND462022AAA,IND209304AAA,14,14,1,394.5,545.0329499999999,821.0,1008.0,2.0799492385786804,2.099182979790921,425.5,6107.0,1.0,True,0.0778080364586228,84.11682615629982,Audit departure window and facility handoff
IND500039AAC,IND501359AAE,9,9,1,27.0,35.1846,212.0,322.0,7.851851851851852,7.320125604847827,185.0,1492.0,1.0,True,0.05001945200911465,84.10586124401914,Audit departure window and facility handoff
IND000000ACB,IND562132AAA,44,44,1,1548.0,2065.86425,2869.5,3097.0,1.8550212857173838,1.8738521597924893,1324.0,59317.0,1.0,True,0.24453954315567164,84.03309409888358,Assess parallel route and capacity relief
IND712311AAA,IND751002AAB,23,23,1,312.0,434.9746,601.0,832.0,1.9387096774193548,2.2659225974628168,291.0,9077.0,1.0,True,0.12782748846773745,83.98724082934609,Assess parallel route and capacity relief
IND582101AAB,IND580028AAA,12,12,1,46.0,62.06345,136.5,266.0,3.0002415458937195,3.1444281700757184,91.0,1184.0,1.0,True,0.06669260267881955,83.97328548644339,Audit departure window and facility handoff
IND121102AAA,IND121004AAB,11,11,1,29.0,40.2548,124.0,185.0,4.2,4.379690998656516,96.0,1067.0,1.0,True,0.06113488578891791,83.96730462519938,Audit departure window and facility handoff
IND126112AAA,IND131028AAB,14,14,1,73.0,90.0516,171.5,318.5,2.3768075117370895,2.511247541041046,99.5,1575.0,0.9285714285714286,True,0.07225031956872117,83.96331738437,Audit departure window and facility handoff
IND560099AAB,IND560300AAA,81,81,1,58.0,56.247,110.0,208.0,1.9298245614035088,2.044618433607452,53.0,4888.0,0.9382716049382716,True,0.42238648363252373,83.95434609250398,Assess parallel route and capacity relief
IND600056AAB,IND600032AAB,36,36,1,33.0,36.73615,72.0,117.0,2.1470588235294117,2.2848052293172074,38.5,1510.0,1.0,True,0.2000778080364586,83.85964912280701,Assess parallel route and capacity relief
IND421302AAG,IND382430AAB,14,14,1,358.0,492.74085,740.5,921.0,2.068408979190562,2.133415155829873,383.0,5678.0,1.0,True,0.0778080364586228,83.8397129186603,Audit departure window and facility handoff
IND000000ACB,IND501359AAE,21,21,1,1166.0,1563.0638,2236.0,2443.0,1.9176672384219553,1.9806105212239749,1070.0,24014.0,1.0,True,0.11671205468793419,83.7799043062201,Assess parallel route and capacity relief
IND700065AAB,IND712310AAA,11,11,1,22.0,22.3165,115.0,176.0,5.0,4.971763085399449,92.0,974.0,1.0,True,0.06113488578891791,83.6572966507177,Audit departure window and facility handoff
IND395009AAA,IND395023AAD,9,9,1,16.0,17.4885,159.0,212.0,9.88888888888889,9.736882716049383,143.0,1307.0,1.0,True,0.05001945200911465,83.60047846889952,Audit departure window and facility handoff
IND500050AAA,IND501359AAE,18,18,1,32.0,36.08905,71.0,476.5,2.1534926470588234,3.905195344456869,38.0,1763.0,1.0,True,0.1000389040182293,83.42204944178629,Assess parallel route and capacity relief
IND395001AAA,IND395023AAD,9,9,1,14.0,14.4435,146.0,216.0,10.533333333333333,10.788848188848188,133.0,1208.0,1.0,True,0.05001945200911465,83.37121212121212,Audit departure window and facility handoff
IND000000ACB,IND121002AAB,38,38,1,66.0,77.9867,127.5,257.0,1.9621212121212122,2.2033951194430004,62.5,3012.0,1.0,True,0.21119324181626187,83.33333333333333,Assess parallel route and capacity relief
IND521333AAA,IND521225AAB,12,12,1,68.0,94.2752,175.5,427.5,2.5879299156391955,2.914464360557902,108.0,1564.0,1.0,True,0.06669260267881955,83.29844497607655,Audit departure window and facility handoff
IND500008AAC,IND501359AAE,9,9,1,22.0,24.5107,118.0,175.0,5.363636363636363,7.922551602986385,96.0,1404.0,1.0,True,0.05001945200911465,83.2775119617225,Audit departure window and facility handoff
IND000000ACB,IND751002AAB,13,13,1,1167.0,1638.9641,2379.0,2562.0,2.0403087478559176,2.073785598603112,1213.0,16286.0,1.0,True,0.07225031956872117,83.21570972886762,Audit departure window and facility handoff
IND562132AAA,IND000000ACB,35,35,1,1530.0,2088.9876,2790.0,3128.0,1.8230668414154654,1.8382499088264974,1256.0,44892.0,1.0,True,0.194520091146557,83.20574162679426,Assess parallel route and capacity relief
IND585314AAA,IND585104AAA,9,9,1,37.0,40.7013,193.0,432.0,5.282051282051282,5.023069459472968,157.0,1362.0,1.0,True,0.05001945200911465,83.07615629984052,Audit departure window and facility handoff
